# 2018-03-29
Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset
GSE63617_6m_hp_VH_rep5	Astrocyte	1.55841846117311	0.484236049870743	WT	NA	NA	mixed_model
GSE63617_3m_hp_AD11_rep1	Astrocyte	2.95952452183309	0.564541148228149	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep2	Astrocyte	-1.41612312960858	0.313748702964684	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep3	Astrocyte	-3.79935802485943	0.177152396628124	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep4	Astrocyte	-5.10800970691146	0.102146367467654	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep5	Astrocyte	-0.396767959193365	0.372173557099399	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep1	Astrocyte	1.04569477205679	0.454849033826245	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep2	Astrocyte	-5.43347851542426	0.083491959058646	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep3	Astrocyte	-3.15407381518627	0.214137185561144	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep4	Astrocyte	7.94042360376803	0.850023883557041	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep5	Astrocyte	5.53405815790689	0.712101838081971	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_WT_2m_Hipp_rep1	Astrocyte	-3.55007885532483	0.191439957570155	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep10	Astrocyte	4.50861887248303	0.653328269836379	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep11	Astrocyte	0.951067275484829	0.449425411280535	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep12	Astrocyte	9.22549854550013	0.923678599991444	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep2	Astrocyte	1.42853650176351	0.476791800061184	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep3	Astrocyte	1.57674534883865	0.485286464652243	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep4	Astrocyte	0.342872423742873	0.414566417546256	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep5	Astrocyte	-1.7643507470941	0.293789861976039	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep6	Astrocyte	-1.30996618857973	0.319833141416565	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep7	Astrocyte	-0.224263494647178	0.382060737221901	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep8	Astrocyte	-1.5343087316197	0.306974835760469	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep9	Astrocyte	-1.93045476141947	0.284269526876157	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep1	Astrocyte	-3.25071298650275	0.208598262865961	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep2	Astrocyte	-1.28119873191199	0.321481962660053	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep3	Astrocyte	-0.307532674938567	0.377288122284891	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep4	Astrocyte	-1.18259391993162	0.327133547038232	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep5	Astrocyte	0.327147132384934	0.413665114565236	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep6	Astrocyte	3.16681284657329	0.576421982787356	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep7	Astrocyte	-1.74023325761899	0.295172168011829	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep8	Astrocyte	5.48834905894548	0.709481998091988	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep9	Astrocyte	6.74330587823066	0.781410479194641	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep1	Astrocyte	-6.89018664786197	1.52719178131341e-16	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep10	Astrocyte	10.5570998796287	1	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep2	Astrocyte	-2.34670122001257	0.260412151808851	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep3	Astrocyte	0.507105345791758	0.423979510051507	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep4	Astrocyte	2.47032306011556	0.536502320474233	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep5	Astrocyte	-4.53157116675219	0.135185232236168	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep6	Astrocyte	-1.73092998644469	0.295705389676966	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep7	Astrocyte	-1.95228423782456	0.283018359459912	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep8	Astrocyte	-2.6622127352724	0.242328450669267	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep9	Astrocyte	-2.53950655310305	0.249361417198246	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep1	Astrocyte	-2.02915499181551	0.278612473543507	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep2	Astrocyte	-2.27607200356324	0.264460300862748	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep3	Astrocyte	9.55723634571345	0.942692318811882	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep4	Astrocyte	2.12687229271829	0.516817267050245	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep5	Astrocyte	2.49248789715618	0.537772709253927	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep6	Astrocyte	-0.0699315748767286	0.390906348803236	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep7	Astrocyte	-1.90107860234524	0.285953236204134	WT	NA	NA	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep1	Astrocyte	-0.144560232758071	0.386628969752703	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep2	Astrocyte	-4.58049645328235	0.13238105483855	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep3	Astrocyte	-2.27262583840193	0.264657819551736	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep4	Astrocyte	-0.557598132876069	0.362955494827694	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep1	Astrocyte	-3.81996339389641	0.175971389541176	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep2	Astrocyte	-2.98640614813669	0.223747142203135	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep3	Astrocyte	0.533445631431307	0.425489216767107	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep4	Astrocyte	-1.54915251335708	0.306124056946583	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_2m_Hipp_rep1	Astrocyte	-0.569194321101115	0.362290853468891	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_2m_Hipp_rep2	Astrocyte	-5.18149163598135	0.0979347137555366	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_2m_Hipp_rep3	Astrocyte	-3.2311621757331	0.209718827415574	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_2m_Hipp_rep4	Astrocyte	-4.02822256203473	0.164034910604456	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_2m_Hipp_rep2	Astrocyte	1.23858872116209	0.465904847508296	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_2m_Hipp_rep3	Astrocyte	-0.00641548367198669	0.394546805507186	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_2m_Hipp_rep4	Astrocyte	-0.646610134279197	0.357853727211114	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_2m_Hipp_rep1	Astrocyte	4.54291415404517	0.655293921143137	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_2m_Hipp_rep2	Astrocyte	1.74021032732084	0.494655542085838	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_2m_Hipp_rep3	Astrocyte	7.54156909733952	0.827163336972902	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep1	Astrocyte	-5.5729024619263	0.0755008054610729	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep2	Astrocyte	2.82556524109754	0.556863204696674	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep3	Astrocyte	-1.71603189414389	0.296559281328102	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep4	Astrocyte	1.86728045939856	0.501938630598055	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_4m_Hipp_rep1	Astrocyte	4.31304942359848	0.642119108539211	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAS10_4m_Hipp_rep2	Astrocyte	-2.40209003754703	0.25723751388179	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_4m_Hipp_rep1	Astrocyte	-5.37854796484603	0.0866403311846884	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_4m_Hipp_rep2	Astrocyte	-0.369547673067917	0.373733701485322	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_4m_Hipp_rep3	Astrocyte	-2.21037350114311	0.268225843562847	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TAU_4m_Hipp_rep4	Astrocyte	0.860648007687254	0.44424298548297	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_4m_Hipp_rep1	Astrocyte	7.14374763628412	0.80436199990375	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_4m_Hipp_rep2	Astrocyte	5.64168089669767	0.718270289469595	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_4m_Hipp_rep3	Astrocyte	-0.495945278583735	0.366489159171154	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_4m_Hipp_rep4	Astrocyte	1.84896773280748	0.500889027465659	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_8m_Hipp_rep1	Astrocyte	-3.47118154963663	0.195961996316059	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_8m_Hipp_rep2	Astrocyte	-1.5104963673523	0.308339653391559	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_8m_Hipp_rep3	Astrocyte	-0.0402907348379529	0.392605228453781	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_8m_Hipp_rep4	Astrocyte	-2.37625726330492	0.258718132326464	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_18m_Hipp_rep1	Astrocyte	0.0325832678949639	0.396782038562223	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_18m_Hipp_rep2	Astrocyte	1.05934640404191	0.455631483977654	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_TPM_18m_Hipp_rep3	Astrocyte	1.84616591294993	0.500728439751739	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_WT_1	DentateGranule	-1.08947474234585	0.643324020842179	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_2	DentateGranule	1.98156210265788	0.894029138070662	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_3	DentateGranule	-0.562322332434676	0.686358283664218	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_4	DentateGranule	-0.159329227041935	0.719256760246851	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_5	DentateGranule	2.3335856507857	0.922766697844376	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_6	DentateGranule	1.54526707610577	0.85841204804587	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_7	DentateGranule	0.66384002235269	0.786456456500613	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_8	DentateGranule	1.2554415404737	0.83475204376925	WT	NA	NA	mixed_model
GSE36237_HippVeh_TG_1	DentateGranule	-1.61330606507158	0.600560876080317	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_2	DentateGranule	0.247008466532518	0.752428273401332	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_3	DentateGranule	-1.15732257817117	0.637785240132999	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_4	DentateGranule	-0.521909582347527	0.689657391997812	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_5	DentateGranule	0.186166400002881	0.747461411005476	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_6	DentateGranule	-1.73418072058412	0.590693233258146	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_7	DentateGranule	-0.1838516939301	0.71725486048263	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE36237_HippVeh_TG_8	DentateGranule	-1.32541638035997	0.624062846521315	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_WT_rep1	DentateGranule	0.547101187762651	0.776926442799011	WT	NA	NA	mixed_model
GSE48622_WT_rep2	DentateGranule	0.99647075636624	0.813610877425369	WT	NA	NA	mixed_model
GSE48622_WT_rep3	DentateGranule	0.101706578644201	0.740566505316124	WT	NA	NA	mixed_model
GSE48622_WT_rep4	DentateGranule	0.313878873998354	0.75788726142035	WT	NA	NA	mixed_model
GSE48622_APLP2KO_rep1	DentateGranule	-0.688076608280147	0.676092291408504	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APLP2KO_rep2	DentateGranule	0.345315064454507	0.760453565314212	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APLP2KO_rep3	DentateGranule	0.409609626258231	0.765702273313395	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APLP2KO_rep4	DentateGranule	-0.112511890451674	0.723078709135964	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APPKO_rep1	DentateGranule	-0.856350072939326	0.662355230991122	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APPKO_rep2	DentateGranule	-0.935861658563918	0.655864276176475	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APPKO_rep3	DentateGranule	-1.43524957619904	0.615096576942619	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_APPKO_rep4	DentateGranule	-0.12656227469441	0.721931701331609	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_N.dCKO_rep1	DentateGranule	-0.719474161114738	0.673529141709766	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_N.dCKO_rep2	DentateGranule	0.543249143634298	0.77661197989169	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_N.dCKO_rep3	DentateGranule	-0.403336304877704	0.699337161055809	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE48622_N.dCKO_rep4	DentateGranule	-0.182745473754174	0.717345167135686	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_VH_rep1	DentateGranule	-0.76052246760032	0.670178149517588	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep2	DentateGranule	0.483351804950512	0.771722240668658	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep3	DentateGranule	-1.63849669759988	0.598504430391187	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep4	DentateGranule	-1.25607626198786	0.629723450213973	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep5	DentateGranule	-0.776664717123805	0.668860371593269	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep1	DentateGranule	2.21803559668106	0.913333730634233	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep2	DentateGranule	0.678404604453914	0.787645441018664	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep3	DentateGranule	-0.332981403150763	0.705080606926134	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep4	DentateGranule	1.55601064342724	0.859289102747823	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep5	DentateGranule	1.58651102532258	0.861779011597672	WT	NA	NA	mixed_model
GSE63617_3m_hp_AD11_rep1	DentateGranule	0.613280337064191	0.782328999727208	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep2	DentateGranule	-3.09507256283954	0.479596373771421	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep3	DentateGranule	-0.578756787259723	0.685016651462637	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep4	DentateGranule	-1.78298709080876	0.586708908944821	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_3m_hp_AD11_rep5	DentateGranule	-3.04830622706985	0.483414159191535	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep1	DentateGranule	1.99208883521719	0.894888491394478	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep2	DentateGranule	2.04708342521075	0.899377993092805	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep3	DentateGranule	0.833264733371412	0.800287499298571	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep4	DentateGranule	1.49176004018693	0.854043983320628	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE63617_6m_hp_AD11_rep5	DentateGranule	0.569246827826639	0.778734309512617	Disease	0.142825595188615	0.142825595188615	mixed_model
GSE64398_WT_2m_Hipp_rep1	DentateGranule	1.12817382793991	0.824362501604657	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep10	DentateGranule	1.37633061422535	0.84462086362918	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep11	DentateGranule	0.745173661076728	0.793096155227805	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep12	DentateGranule	1.49910429966815	0.854643534393155	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep2	DentateGranule	1.41743512829638	0.847976444346345	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep3	DentateGranule	2.90770811258939	0.969635376520169	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep4	DentateGranule	0.845135970458985	0.801256611698029	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep5	DentateGranule	-1.91171637971105	0.576200050505856	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep6	DentateGranule	-0.225936782101087	0.713819230271731	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep7	DentateGranule	-1.09702300093327	0.642707816234569	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep8	DentateGranule	-1.06255153915178	0.645521905515531	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep9	DentateGranule	-0.288382012879787	0.708721493027645	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep1	DentateGranule	2.40069198776863	0.928244946048219	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep2	DentateGranule	1.26295013193296	0.835365010137621	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep3	DentateGranule	1.88942858420284	0.886507787559182	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep4	DentateGranule	-0.386086901421329	0.700745321860746	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep5	DentateGranule	-1.37575633679719	0.619953327385978	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep6	DentateGranule	3.08507767219176	0.984114999682366	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep7	DentateGranule	-0.0524340819587591	0.727983181072063	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep8	DentateGranule	2.21341495825385	0.91295652327495	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep9	DentateGranule	0.980244995663788	0.812286282038098	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep1	DentateGranule	-3.67932443704815	0.431900777135149	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep10	DentateGranule	2.74319702778332	0.956205459237089	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep2	DentateGranule	-0.872124545499771	0.661067476661858	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep3	DentateGranule	0.976388248140659	0.811971435167576	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep4	DentateGranule	1.15469252688032	0.826527364438334	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep5	DentateGranule	-5.17665083732512	0.30966603699471	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep6	DentateGranule	0.847278912294175	0.801431551469552	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep7	DentateGranule	1.00251174599848	0.814104035629052	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep8	DentateGranule	-1.9241230949461	0.575187224169212	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep9	DentateGranule	-1.33966393171486	0.622899742913992	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep1	DentateGranule	2.06355494808533	0.900722651356974	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep2	DentateGranule	-0.319427275335727	0.70618710267148	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep3	DentateGranule	1.1986691450237	0.830117410329475	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep4	DentateGranule	-0.509844509246772	0.690642328264863	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep5	DentateGranule	1.20750065949044	0.830838373958841	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep6	DentateGranule	0.989772388449003	0.813064053926112	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep7	DentateGranule	-0.663838703596175	0.678070960842267	WT	NA	NA	mixed_model
