# 2017-01-31
Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset
GSE64398_ho_TASTPM_18m_Hipp_rep1	Astrocyte	6.60267524945261	0.619556293619044	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_18m_Hipp_rep2	Astrocyte	7.53869164776113	0.661012893584297	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_18m_Hipp_rep3	Astrocyte	8.11468083818078	0.686523721700864	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_18m_Hipp_rep1	Astrocyte	-2.8078154222955	0.202761301607788	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_18m_Hipp_rep2	Astrocyte	-1.51147161731162	0.260176969365071	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_18m_Hipp_rep3	Astrocyte	-2.5733824207439	0.213144447866274	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_18m_Hipp_rep4	Astrocyte	-1.32993808176938	0.26821717376411	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAU_18m_Hipp_rep3	Astrocyte	15.1924184532927	0.999999999999999	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep1	Astrocyte	-1.25669473705449	0.271461155437347	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep2	Astrocyte	2.51945813460499	0.438708715726807	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep3	Astrocyte	-2.9574977058317	0.196131803917727	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep4	Astrocyte	3.67950745443501	0.490087837587347	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep1	Astrocyte	-1.15549764516217	0.275943221524873	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep2	Astrocyte	0.157851290885716	0.334112054415962	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep3	Astrocyte	-0.244030345648489	0.316312530530177	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep4	Astrocyte	-2.62576055472875	0.210824596043741	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep1	Astrocyte	4.77000770751323	0.538386599057302	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep2	Astrocyte	3.17226724998304	0.467621933912732	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep3	Astrocyte	6.22178998196142	0.602686708646414	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep4	Astrocyte	5.6949152569051	0.579351182956978	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_8m_Hipp_rep1	Astrocyte	-4.15051822727369	0.143292372261258	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_8m_Hipp_rep2	Astrocyte	-4.12823792023448	0.144279177383152	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAS10_8m_Hipp_rep3	Astrocyte	-2.01882968277687	0.23770584557157	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAU_8m_Hipp_rep1	Astrocyte	-2.33590787827413	0.223662305381261	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAU_8m_Hipp_rep2	Astrocyte	-3.56611112375911	0.169176033649069	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAU_8m_Hipp_rep3	Astrocyte	-2.81246692679377	0.20255528431838	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE64398_TAU_8m_Hipp_rep4	Astrocyte	-0.386831504562307	0.30998780103787	Disease	0.000172756684114039	0.000172756684114039	mixed_model
GSE14499_Hippocampus,GFP,rep1	DentateGranule	1.10801901551061	0.778954691021087	WT	NA	NA	mixed_model
GSE14499_Hippocampus,GFP,rep2	DentateGranule	-0.379495902725565	0.658064891559275	WT	NA	NA	mixed_model
GSE14499_Hippocampus,APP,GFP,rep1	DentateGranule	0.275870457091872	0.711326278615676	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE14499_Hippocampus,APP,GFP,rep2	DentateGranule	1.38935141389406	0.801818473296974	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE14499_Hippocampus,APP,GFP,rep3	DentateGranule	-0.487171469993313	0.649314137147098	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE14499_Hippocampus,APP,GFP,rep4	DentateGranule	-2.1989241471319	0.510200616112382	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE15056_wt_rep1	DentateGranule	-0.572653885466866	0.642367012155328	WT	NA	NA	mixed_model
GSE15056_wt_rep2	DentateGranule	0.231532652057098	0.707722961234775	WT	NA	NA	mixed_model
GSE15056_Tg2576_rep1	DentateGranule	0.866885256358712	0.759357837618157	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE15056_Tg2576_rep2	DentateGranule	0.0740236911827844	0.694922264945885	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE1556_12moControl.1	DentateGranule	2.86125591716346	0.921439619979768	WT	NA	NA	mixed_model
GSE1556_12moControl.2	DentateGranule	-0.41505292030829	0.655175185599128	WT	NA	NA	mixed_model
GSE1556_12moAPPSw.1	DentateGranule	-1.83886745859135	0.539462292979571	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE1556_12moAPPSw.2	DentateGranule	-0.926780170151218	0.613587297064867	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_eIF2+_S51A1	DentateGranule	0.784729846519855	0.752681097171144	WT	NA	NA	mixed_model
GSE50521_eIF2+_S51A2	DentateGranule	-0.365217692807637	0.65922527651575	WT	NA	NA	mixed_model
GSE50521_eIF2+_S51A3	DentateGranule	1.56048756849758	0.815726646692113	WT	NA	NA	mixed_model
GSE50521_WT1	DentateGranule	0.839437141547428	0.75712713925375	WT	NA	NA	mixed_model
GSE50521_WT2	DentateGranule	1.97272441997576	0.849228986530867	WT	NA	NA	mixed_model
GSE50521_WT3	DentateGranule	0.244253166372899	0.708756752832987	WT	NA	NA	mixed_model
GSE50521_5xFAD1	DentateGranule	-2.05150428621607	0.522181374896256	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_5xFAD2	DentateGranule	-2.05357201875562	0.52201333102054	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_5xFAD3	DentateGranule	0.536082506684535	0.732473617783275	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_5xFAD;eIF2+_S51A1	DentateGranule	-1.60410579606445	0.558541288394186	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_5xFAD;eIF2+_S51A2	DentateGranule	0.66403929070251	0.742872619346267	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE50521_5xFAD;eIF2+_S51A3	DentateGranule	0.310840086126068	0.714168247720908	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE52022_4mon_WT_rep1	DentateGranule	-1.06302458436543	0.602514762792957	WT	NA	NA	mixed_model
GSE52022_4mon_WT_rep2	DentateGranule	1.79875488435399	0.835090545285036	WT	NA	NA	mixed_model
GSE52022_4mon_5XFAD_rep1	DentateGranule	-0.0571591871657056	0.684261079863334	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE52022_4mon_5XFAD_rep2	DentateGranule	-0.485191504298406	0.649475048243091	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE53480_WT_rep1	DentateGranule	-1.02024842602555	0.605991165711716	WT	NA	NA	mixed_model
GSE53480_WT_rep2	DentateGranule	3.70848327406609	0.990293480884885	WT	NA	NA	mixed_model
GSE53480_WT_rep3	DentateGranule	0.171038303694112	0.702806607420424	WT	NA	NA	mixed_model
GSE53480_WT_rep4	DentateGranule	3.82791925668962	1	WT	NA	NA	mixed_model
GSE53480_Tg4510_rep1	DentateGranule	0.503359617587983	0.729814240420268	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE53480_Tg4510_rep2	DentateGranule	-2.69981002754259	0.469493801751219	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE53480_Tg4510_rep3	DentateGranule	-2.76044272605117	0.464566204270568	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE53480_Tg4510_rep4	DentateGranule	-1.65097542195262	0.554732210848134	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE63617_15m_hp_VH_rep1	DentateGranule	1.17545035974523	0.784434811981238	WT	NA	NA	mixed_model
GSE63617_15m_hp_VH_rep2	DentateGranule	-0.953767712940438	0.611394029222132	WT	NA	NA	mixed_model
GSE63617_15m_hp_VH_rep3	DentateGranule	0.569733610799595	0.735208430845159	WT	NA	NA	mixed_model
GSE63617_15m_hp_VH_rep4	DentateGranule	-0.744606926314757	0.628392450710527	WT	NA	NA	mixed_model
GSE63617_15m_hp_VH_rep5	DentateGranule	-1.51021633992829	0.566171650540293	WT	NA	NA	mixed_model
GSE63617_15m_hp_AD11_rep1	DentateGranule	0.74278430128084	0.74927219787871	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE63617_15m_hp_AD11_rep2	DentateGranule	-1.11855977742448	0.598001437736734	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE63617_15m_hp_AD11_rep3	DentateGranule	1.00258347453911	0.770385982735925	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE63617_15m_hp_AD11_rep4	DentateGranule	3.54271037236933	0.976821177113918	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE63617_15m_hp_AD11_rep5	DentateGranule	-2.74167021809837	0.466091839203023	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_WT_18m_Hipp_rep1	DentateGranule	2.01830365327155	0.852933194337593	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep2	DentateGranule	0.573463051955084	0.735511521179154	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep3	DentateGranule	1.63359904032597	0.821668389567655	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep4	DentateGranule	0.256988879602488	0.709791779641427	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep5	DentateGranule	2.22577442838423	0.8697942692015	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep6	DentateGranule	2.36953894207741	0.881477959238506	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep7	DentateGranule	0.0212920717189344	0.690636785301862	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep1	DentateGranule	3.25332762201537	0.953303145644707	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep2	DentateGranule	1.48710878057848	0.809763179134551	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep3	DentateGranule	2.8512466467437	0.920626170192495	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep4	DentateGranule	-0.58949689991913	0.640998186461882	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep5	DentateGranule	-0.187161712857058	0.673695821614366	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep6	DentateGranule	3.14198791244251	0.94425460771249	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep7	DentateGranule	0.63875277123347	0.740817593053607	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep8	DentateGranule	2.335771976377	0.878733730147481	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep9	DentateGranule	0.484872578458726	0.728311805435865	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep1	DentateGranule	-3.69977420381189	0.388227074771746	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep10	DentateGranule	3.04085830748152	0.936035841289709	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep2	DentateGranule	-0.805802784326638	0.623419085460703	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep3	DentateGranule	1.25864026861969	0.791195625790759	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep4	DentateGranule	2.43489068099945	0.886789071426969	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep5	DentateGranule	-5.70136983529622	0.225558121655835	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep6	DentateGranule	1.32501632709328	0.796589984058743	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep7	DentateGranule	1.64876080223063	0.822900580474564	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep8	DentateGranule	-1.49787420586094	0.567174691312551	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep9	DentateGranule	-2.11159363565472	0.517297935198023	WT	NA	NA	mixed_model
GSE64398_het_TASTPM_18m_Hipp_rep1	DentateGranule	2.55436132213196	0.896498407226579	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_18m_Hipp_rep2	DentateGranule	2.69816011978497	0.908184883508602	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_18m_Hipp_rep3	DentateGranule	2.69434114048314	0.907874516441833	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_18m_Hipp_rep4	DentateGranule	0.0148863549931094	0.690116195020111	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_18m_Hipp_rep1	DentateGranule	-2.08285035903595	0.519633890894144	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_18m_Hipp_rep2	DentateGranule	-3.78603779947461	0.381216463548508	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_18m_Hipp_rep3	DentateGranule	-0.96502568483128	0.610479097917884	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_18m_Hipp_rep1	DentateGranule	-0.125538458313329	0.67870392122577	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_18m_Hipp_rep2	DentateGranule	0.989483116913016	0.769321321409251	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_18m_Hipp_rep3	DentateGranule	0.627626046293439	0.739913328141587	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_18m_Hipp_rep4	DentateGranule	-1.07447233013465	0.601584408634243	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAU_18m_Hipp_rep3	DentateGranule	-1.84514718771858	0.538951941664396	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep1	DentateGranule	-0.533854359735455	0.645520235580103	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep2	DentateGranule	-7.18422061653252	0.105047374921271	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep3	DentateGranule	-3.85757582478964	0.375402594102087	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_4m_Hipp_rep4	DentateGranule	-8.47679896485132	2.88727755876688e-16	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep1	DentateGranule	3.10151636885057	0.940965500000857	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep2	DentateGranule	1.12347986264383	0.78021118847636	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep3	DentateGranule	-0.047707999794009	0.685029174443115	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_het_TASTPM_8m_Hipp_rep4	DentateGranule	-0.74691356937091	0.628204990663525	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep1	DentateGranule	-6.66228059992575	0.147465251317095	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep2	DentateGranule	2.01765052109101	0.852880114521479	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep3	DentateGranule	-0.619846862083265	0.638531656012529	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_ho_TASTPM_8m_Hipp_rep4	DentateGranule	2.0406997326348	0.854753315608151	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_8m_Hipp_rep1	DentateGranule	-1.8183200400669	0.541132174252308	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_8m_Hipp_rep2	DentateGranule	-1.4706770538453	0.569384994021314	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAS10_8m_Hipp_rep3	DentateGranule	0.827926738537515	0.756191692963743	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAU_8m_Hipp_rep1	DentateGranule	0.776875055525524	0.752042741147633	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAU_8m_Hipp_rep2	DentateGranule	-0.0645731106522321	0.683658552982747	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAU_8m_Hipp_rep3	DentateGranule	0.137178448051096	0.700054829197356	Disease	0.00429563416286891	0.00429563416286891	mixed_model
GSE64398_TAU_8m_Hipp_rep4	DentateGranule	2.28720324484778	0.874786566900444	Disease	0.00429563416286891	0.00429563416286891	mixed_model
