Astrocyte	DentateGranule	GabaSSTReln	Microglia	Microglia_activation	Microglia_deactivation	Oligo	Pyramidal.Thy1.Hipp	Pyramidal	groups
GSE53480_WT_rep2	-6.24415125679231	4.83229209820513	0.553511084122143	-6.96354206236769	-3.80629266029604	-5.50169790938695	-3.40492981423322	2.63989299937911	2.63989299937911	WT
GSE53480_WT_rep3	-4.78315984885417	-1.48683782918317	-1.19905816767301	-4.82985744363936	-3.37050428248707	-3.33370343489417	-0.86008760848482	0.486115085639386	0.486115085639386	WT
GSE53480_WT_rep4	-7.49037311834762	4.45174337844701	0.554871903769652	-7.62232886291966	-4.96871844994518	-5.93090000984485	-6.1310081264934	2.58698317259773	2.58698317259773	WT
GSE53480_Tg4510_rep1	4.58952808662229	-0.6965788401549	-0.705948372909728	4.38101884566066	2.41430538192612	3.37493246773605	0.995831090931385	-1.49071339134667	-1.49071339134667	Disease
GSE53480_Tg4510_rep2	7.45905560384867	-2.43845992508666	0.98256234769401	5.71229262053404	3.86742777665661	4.96479665092252	5.13695385750152	-1.56667867064155	-1.56667867064155	Disease
GSE53480_Tg4510_rep3	5.00304777361641	-0.517843270559836	0.279360123152962	5.26199267702291	3.68349305133711	3.12232084839776	-0.820728715322531	-0.0596818067265592	-0.0596818067265592	Disease
GSE53480_Tg4510_rep4	5.68711977122066	-1.71529415805682	-0.290827648035785	7.21356428457221	4.96965637177184	4.34747755479861	2.59527215269765	-2.08614510415603	-2.08614510415603	Disease
GSE63617_15m_hp_VH_rep1	-1.03229820153372	0.800052697851589	-0.804012215687992	-0.798043302857133	-0.187320226707783	0.493601809556212	2.20879534788554	-0.332660634072315	-0.332660634072315	WT
GSE63617_15m_hp_VH_rep2	-1.04691360548239	-0.5553558006283	-0.484560113471925	-1.74903338048151	-0.315638865930752	-2.66484459638418	-3.30355262978913	1.71803403933109	1.71803403933109	WT
GSE63617_15m_hp_VH_rep3	1.76505187711008	0.497792000845025	-0.462015950074385	1.54854319920182	0.426855288818065	0.839329271238886	1.03000558386749	-0.538270509372414	-0.538270509372414	WT
GSE63617_15m_hp_VH_rep4	1.73309099397777	0.169515793538519	1.36006848000881	0.732751376498956	-0.42375512435762	0.94961224314163	2.34616112695366	0.328385232526543	0.328385232526543	WT
GSE63617_15m_hp_VH_rep5	0.821501145923551	-1.31479521465172	0.810056049400521	-0.82609123248478	-0.500156996158021	-1.21414984132271	-2.34553191928858	1.87437272987582	1.87437272987582	WT
GSE63617_15m_hp_AD11_rep1	-1.90403629664385	-0.447948394132987	-2.22345722784883	0.13988182785968	-0.120415226352192	0.468900079189945	0.71505468444397	-0.881766491119088	-0.881766491119088	Disease
GSE63617_15m_hp_AD11_rep2	-0.337615993379902	-0.313521077020959	0.254593305656735	-1.00200595471577	0.199887200336737	-0.323969793965036	-1.4340861036576	1.260438475183	1.260438475183	Disease
GSE63617_15m_hp_AD11_rep3	-0.717657311859665	0.252169537479199	1.7834822098862	-0.781545889122944	-0.761176768402635	-1.10612190548881	-0.942149178503054	0.451025078494182	0.451025078494182	Disease
GSE63617_15m_hp_AD11_rep4	-2.16691960793765	1.97825285721919	-1.50760268014239	-0.767557293683313	-0.761830732062977	1.09250690619177	2.96217645563423	-3.80384767529186	-3.80384767529186	Disease
GSE63617_15m_hp_AD11_rep5	1.8932100276486	-0.950641629292641	1.48770247833332	0.383558610815975	0.0733157745927469	-0.406656491686755	-1.55510783279908	0.152806320693691	0.152806320693691	Disease
GSE64398_WT_18m_Hipp_rep1	-0.819385387263266	1.36245501778663	0.408314147873724	-1.81248460969163	-2.23205200101818	-1.40247921190577	1.79387342923261	1.18294399362048	1.18294399362048	WT
GSE64398_WT_18m_Hipp_rep2	-1.8052903679604	-0.305007493708809	2.85899858095264	-3.56843493707304	-2.7606667720358	-2.86052565660713	-0.0508102771713529	1.78015989401626	1.78015989401626	WT
GSE64398_WT_18m_Hipp_rep3	-0.815519614936782	1.06781638815051	-3.29843762839428	-2.7341300187382	-0.776473479154609	-1.39803089864633	2.57712604101644	-0.0102832355363024	-0.0102832355363024	WT
GSE64398_WT_18m_Hipp_rep4	-1.55715463908128	0.198134948230402	1.51528787314841	-3.22216352757829	-2.13391588087818	-2.31817158849522	2.38618420974111	0.116761897054055	0.116761897054055	WT
GSE64398_WT_18m_Hipp_rep5	2.25579947208945	1.56246410947538	-2.10274724512978	-2.66219802275985	-2.52484039664566	-2.68442616450467	2.959141619657	0.297302516557506	0.297302516557506	WT
GSE64398_WT_18m_Hipp_rep6	-1.50381485648111	1.52993283816095	-1.28840978839294	-2.69992130147125	-2.52627307677293	-1.81537931417488	0.0175333939716461	-1.00350638832658	-1.00350638832658	WT
GSE64398_WT_18m_Hipp_rep7	-2.773331168545	-0.180239702555578	2.0756302857813	-3.46547118030916	-4.34590417194633	-3.07888307196548	-2.51875576930772	1.20585655505605	1.20585655505605	WT
GSE64398_WT_4m_Hipp_rep1	-2.69851686179773	1.11162942600226	-1.32624244012483	-6.10800887981554	-4.8283014953217	-5.0572475356902	-1.239394673734	1.14866877341275	1.14866877341275	WT
GSE64398_WT_4m_Hipp_rep2	0.0398406066238726	0.897412008709356	-0.333562370082481	-2.8306370006955	-2.85366311604512	-3.07905558935535	-0.382129195940674	1.5421940566694	1.5421940566694	WT
GSE64398_WT_4m_Hipp_rep3	-1.34297570271305	1.68104258111434	-1.77358840669333	-4.48148909762581	-2.41488122291498	-2.96560642975877	-1.13452766073006	1.75886527201603	1.75886527201603	WT
GSE64398_WT_4m_Hipp_rep4	-0.861331052421593	-0.339366668614367	1.26328470090579	-6.40296664071184	-3.38210092148713	-4.76156181071391	1.25726392087112	2.47517157746201	2.47517157746201	WT
GSE64398_WT_4m_Hipp_rep5	-0.133628296136122	0.0283613942265813	1.9502181885322	-3.64612446930732	-3.88399344572854	-3.98649193835796	-3.48264521608115	1.36917125040694	1.36917125040694	WT
GSE64398_WT_4m_Hipp_rep6	-1.03051920924624	2.10171427144579	-1.63573124771596	-2.37505220422704	-2.37121316171476	-2.54036359511647	0.138479660272479	0.198274743901338	0.198274743901338	WT
GSE64398_WT_4m_Hipp_rep7	-0.558817227957291	-0.016938794752529	0.730608429450536	-3.99677302360539	-4.3418229550251	-3.74377329144667	-2.89087162985272	3.15915613092626	3.15915613092626	WT
GSE64398_WT_4m_Hipp_rep8	-0.196902323546635	1.58958364316058	-2.82082087344198	-4.79428411407938	-1.86843943175691	-4.12251867228822	-0.672044382914654	1.12634508145076	1.12634508145076	WT
GSE64398_WT_4m_Hipp_rep9	0.556504017204188	0.468766298302319	-1.31203637929748	-4.65323724651488	-2.39419760061135	-3.43656079950353	-2.35648594233827	2.87889340416677	2.87889340416677	WT
GSE64398_WT_8m_Hipp_rep1	-5.03071644305695	-2.65310870070403	3.32179644925056	-6.43914975906563	-4.75697053888578	-4.58999483288514	-0.679948401413475	0.056910439661736	0.056910439661736	WT
GSE64398_WT_8m_Hipp_rep10	2.17069696411337	3.09209754463832	-3.28767526695216	-3.1072722457268	-2.32566672340755	-2.83426764749854	3.50276482522764	-2.88302637498689	-2.88302637498689	WT
GSE64398_WT_8m_Hipp_rep2	-1.27263257779811	0.248943780465424	3.00772122839395	-5.53375215408311	-4.20662956365273	-5.26448442975054	0.1041868481437	0.954272340624589	0.954272340624589	WT
GSE64398_WT_8m_Hipp_rep3	-1.24859270202331	1.78523260549095	0.014152446183225	-5.10288869111805	-4.37678154669508	-4.10163149488756	-1.67425388923184	0.646464616050299	0.646464616050299	WT
GSE64398_WT_8m_Hipp_rep4	-0.922629666628368	1.52547544399078	-2.20884256117723	-2.59592277616334	-1.72939513845079	-2.49582678338214	-0.781924658339781	-0.0786103241080693	-0.0786103241080693	WT
GSE64398_WT_8m_Hipp_rep5	-4.95834294167258	-3.15009422851162	3.25149539031547	-6.55323880341216	-4.66552808295921	-4.75394515230967	-0.144483842297996	-0.357820188264225	-0.357820188264225	WT
GSE64398_WT_8m_Hipp_rep6	-0.319596876236031	1.4381262199543	2.30712168891735	-3.54380234942389	-2.99881752872013	-3.48281007623921	-4.094245431447	1.01762050199666	1.01762050199666	WT
GSE64398_WT_8m_Hipp_rep7	-1.79858356233085	1.83787578722424	0.969649653224089	-4.88713509494937	-2.99978459186574	-3.75451508627032	-2.53597464095405	3.11055561814513	3.11055561814513	WT
GSE64398_WT_8m_Hipp_rep8	-1.8236415692015	-1.66572626370801	1.86437966939121	-3.83976663640145	-2.88627219181591	-3.76393625210588	3.92706416454502	2.09569629023589	2.09569629023589	WT
GSE64398_WT_8m_Hipp_rep9	-1.98308776530219	-0.224465631833792	2.15774834285118	-4.97203353929364	-3.91238373144512	-4.51879953791555	-2.94811399525727	2.92083999894692	2.92083999894692	WT
GSE64398_het_TASTPM_18m_Hipp_rep1	1.03186249494192	0.988015126938786	-2.97596503387718	4.82183191048972	3.69204800381103	3.76298208658191	2.79982080614628	-4.97190757018708	-4.97190757018708	Disease
GSE64398_het_TASTPM_18m_Hipp_rep2	1.58761092293597	1.74827043195098	-1.7321433538435	7.32968325150282	5.52061495969017	6.58999396740269	-2.40751572510147	-1.27217532833492	-1.27217532833492	Disease
GSE64398_het_TASTPM_18m_Hipp_rep3	3.50183640434316	1.25684704609245	-5.259402941254	9.14488865321555	6.21279281506575	7.13605123414659	-2.36459411482482	-0.761144317022205	-0.761144317022205	Disease
GSE64398_het_TASTPM_18m_Hipp_rep4	4.07044049035761	-1.16682043909879	-1.63213715858838	10.5129404988119	8.09016035928424	8.84445901922442	4.12875420339239	0.559059826021527	0.559059826021527	Disease
GSE64398_ho_TASTPM_18m_Hipp_rep1	5.81326413039572	-2.18482680199769	-0.946077758084388	15.0820133767525	10.9164484964964	13.0875178128092	2.85993999282802	0.190731512788126	0.190731512788126	Disease
GSE64398_ho_TASTPM_18m_Hipp_rep2	7.50472048948537	-1.75547879674941	0.182657053391432	13.0411254358634	9.29966145302482	10.0390547660442	2.8143894502865	-0.214935370718259	-0.214935370718259	Disease
GSE64398_ho_TASTPM_18m_Hipp_rep3	7.59697130782748	-0.733004619086992	-1.65926856337817	13.5652302964532	10.934270762354	11.6676711431168	1.83805076007016	-0.541530555441378	-0.541530555441378	Disease
GSE64398_TAS10_18m_Hipp_rep1	-2.64190077296107	-0.307658843791636	1.69631784227047	-1.34650136926358	-0.442842917922791	-1.7353649231224	-2.92314392680647	1.6200508585779	1.6200508585779	Disease
GSE64398_TAS10_18m_Hipp_rep2	-1.17072260286029	1.01250171181138	2.0222304634517	-0.328087734114927	0.369415632632562	-0.978435985430717	-0.223475133890416	0.726405965570057	0.726405965570057	Disease
GSE64398_TAS10_18m_Hipp_rep3	-2.56580002189344	0.642096069610897	1.13094713347329	-0.649673914071118	-1.24311365205548	0.16776120304535	-1.88456985513766	0.941993383154375	0.941993383154375	Disease
GSE64398_TAS10_18m_Hipp_rep4	-1.38004760365776	-1.00826505514194	0.360825443320836	0.372055151170806	1.55554820198129	-0.574427582659627	2.50239876336475	1.12637867885829	1.12637867885829	Disease
GSE64398_TAU_18m_Hipp_rep3	15.0984686565218	-2.26486661428036	-4.89691611520488	17.7446179131955	14.697064559738	15.6277132300086	4.96317024489091	-3.19759458466013	-3.19759458466013	Disease
GSE64398_ho_TASTPM_4m_Hipp_rep1	-1.66774650688579	0.121269556906646	1.84930352579177	0.433783375441421	0.958827659918672	-0.411667513181958	-3.17150066727719	0.880635740678301	0.880635740678301	Disease
GSE64398_ho_TASTPM_4m_Hipp_rep2	1.55106555710721	-4.22454186550401	8.69767574298417	-1.28950726149619	-1.50560540091446	-2.72488922089879	6.64200134179249	-5.93557819447238	-5.93557819447238	Disease
GSE64398_ho_TASTPM_4m_Hipp_rep3	-3.42920658509444	-1.8378828544747	2.90154608891263	2.17676527069569	2.00517384885149	2.29461610333669	-2.36101487168539	-1.75802368969155	-1.75802368969155	Disease
GSE64398_ho_TASTPM_4m_Hipp_rep4	2.82807039275414	-4.48244546726893	8.5776357070996	-2.00186782157788	-1.09886058522706	-3.09653074518238	9.73737968045395	-8.91789933826783	-8.91789933826783	Disease
GSE64398_het_TASTPM_8m_Hipp_rep1	-1.64477317327029	2.03831946690679	-2.22925721146829	1.63956088903797	0.311751662821861	1.02763925179105	-5.66147086931885	-0.912342367232331	-0.912342367232331	Disease
GSE64398_het_TASTPM_8m_Hipp_rep2	-0.132762655242151	0.361178191508229	-0.480844456752625	4.54599473799983	2.3550484500288	3.5496359238848	-3.09358620128077	-0.159176117279035	-0.159176117279035	Disease
GSE64398_het_TASTPM_8m_Hipp_rep3	-0.318148143470005	-0.313686758988611	-0.853900316587577	0.924991477626365	1.01384976339522	0.685082302369767	0.282380370962204	0.957488357176317	0.957488357176317	Disease
GSE64398_het_TASTPM_8m_Hipp_rep4	-2.62418082697597	-0.630185506256197	1.8695838703237	-3.49771651326007	-3.63511112356427	-2.24291966525081	-4.05283810340591	1.72929978529315	1.72929978529315	Disease
GSE64398_ho_TASTPM_8m_Hipp_rep1	4.71903321531735	-4.25292628527748	-2.43242107491194	13.3860234627947	9.25618622226868	13.5380703154917	8.31466757053759	-7.87725676473767	-7.87725676473767	Disease
GSE64398_ho_TASTPM_8m_Hipp_rep2	2.87124755019007	0.960522195793349	-4.75064457521079	8.01926396576562	7.00482566659232	6.97386398271436	-1.76529464524664	-1.38157324817951	-1.38157324817951	Disease
GSE64398_ho_TASTPM_8m_Hipp_rep3	5.75707920038214	-0.870371125321578	-3.95376390350801	15.7078364380617	12.080744620054	15.4963526844059	3.34557056490776	-3.21696206927383	-3.21696206927383	Disease
GSE64398_ho_TASTPM_8m_Hipp_rep4	5.44174273898415	1.51237134398284	-5.97682537149347	14.2721984642605	9.62777069841376	13.566757635495	-5.55041930681543	-4.24616648514802	-4.24616648514802	Disease
GSE64398_TAS10_8m_Hipp_rep1	-4.13729689265972	-1.40325737125372	3.07901102609084	-5.80910809060404	-4.60997744948569	-4.94611940624072	-2.29433632585632	2.52334049973964	2.52334049973964	Disease
GSE64398_TAS10_8m_Hipp_rep2	-4.19196291127828	-0.339501777992719	1.9231358695416	-5.04900779845925	-4.63233327514592	-4.28686178663804	-0.724751257606701	0.189111619355443	0.189111619355443	Disease
GSE64398_TAS10_8m_Hipp_rep3	-1.212185190253	1.23212922813663	-1.04287312774538	-4.85390692736836	-3.10844512299938	-3.71418353856145	-2.96951356470237	1.43728091018952	1.43728091018952	Disease
GSE64398_TAU_8m_Hipp_rep1	-2.28980817626174	0.307430806759116	0.467020232834982	-3.5553733836382	-1.41476833504464	-2.76898469801751	1.27236205047828	0.251796248535855	0.251796248535855	Disease
GSE64398_TAU_8m_Hipp_rep2	-3.57477831127474	-0.294148846056482	1.48269876843604	-4.80493755170997	-3.57508120370894	-4.53064781307449	-2.62727253001693	1.73239335449074	1.73239335449074	Disease
GSE64398_TAU_8m_Hipp_rep3	-2.75896968539417	-0.266415934273145	-0.205703847734681	-3.51794945210062	-2.60815319643481	-3.78292888791896	1.90719265735259	2.51963528610063	2.51963528610063	Disease
GSE64398_TAU_8m_Hipp_rep4	-0.884928644784051	0.92040498677967	-0.342617804976889	-2.4873996908461	-1.32068886014516	-2.95448483558494	0.952715885617205	0.425870850400253	0.425870850400253	Disease
