Sample	Entorhinalcortex,APP,BDNF,rep1	Entorhinalcortex,APP,BDNF,rep2	Entorhinalcortex,APP,BDNF,rep3	Entorhinalcortex,APP,BDNF,rep4	Entorhinalcortex,APP,GFP,rep1	Entorhinalcortex,APP,GFP,rep2	Entorhinalcortex,APP,GFP,rep3	Entorhinalcortex,APP,GFP,rep4	Entorhinalcortex,GFPtreated,rep1	Entorhinalcortex,GFPtreated,rep2	Entorhinalcortex,sham,rep1	Entorhinalcortex,sham,rep3	Entorhinalcortex,shamlesion,rep2	Hippocampus,APP,BDNF,rep1	Hippocampus,APP,BDNF,rep2	Hippocampus,APP,BDNF,rep3	Hippocampus,APP,BDNF,rep4	Hippocampus,APP,GFP,rep1	Hippocampus,APP,GFP,rep2	Hippocampus,APP,GFP,rep3	Hippocampus,APP,GFP,rep4	Hippocampus,GFP,rep1	Hippocampus,GFP,rep2	Hippocampus,sham,rep1	Hippocampus,sham,rep2	Hippocampus,sham,rep3
Entorhinalcortex,sham,rep1	0.989606039322555	0.992644563791901	0.989920984981933	0.99368036814313	0.991729120277351	0.99446298072317	0.993540122235965	0.988823278161168	0.989762680156987	0.9945145652539	NA	0.99513842882274	0.995935034486248	0.985720178430781	0.985434806365897	0.987093477993192	0.983320544631173	0.981248989172945	0.981027893439604	0.980687936104103	0.984928626282563	0.982513830785	0.986124406039469	0.983177293899513	0.986074339372147	0.986341333469193
Entorhinalcortex,sham,rep3	0.989881272687927	0.99357281125605	0.989680515477914	0.994717495896625	0.99283212377154	0.99529607297597	0.993849226796198	0.989648079793166	0.990413396646959	0.99444935094086	0.99513842882274	NA	0.994500100525652	0.986934448407322	0.986840724117014	0.987881386265275	0.983634310617546	0.982293811475529	0.982930773342225	0.981615987915775	0.985850848930114	0.983344079019876	0.98717898552922	0.985525371423926	0.985355495811641	0.986050158486263
Entorhinalcortex,shamlesion,rep2	0.989132353858937	0.990894034972097	0.988325015672949	0.992935886504739	0.991348285468519	0.993684576132568	0.992508525407752	0.988353172481917	0.989106835896408	0.994756873237351	0.995935034486248	0.994500100525652	NA	0.98485296121787	0.98484675493978	0.985724173116506	0.982162395937528	0.980625221885688	0.98079217649318	0.979657328141208	0.983382018448885	0.982175339005669	0.985976024630295	0.982247235376457	0.984688569579188	0.985224582422325
Hippocampus,APP,BDNF,rep1	0.984184606689498	0.984349795412863	0.980955363900566	0.9860036105553	0.98461396528815	0.987245829470438	0.986255139266984	0.982923299556776	0.983247281034171	0.985632363487489	0.985720178430781	0.986934448407322	0.98485296121787	NA	0.996894038882892	0.995033574317259	0.995624802669491	0.993005421816224	0.993399500717309	0.996012284740562	0.994412384120962	0.994479688123929	0.99434196584365	0.994085775337277	0.99592493291443	0.995384102343539
Hippocampus,APP,BDNF,rep2	0.981860935447239	0.984365860155249	0.981084886978282	0.987466809038534	0.984362051939089	0.987038620688189	0.986435973082161	0.982414547695888	0.982341431464028	0.985586993409612	0.985434806365897	0.986840724117014	0.98484675493978	0.996894038882892	NA	0.995176894745432	0.995540343027627	0.992911732960752	0.992301958019829	0.994457409777308	0.994191005938816	0.993102933361799	0.993805970123772	0.993005379441597	0.995293951715998	0.994375172625978
Hippocampus,APP,BDNF,rep3	0.983585481733875	0.988943203371713	0.983703517432057	0.986584833483417	0.985918633905917	0.987821454008827	0.988410236386148	0.981499551196918	0.981679886818852	0.986093268370932	0.987093477993192	0.987881386265275	0.985724173116506	0.995033574317259	0.995176894745432	NA	0.99518869071899	0.990950885782797	0.992279726808776	0.991804517387956	0.995968922872828	0.991701893720041	0.993039930047915	0.993779270305916	0.995015120293296	0.994727216948049
Hippocampus,APP,BDNF,rep4	0.98059605318779	0.98344357911458	0.981695186859104	0.983437947299814	0.983591048014811	0.984009084549924	0.985023140151739	0.979855774722177	0.980365267373584	0.983006626458643	0.983320544631173	0.983634310617546	0.982162395937528	0.995624802669491	0.995540343027627	0.99518869071899	NA	0.993291375678409	0.992956171604843	0.993797143813728	0.994264405930042	0.992809142993953	0.992311410027999	0.99234744518531	0.995093173263205	0.994352912581646
Hippocampus,APP,GFP,rep1	0.982539253735719	0.981570459015093	0.977437877811059	0.983682247878648	0.983132773140065	0.983261966644722	0.984261243414338	0.984311500220079	0.982611485397522	0.981161114898626	0.981248989172945	0.982293811475529	0.980625221885688	0.993005421816224	0.992911732960752	0.990950885782797	0.993291375678409	NA	0.992236125661708	0.990791814476127	0.990575552397548	0.993734831098545	0.991540880511566	0.98980252513097	0.992049470621464	0.991067140577314
Hippocampus,APP,GFP,rep2	0.981905136067406	0.982392048301928	0.978562096265563	0.983778214709557	0.985070901067367	0.983557281060394	0.984855217534584	0.984194084726359	0.984300580141998	0.982060863159462	0.981027893439604	0.982930773342225	0.98079217649318	0.993399500717309	0.992301958019829	0.992279726808776	0.992956171604843	0.992236125661708	NA	0.992087111564459	0.99180310233219	0.995634487280489	0.993902938944151	0.990845528762149	0.990652047812363	0.99083125985372
Hippocampus,APP,GFP,rep3	0.979943919931015	0.978998865888562	0.975987007305336	0.981337301474095	0.980821371326858	0.982868590921806	0.981967785907058	0.980017805794595	0.980175076852021	0.981176773690175	0.980687936104103	0.981615987915775	0.979657328141208	0.996012284740562	0.994457409777308	0.991804517387956	0.993797143813728	0.990791814476127	0.992087111564459	NA	0.992161886288805	0.993506205987449	0.992656582245391	0.991594636292761	0.99361574433488	0.993489129400226
Hippocampus,APP,GFP,rep4	0.982139968139898	0.986356692500216	0.981707110796913	0.984575519313143	0.984164279301548	0.986010562527887	0.98774896638611	0.980794892567375	0.980620687650311	0.984043152581006	0.984928626282563	0.985850848930114	0.983382018448885	0.994412384120962	0.994191005938816	0.995968922872828	0.994264405930042	0.990575552397548	0.99180310233219	0.992161886288805	NA	0.991723241928682	0.992347025974548	0.993275247761691	0.994343633262637	0.994724080954004
Hippocampus,GFP,rep1	0.984441908782568	0.982025907973757	0.978609535618369	0.984866919387559	0.983520507160968	0.985007603745582	0.985539525270097	0.986300347219459	0.987537385940449	0.982941268082366	0.982513830785	0.983344079019876	0.982175339005669	0.994479688123929	0.993102933361799	0.991701893720041	0.992809142993953	0.993734831098545	0.995634487280489	0.993506205987449	0.991723241928682	NA	0.994762933595384	0.990804798371525	0.992128161811441	0.99249087179584
Hippocampus,GFP,rep2	0.985107809987707	0.985046115387128	0.981351423549153	0.987051213749431	0.986373641262342	0.988512118659321	0.988040699198125	0.986001754294989	0.986650354965851	0.988028497462981	0.986124406039469	0.98717898552922	0.985976024630295	0.99434196584365	0.993805970123772	0.993039930047915	0.992311410027999	0.991540880511566	0.993902938944151	0.992656582245391	0.992347025974548	0.994762933595384	NA	0.991019107055375	0.991452134558803	0.991737921472508
Hippocampus,sham,rep1	0.981251122935212	0.982079801742159	0.977757542765217	0.982053597036121	0.98116440120381	0.983305682434819	0.982709363758531	0.97821507957428	0.977998126347633	0.981778332449695	0.983177293899513	0.985525371423926	0.982247235376457	0.994085775337277	0.993005379441597	0.993779270305916	0.99234744518531	0.98980252513097	0.990845528762149	0.991594636292761	0.993275247761691	0.990804798371525	0.991019107055375	NA	0.993870745225057	0.994256204765164
Hippocampus,sham,rep2	0.981374229147551	0.983711023571647	0.979859244434536	0.983565612736672	0.982435039343348	0.985245888250744	0.984071989979978	0.979692092060462	0.979639155647315	0.983492552326679	0.986074339372147	0.985355495811641	0.984688569579188	0.99592493291443	0.995293951715998	0.995015120293296	0.995093173263205	0.992049470621464	0.990652047812363	0.99361574433488	0.994343633262637	0.992128161811441	0.991452134558803	0.993870745225057	NA	0.996968656072722
Hippocampus,sham,rep3	0.981865302391672	0.984368798762661	0.98094344631953	0.984284221920375	0.983239942492688	0.986001792460704	0.985038084191764	0.980932686416825	0.981007003506704	0.984286657594151	0.986341333469193	0.986050158486263	0.985224582422325	0.995384102343539	0.994375172625978	0.994727216948049	0.994352912581646	0.991067140577314	0.99083125985372	0.993489129400226	0.994724080954004	0.99249087179584	0.991737921472508	0.994256204765164	0.996968656072722	NA
