full_name	shorten	notes
neonatalonWTsection,biologicalrep1	neonatalonWT,rep1	
adultonTGsection,biologicalrep3	adultonTG,rep3	
adultonWTsection,biologicalrep2	adultonWT,rep2	
adultonWTsection,biologicalrep3	adultonWT,rep3	
neonatalonTGsection,biologicalrep3	neonatalonTG,rep3	
Control(forPScDKO)6months	Control	
PScDKO6months	PScDKO6	
Corticalneurons.EGCG.Rep3	EGCG.Rep3	
Corticalneurons.EGCG.Rep2	EGCG.Rep2	
Corticalneurons.EGCG.Rep1	EGCG.Rep1	
Corticalneurons.Ctrl.Rep4[EGCG,Rot]	Ctrl.Rep4	
Corticalneurons.Ctrl.Rep3[EGCG,Rot]	Ctrl.Rep3	
Corticalneurons.Ctrl.Rep2[EGCG,Rot]	Ctrl.Rep2	
Corticalneurons.Ctrl.Rep1[EGCG,Rot]	Ctrl.Rep1	
Mousecortexofcontrolmice,biologicalrep2	control,rep2	
Mousecortexofcontrolmice,biologicalrep3	control,rep3	
MousecortexofDicerKOmice,biologicalrep2	Dicer_KO,rep2	
MousecortexofDicerKOmice,biologicalrep3	Dicer_KO,rep3	
Mousecortexofcontrolmice,biologicalrep1	control,rep1	
MousecortexofDicerKOmice,biologicalrep1	Dicer_KO,rep1	
3xTg.AD.H,biologicalrep1	3xTg.AD.H,rep1	
3xTg.AD.H,biologicalrep2	3xTg.AD.H,rep2	
3xTg.AD.H,biologicalrep3	3xTg.AD.H,rep3	
3xTg.AD.h,biologicalrep1	3xTg.AD.h,rep1	
3xTg.AD.h,biologicalrep2	3xTg.AD.h,rep2	
3xTg.AD.h,biologicalrep3	3xTg.AD.h,rep3	
non.Tg_1,biologicalrep1	non.Tg_1,rep1	
non.Tg_1,biologicalrep2	non.Tg_1,rep2	
non.Tg_1,biologicalrep3	non.Tg_1,rep3	
Microglia_Abeta_Con_rep3	Abeta_Con_rep3	
Microglia_Abeta_Con_rep2	Abeta_Con_rep2	
Microglia_Veh_AE1_rep1	Veh_AE1_rep1	
Microglia_Veh_Con_rep2	Veh_Con_rep2	
Microglia_Veh_Con_rep1	Veh_Con_rep1	
Microglia_Veh_AE1_rep3	Veh_AE1_rep3	
Microglia_Veh_AE1_rep2	Veh_AE1_rep2	
Microglia_Abeta_AE1_rep2	Abeta_AE1_rep2	
Microglia_Abeta_AE1_rep1	Abeta_AE1_rep1	
Microglia_Abeta_Con_rep1	Abeta_Con_rep1	
Microglia_Veh_Con_rep3	Veh_Con_rep3	
Microglia_Abeta_AE1_rep3	Abeta_AE1_rep3	
Green_fluorescent_protein	GFP	
reference_subject_role	reference	
reference_substance_role	reference	
pioglitazone_|_18_mg/kg/day_|	pioglitazone_18mg	
24_hours_|_methylazoxymethanol_|	methylazoxymethanol_24h	
24_hours_|_reference_substance_role_|	reference_24h	
48_hours_|_reference_substance_role_|	reference_48h	
methylazoxymethanol_|_48_hours_|	methylazoxymethanol_48h	
methylazoxymethanol_|_6_hours_|	methylazoxymethanol_6h	
reference_substance_role_|_168_hours_|	reference_168h	
methylazoxymethanol_|_168_hours_|	methylazoxymethanol_168h	
reference_substance_role_|_6_hours_|	reference_6h	
reference_subject_role	reference	
mild_|_Traumatic_brain_injury_|	mild_injury	
reference_substance_role	reference	
BVGVPUMSPSNRRQ_CNOJNPITSA_N	EP4	
Hippocampus,Tg2576.APPSwemice,12month.old,withlowAbetaplaqueload.rep2	low_Abeta_12m.rep2	
Hippocampus,Tg2576.APPSwemice,18month.old,withhighAbetaplaqueload.rep2	high_Abeta_18m.rep2	
Hippocampus,Tg2576.APPSwemice,18month.old,ACEinhibitor.treated.rep1	ACEin_18m.rep1	
Hippocampus,Tg2576.APPSwemice,18month.old,ACEinhibitor.treated.rep2	ACEin_18m.rep2	
Hippocampus,Tg2576.APPSwemice,12month.old,withlowAbetaplaqueload.rep1	low_Abeta_12m.rep1	
Hippocampus,Tg2576.APPSwemice,18month.old,withhighAbetaplaqueload.rep1	high_Abeta_18m.rep1	
MouseAnatomyOntology.5DR.P_e1_le1	DR.P_e1_le1	
MouseAnatomyOntology.6WT.P_e1_le1	WT.P_e1_le1	
MouseAnatomyOntology.3DR.P_le1	DR.P_le1	
MouseAnatomyOntology.4WT.P_le1	WT.P_le1	
MouseAnatomyOntology.1DR.E_le1	DR.E_le1	
MouseAnatomyOntology.2WT.E_le1	WT.E_le1	
polytopic_protease_downregulation	downregulation	
polytopic_protease_downregulation	downregulation	
polytopic_protease_downregulation	downregulation	
APP_[human]_amyloid_beta_(A4)_precursor_protein_|_K670N,_M671L,_Human_transgene_|	Tg2576	
Amyloid_Precursor_Protein_|_alpha_secretase_cleaved_|	sAPPalpha	
Polb_[mouse]_polymerase_(DNA_directed),_beta_|_+/__|	Polb	
Polb_[mouse]_MAPT_[human]	3xTg_Polb	
MAPT_[human]_microtubule_associated_protein_tau_|_+/__|_AppSwe,_Ps1M146V,_tauP301L_|_PSEN1_[human]_presenilin_1_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	3xTg	
Rasgrf1_[mouse]_RAS_protein_specific_guanine_nucleotide_releasing_factor_1_|_Homozygous_negative_|	Rasgrf1_KO	
AD_3XTG_3D_Replicate_1	AD_3XTG_3D_rep_1	
WT_1A_Replicate_3	WT_1A_rep_3	
ADPB_3XTGPOLB_4E_Replicate_4	3XTGPOLB_4E_rep_4	
WT_1E_Replicate_2	WT_1E_rep_2	
ADPB_3XTGPOLB_4D_Replicate_3	3XTGPOLB_4D_rep_3	
ADPB_3XTGPOLB_4C_Replicate_2	3XTGPOLB_4C_rep_2	
PB_POLB_2A_Replicate_1	POLB_2A_rep_1	
ADPB_3XTGPOLB_4B_Replicate_1	3XTGPOLB_4B_rep_1	
PB_POLB_2C_Replicate_3	POLB_2C_rep_3	
PB_POLB_2B_Replicate_2	POLB_2B_rep_2	
WT_1C_Replicate_5	WT_1C_rep_5	
AD_3XTG_3B_Replicate_6	3XTG_3B_rep_6	
WT_1B_Replicate_4	WT_1B_rep_4	
AD_3XTG_3A_Replicate_5	3XTG_3A_rep_5	
AD_3XTG_3C_Replicate_4	3XTG_3C_rep_4	
AD_3XTG_3F_Replicate_3	3XTG_3F_rep_3	
WT_1D_Replicate_1	WT_1D_rep_1	
AD_3XTG_3E_Replicate_2	3XTG_3E_rep_2	
PB_POLB_2D_Replicate_4	POLB_2D_rep_4	
_/__|_App_[mouse]_amyloid_beta_(A4)_precursor_protein_|_/__|_Aplp2_[mouse]_amyloid_beta_(A4)_precursor_like_protein_2_|	N_dC_KO	
_/__|_Aplp2_[mouse]_amyloid_beta_(A4)_precursor_like_protein_2_|	APLP2_KO	
_/__|_App_[mouse]_amyloid_beta_(A4)_precursor_protein_|	APP_KO	
Hipocampus_APLP2KO_rep1	APLP2KO_rep1	
Hipocampus_APPKO_rep1	APPKO_rep1	
Hipocampus_WT_rep1	WT_rep1	
Hipocampus_WT_rep2	WT_rep2	
Hipocampus_APPKO_rep4	APPKO_rep4	
Hipocampus_APPKO_rep3	APPKO_rep3	
Hipocampus_WT_rep3	WT_rep3	
Hipocampus_APLP2KO_rep4	APLP2KO_rep4	
Hipocampus_N.dCKO_rep4	N.dCKO_rep4	
Hipocampus_APLP2KO_rep3	APLP2KO_rep3	
Hipocampus_N.dCKO_rep3	N.dCKO_rep3	
Hipocampus_WT_rep4	WT_rep4	
Hipocampus_N.dCKO_rep2	N.dCKO_rep2	
Hipocampus_APLP2KO_rep2	APLP2KO_rep2	
Hipocampus_N.dCKO_rep1	N.dCKO_rep1	
Hipocampus_APPKO_rep2	APPKO_rep2	
12monthsMousehipocampus001	APP_Tg_1_S01	
12monthsMousehipocampus002	APP_Tg_1_S02	
12monthsMousehipocampus003	APP_Tg_1_S03	
12monthsMousehipocampus004	APP_Tg_1_S04	
12monthsMousehipocampus005	APP_Tg_1_S05	
12monthsMousehipocampus006	APP_Tg_3_S06	
12monthsMousehipocampus007	APP_Tg_3_S07	
12monthsMousehipocampus008	APP_Tg_3_S08	
12monthsMousehipocampus009	APP_Tg_3_S09	
12monthsMousehipocampus010	APP_Tg_4_S10	
12monthsMousehipocampus011	APP_Tg_3_S11	
12monthsMousehipocampus012	APP_Tg_3_S12	
12monthsMousehipocampus013	APP_Tg_1_S13	
12monthsMousehipocampus014	APP_Tg_5_S14	
12monthsMousehipocampus015	APP_Tg_5_S15	
12monthsMousehipocampus016	APP_Tg_5_S16	
12monthsMousehipocampus017	APP_Tg_5_S17	
12monthsMousehipocampus018	APP_Tg_2_S18	
12monthsMousehipocampus019	APP_Tg_2_S19	
12monthsMousehipocampus020	APP_Tg_2_S20	
12monthsMousehipocampus021	APP_Tg_2_S21	
12monthsMousehipocampus022	APP_Tg_2_S22	
12monthsMousehipocampus023	APP_Tg_2_S23	
12monthsMousehipocampus024	APP_Tg_4_S24	
12monthsMousehipocampus025	APP_Tg_4_S25	
12monthsMousehipocampus026	APP_Tg_4_S26	
12monthsMousehipocampus027	APP_Tg_4_S27	
12monthsMousehipocampus028	APP_Tg_4_S28	
12monthsMousehipocampus029	WT_C57BL_6_S29	
12monthsMousehipocampus030	WT_C57BL_6_S30	
12monthsMousehipocampus031	WT_DBA_2_S31	
12monthsMousehipocampus032	WT_DBA_2_S32	
12monthsMousehipocampus033	WT_SJL_S33	
12monthsMousehipocampus034	WT_SJL_S34	
12monthsMousehipocampus035	WT_C57BL_6_S35	
12monthsMousehipocampus036	WT_C57BL_6_S36	
12monthsMousehipocampus037	WT_DBA_2_S37	
12monthsMousehipocampus038	WT_DBA_2_S38	
12monthsMousehipocampus039	WT_SJL_S39	
12monthsMousehipocampus040	WT_SJL_S40	
Control_Day150_biological_rep1	Control_Day150_rep1	
Control_Day150_biological_rep2	Control_Day150_rep2	
Control_Day150_biological_rep3	Control_Day150_rep3	
Control_Day150_biological_rep4	Control_Day150_rep4	
Control_Day70_biological_rep1	Control_Day70_rep1	
Control_Day70_biological_rep2	Control_Day70_rep2	
Control_Day70_biological_rep3	Control_Day70_rep3	
Control_Day70_biological_rep4	Control_Day70_rep4	
Control_Day80_biological_rep1	Control_Day80_rep1	
Control_Day80_biological_rep2	Control_Day80_rep2	
Control_Day80_biological_rep3	Control_Day80_rep3	
Control_Day80_biological_rep4	Control_Day80_rep4	
TgCRND8_Day150_biological_rep1	TgCRND8_Day150_rep1	
TgCRND8_Day150_biological_rep2	TgCRND8_Day150_rep2	
TgCRND8_Day150_biological_rep3	TgCRND8_Day150_rep3	
TgCRND8_Day150_biological_rep4	TgCRND8_Day150_rep4	
TgCRND8_Day70_biological_rep1	TgCRND8_Day70_rep1	
TgCRND8_Day70_biological_rep2	TgCRND8_Day70_rep2	
TgCRND8_Day70_biological_rep3	TgCRND8_Day70_rep3	
TgCRND8_Day70_biological_rep4	TgCRND8_Day70_rep4	
TgCRND8_Day80_biological_rep1	TgCRND8_Day80_rep1	
TgCRND8_Day80_biological_rep2	TgCRND8_Day80_rep2	
TgCRND8_Day80_biological_rep3	TgCRND8_Day80_rep3	
TgCRND8_Day80_biological_rep4	TgCRND8_Day80_rep4	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
Overexpression_|_App_KM670/671NL,_App_V717F_|_APP_[human]_amyloid_beta_(A4)_precursor_protein_|	TgCRND8	
150_days	150days	
70_days	70days	
80_days	80days	
15m_bfb_AD11[NFND_251269422747_S01_GE2.v4_91]	15m_bfb_AD11_rep1	GSE63617
15m_bfb_AD11[NFND_251269422748_S01_GE2.v4_91]	15m_bfb_AD11_rep2	GSE63617
15m_bfb_AD11[NFND_251269422935_S01_GE2.v4_91]	15m_bfb_AD11_rep3	GSE63617
15m_bfb_AD11[NFND_251269422936_S01_GE2.v4_91]	15m_bfb_AD11_rep4	GSE63617
15m_bfb_AD11[NFND_251269422937_S01_GE2.v4_91]	15m_bfb_AD11_rep5	GSE63617
15m_bfb_VH[NFND_251269422743_S01_GE2.v4_91]	15m_bfb_VH_rep1	GSE63617
15m_bfb_VH[NFND_251269422744_S01_GE2.v4_91]	15m_bfb_VH_rep2	GSE63617
15m_bfb_VH[NFND_251269422746_S01_GE2.v4_91]	15m_bfb_VH_rep3	GSE63617
15m_bfb_VH[NFND_251269423498_S01_GE2.v4_91]	15m_bfb_VH_rep4	GSE63617
15m_bfb_VH[NFND_251269423499_S01_GE2.v4_91]	15m_bfb_VH_rep5	GSE63617
15m_ctx_AD11[NFND_251269423490_S01_GE2.v4_91]	15m_ctx_AD11_rep1	GSE63617
15m_ctx_AD11[NFND_251269423492_S01_GE2.v4_91]	15m_ctx_AD11_rep2	GSE63617
15m_ctx_AD11[NFND_251269423494_S01_GE2.v4_91]	15m_ctx_AD11_rep3	GSE63617
15m_ctx_AD11[NFND_251269423496_S01_GE2.v4_91]	15m_ctx_AD11_rep4	GSE63617
15m_ctx_AD11[NFND_251269423534_S01_GE2.v4_91]	15m_ctx_AD11_rep5	GSE63617
15m_ctx_VH[NFND_251269423491_S01_GE2.v4_91]	15m_ctx_VH_rep1	GSE63617
15m_ctx_VH[NFND_251269423493_S01_GE2.v4_91]	15m_ctx_VH_rep2	GSE63617
15m_ctx_VH[NFND_251269423495_S01_GE2.v4_91]	15m_ctx_VH_rep3	GSE63617
15m_ctx_VH[NFND_251269423532_S01_GE2.v4_91]	15m_ctx_VH_rep4	GSE63617
15m_ctx_VH[NFND_251269423535_S01_GE2.v4_91]	15m_ctx_VH_rep5	GSE63617
15m_hp_AD11[NFND_251486811713_S01_GE2.v4_91_1_1]	15m_hp_AD11_rep1	GSE63617
15m_hp_AD11[NFND_251486811713_S01_GE2.v4_91_1_2]	15m_hp_AD11_rep2	GSE63617
15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_2]	15m_hp_AD11_rep3	GSE63617
15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_3]	15m_hp_AD11_rep4	GSE63617
15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_4]	15m_hp_AD11_rep5	GSE63617
15m_hp_VH[NFND_251486811713_S01_GE2.v4_91_1_3]	15m_hp_VH_rep1	GSE63617
15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_1]	15m_hp_VH_rep2	GSE63617
15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_2]	15m_hp_VH_rep3	GSE63617
15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_3]	15m_hp_VH_rep4	GSE63617
15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_4]	15m_hp_VH_rep5	GSE63617
1m_bfb_AD11[NFND_251486812129_S01_GE2.v4_91_1_3]	1m_bfb_AD11_rep1	GSE63617
1m_bfb_AD11[NFND_251486812129_S01_GE2.v4_91_1_4]	1m_bfb_AD11_rep2	GSE63617
1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_1]	1m_bfb_AD11_rep3	GSE63617
1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_2]	1m_bfb_AD11_rep4	GSE63617
1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_3]	1m_bfb_AD11_rep5	GSE63617
1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_1]	1m_bfb_VH_rep1	GSE63617
1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_2]	1m_bfb_VH_rep2	GSE63617
1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_3]	1m_bfb_VH_rep3	GSE63617
1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_4]	1m_bfb_VH_rep4	GSE63617
1m_bfb_VH[NFND_251486812130_S01_GE2.v4_91_1_4]	1m_bfb_VH_rep5	GSE63617
1m_ctx_AD11[NFND_251486811713_S01_GE2.v4_91_1_4]	1m_ctx_AD11_rep1	GSE63617
1m_ctx_AD11[NFND_251486811716_S01_GE2.v4_91_1_3]	1m_ctx_AD11_rep2	GSE63617
1m_ctx_AD11[NFND_251486811716_S01_GE2.v4_91_1_4]	1m_ctx_AD11_rep3	GSE63617
1m_ctx_AD11[NFND_251486811718_S01_GE2.v4_91_1_1]	1m_ctx_AD11_rep4	GSE63617
1m_ctx_AD11[NFND_251486811718_S01_GE2.v4_91_1_2]	1m_ctx_AD11_rep5	GSE63617
1m_ctx_VH[NFND_251486811718_S01_GE2.v4_91_1_3]	1m_ctx_VH_rep1	GSE63617
1m_ctx_VH[NFND_251486811718_S01_GE2.v4_91_1_4]	1m_ctx_VH_rep2	GSE63617
1m_ctx_VH[NFND_251486812126_S01_GE2.v4_91_1_1]	1m_ctx_VH_rep3	GSE63617
1m_ctx_VH[NFND_251486812126_S01_GE2.v4_91_1_2]	1m_ctx_VH_rep4	GSE63617
1m_ctx_VH[NFND_251486812126_S01_GE2.v4_91_1_3]	1m_ctx_VH_rep5	GSE63617
1m_hp_AD11[NFND_251486812126_S01_GE2.v4_91_1_4]	1m_hp_AD11_rep1	GSE63617
1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_1]	1m_hp_AD11_rep2	GSE63617
1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_2]	1m_hp_AD11_rep3	GSE63617
1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_3]	1m_hp_AD11_rep4	GSE63617
1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_4]	1m_hp_AD11_rep5	GSE63617
1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_2]	1m_hp_VH_rep1	GSE63617
1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_3]	1m_hp_VH_rep2	GSE63617
1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_4]	1m_hp_VH_rep3	GSE63617
1m_hp_VH[NFND_251486812129_S01_GE2.v4_91_1_1]	1m_hp_VH_rep4	GSE63617
1m_hp_VH[NFND_251486812129_S01_GE2.v4_91_1_2]	1m_hp_VH_rep5	GSE63617
3m_bfb_AD11[NFND_251269423810_S01_GE2.v4_91]	3m_bfb_AD11_rep1	GSE63617
3m_bfb_AD11[NFND_251269423812_S01_GE2.v4_91]	3m_bfb_AD11_rep2	GSE63617
3m_bfb_AD11[NFND_251269423814_S01_GE2.v4_91]	3m_bfb_AD11_rep3	GSE63617
3m_bfb_AD11[NFND_251269423821_S01_GE2.v4_91]	3m_bfb_AD11_rep4	GSE63617
3m_bfb_AD11[NFND_251269423823_S01_GE2.v4_91]	3m_bfb_AD11_rep5	GSE63617
3m_bfb_VH[NFND_251269423811_S01_GE2.v4_91]	3m_bfb_VH_rep1	GSE63617
3m_bfb_VH[NFND_251269423813_S01_GE2.v4_91]	3m_bfb_VH_rep2	GSE63617
3m_bfb_VH[NFND_251269423820_S01_GE2.v4_91]	3m_bfb_VH_rep3	GSE63617
3m_bfb_VH[NFND_251269423822_S01_GE2.v4_91]	3m_bfb_VH_rep4	GSE63617
3m_bfb_VH[NFND_251269423824_S01_GE2.v4_91]	3m_bfb_VH_rep5	GSE63617
3m_ctx_AD11[NFND_251269423531_S01_GE2.v4_91]	3m_ctx_AD11_rep1	GSE63617
3m_ctx_AD11[NFND_251269423537_S01_GE2.v4_91]	3m_ctx_AD11_rep2	GSE63617
3m_ctx_AD11[NFND_251269423539_S01_GE2.v4_91]	3m_ctx_AD11_rep3	GSE63617
3m_ctx_AD11[NFND_251269423541_S01_GE2.v4_91]	3m_ctx_AD11_rep4	GSE63617
3m_ctx_AD11[NFND_251269423544_S01_GE2.v4_91]	3m_ctx_AD11_rep5	GSE63617
3m_ctx_VH[NFND_251269423536_S01_GE2.v4_91]	3m_ctx_VH_rep1	GSE63617
3m_ctx_VH[NFND_251269423538_S01_GE2.v4_91]	3m_ctx_VH_rep2	GSE63617
3m_ctx_VH[NFND_251269423540_S01_GE2.v4_91]	3m_ctx_VH_rep3	GSE63617
3m_ctx_VH[NFND_251269423542_S01_GE2.v4_91]	3m_ctx_VH_rep4	GSE63617
3m_ctx_VH[NFND_251269423545_S01_GE2.v4_91]	3m_ctx_VH_rep5	GSE63617
3m_hp_AD11[NFND_251269423830_S01_GE2.v4_91]	3m_hp_AD11_rep1	GSE63617
3m_hp_AD11[NFND_251269423832_S01_GE2.v4_91]	3m_hp_AD11_rep2	GSE63617
3m_hp_AD11[NFND_251269423834_S01_GE2.v4_91]	3m_hp_AD11_rep3	GSE63617
3m_hp_AD11[NFND_251269424596_S01_GE2.v4_91]	3m_hp_AD11_rep4	GSE63617
3m_hp_AD11[NFND_251269424598_S01_GE2.v4_91]	3m_hp_AD11_rep5	GSE63617
3m_hp_VH[NFND_251269423831_S01_GE2.v4_91]	3m_hp_VH_rep1	GSE63617
3m_hp_VH[NFND_251269423833_S01_GE2.v4_91]	3m_hp_VH_rep2	GSE63617
3m_hp_VH[NFND_251269424595_S01_GE2.v4_91]	3m_hp_VH_rep3	GSE63617
3m_hp_VH[NFND_251269424597_S01_GE2.v4_91]	3m_hp_VH_rep4	GSE63617
3m_hp_VH[NFND_251269424599_S01_GE2.v4_91]	3m_hp_VH_rep5	GSE63617
6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_1]	6m_bfb_AD11_rep1	GSE63617
6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_2]	6m_bfb_AD11_rep2	GSE63617
6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_3]	6m_bfb_AD11_rep3	GSE63617
6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_4]	6m_bfb_AD11_rep4	GSE63617
6m_bfb_AD11[NFND_251486811448_S01_GE2.v4_91_1_1]	6m_bfb_AD11_rep5	GSE63617
