# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//jackknife_late_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_late_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Sfpq	74	5	chromatin modification- FDR:0.025255[346](GO:0016568); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122); nucleoplasm part- FDR:0.04810476[443](GO:0044451); RNA processing- FDR:0.05206415[471](GO:0006396); chromosome organization- FDR:0.02553561[496](GO:0051276)	chromatin modification- FDR:0.025255[346](GO:0016568); nucleoplasm part- FDR:0.04810476[443](GO:0044451); chromosome organization- FDR:0.02553561[496](GO:0051276)
Hes5	81	3	regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Palmd	84	3	postsynapse- FDR:0.001263[277](GO:0098794); dendrite- FDR:1.684e-09[382](GO:0030425); synapse part- FDR:1.263e-09[422](GO:0044456)	postsynapse- FDR:0.001263[277](GO:0098794); dendrite- FDR:1.684e-09[382](GO:0030425); synapse part- FDR:1.263e-09[422](GO:0044456)
Sept3	85	2	synaptic membrane- FDR:0.009643[179](GO:0097060); synapse part- FDR:1.263e-09[422](GO:0044456)	synaptic membrane- FDR:0.009643[179](GO:0097060); synapse part- FDR:1.263e-09[422](GO:0044456)
Sipa1l1	87	11	excitatory synapse- FDR:0.02453343[164](GO:0060076); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	excitatory synapse- FDR:0.02453343[164](GO:0060076); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); postsynapse- FDR:0.001263[277](GO:0098794); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Mllt1	88	1	nucleoplasm part- FDR:0.04810476[443](GO:0044451)	nucleoplasm part- FDR:0.04810476[443](GO:0044451)
Sema7a	90	8	neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Cd47	92	2	integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Fgf9	93	2	cell-cell signaling- FDR:5.051e-09[290](GO:0007267); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122)	cell-cell signaling- FDR:5.051e-09[290](GO:0007267)
Sorcs3	94	8	excitatory synapse- FDR:0.02453343[164](GO:0060076); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); behavior- FDR:0.01052292[346](GO:0007610); neurological system process- FDR:0.05160804[403](GO:0050877); synapse part- FDR:1.263e-09[422](GO:0044456)	excitatory synapse- FDR:0.02453343[164](GO:0060076); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); behavior- FDR:0.01052292[346](GO:0007610); synapse part- FDR:1.263e-09[422](GO:0044456)
Prkg1	98	5	regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); neuron development- FDR:1.01e-09[435](GO:0048666)
Ss18l1	102	8	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); chromatin modification- FDR:0.025255[346](GO:0016568); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); nucleoplasm part- FDR:0.04810476[443](GO:0044451); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); chromosome organization- FDR:0.02553561[496](GO:0051276)	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); chromatin modification- FDR:0.025255[346](GO:0016568); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); nucleoplasm part- FDR:0.04810476[443](GO:0044451); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); chromosome organization- FDR:0.02553561[496](GO:0051276)
Cnot6l	103	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Ntrk3	106	6	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Epha3	108	10	neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); cell part morphogenesis- FDR:0.00202[396](GO:0032990); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Cbx8	109	3	chromatin modification- FDR:0.025255[346](GO:0016568); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122); chromosome organization- FDR:0.02553561[496](GO:0051276)	chromatin modification- FDR:0.025255[346](GO:0016568); chromosome organization- FDR:0.02553561[496](GO:0051276)
Dlg3	111	16	ion channel complex- FDR:0.005348[153](GO:0034702); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	ion channel complex- FDR:0.005348[153](GO:0034702); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Lingo1	112	3	neuron projection development- FDR:0.002245[362](GO:0031175); neuron development- FDR:1.01e-09[435](GO:0048666); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	neuron projection development- FDR:0.002245[362](GO:0031175); neuron development- FDR:1.01e-09[435](GO:0048666); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Rbfox3	114	3	neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297); RNA processing- FDR:0.05206415[471](GO:0006396)	neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297)
Dlg4	117	34	regulation of N-methyl-D-aspartate selective glutamate receptor activity- FDR:0.0222244[11](GO:2000310); response to ammonium ion- FDR:0.02090069[40](GO:0060359); main axon- FDR:0.02540806[54](GO:0044304); cation channel complex- FDR:0.05076903[89](GO:0034703); neuron projection terminus- FDR:0.04745591[134](GO:0044306); ion channel complex- FDR:0.005348[153](GO:0034702); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); dendrite- FDR:1.684e-09[382](GO:0030425); cell part morphogenesis- FDR:0.00202[396](GO:0032990); neurological system process- FDR:0.05160804[403](GO:0050877); synapse part- FDR:1.263e-09[422](GO:0044456); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	regulation of N-methyl-D-aspartate selective glutamate receptor activity- FDR:0.0222244[11](GO:2000310); response to ammonium ion- FDR:0.02090069[40](GO:0060359); main axon- FDR:0.02540806[54](GO:0044304); neuron projection terminus- FDR:0.04745591[134](GO:0044306); ion channel complex- FDR:0.005348[153](GO:0034702); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); dendrite- FDR:1.684e-09[382](GO:0030425); cell part morphogenesis- FDR:0.00202[396](GO:0032990); synapse part- FDR:1.263e-09[422](GO:0044456); neuron development- FDR:1.01e-09[435](GO:0048666); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Sst	118	2	neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297)	neuronal cell body- FDR:0.001443[384](GO:0043025); cell body- FDR:0.002525[433](GO:0044297)
Grin2b	119	28	neuron-neuron synaptic transmission- FDR:0.05200659[48](GO:0007270); neuron projection terminus- FDR:0.04745591[134](GO:0044306); ion channel complex- FDR:0.005348[153](GO:0034702); gated channel activity- FDR:0.05130753[159](GO:0022836); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); ion channel activity- FDR:0.03003297[202](GO:0005216); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); regulation of ion transport- FDR:0.01459178[373](GO:0043269); dendrite- FDR:1.684e-09[382](GO:0030425); neurological system process- FDR:0.05160804[403](GO:0050877); synapse part- FDR:1.263e-09[422](GO:0044456); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	neuron projection terminus- FDR:0.04745591[134](GO:0044306); ion channel complex- FDR:0.005348[153](GO:0034702); excitatory synapse- FDR:0.02453343[164](GO:0060076); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); axon part- FDR:0.01321031[195](GO:0033267); ion channel activity- FDR:0.03003297[202](GO:0005216); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); postsynapse- FDR:0.001263[277](GO:0098794); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); behavior- FDR:0.01052292[346](GO:0007610); axon- FDR:0.004714[356](GO:0030424); regulation of ion transport- FDR:0.01459178[373](GO:0043269); dendrite- FDR:1.684e-09[382](GO:0030425); synapse part- FDR:1.263e-09[422](GO:0044456); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Kras	120	5	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); behavior- FDR:0.01052292[346](GO:0007610); neurological system process- FDR:0.05160804[403](GO:0050877)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); behavior- FDR:0.01052292[346](GO:0007610)
Trub1	121	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Nrxn1	122	14	synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); neuronal cell body- FDR:0.001443[384](GO:0043025); neurological system process- FDR:0.05160804[403](GO:0050877); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297)	synaptic membrane- FDR:0.009643[179](GO:0097060); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); neuronal cell body- FDR:0.001443[384](GO:0043025); synapse part- FDR:1.263e-09[422](GO:0044456); cell body- FDR:0.002525[433](GO:0044297)
Kcnu1	123	13	cation channel complex- FDR:0.05076903[89](GO:0034703); ion channel complex- FDR:0.005348[153](GO:0034702); gated channel activity- FDR:0.05130753[159](GO:0022836); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); ion channel activity- FDR:0.03003297[202](GO:0005216); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); regulation of ion transport- FDR:0.01459178[373](GO:0043269); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	ion channel complex- FDR:0.005348[153](GO:0034702); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); ion channel activity- FDR:0.03003297[202](GO:0005216); channel activity- FDR:0.02378858[215](GO:0015267); passive transmembrane transporter activity- FDR:0.02378858[215](GO:0022803); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); regulation of ion transport- FDR:0.01459178[373](GO:0043269); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Dbr1	124	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Brinp1	126	3	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); regulation of neuron differentiation- FDR:0.01407064[400](GO:0045664); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Nos1ap	127	9	cation channel complex- FDR:0.05076903[89](GO:0034703); ion channel complex- FDR:0.005348[153](GO:0034702); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); regulation of ion transport- FDR:0.01459178[373](GO:0043269); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887); intrinsic component of plasma membrane- FDR:0.05108181[472](GO:0031226)	ion channel complex- FDR:0.005348[153](GO:0034702); transmembrane transporter complex- FDR:0.005051[167](GO:1902495); transporter complex- FDR:0.009224[170](GO:1990351); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); regulation of ion transport- FDR:0.01459178[373](GO:0043269); integral component of plasma membrane- FDR:0.04927805[443](GO:0005887)
Elfn1	130	2	excitatory synapse- FDR:0.02453343[164](GO:0060076); dendrite- FDR:1.684e-09[382](GO:0030425)	excitatory synapse- FDR:0.02453343[164](GO:0060076); dendrite- FDR:1.684e-09[382](GO:0030425)
Fzd2	134	3	cell-cell signaling- FDR:5.051e-09[290](GO:0007267); neurological system process- FDR:0.05160804[403](GO:0050877); neuron development- FDR:1.01e-09[435](GO:0048666)	cell-cell signaling- FDR:5.051e-09[290](GO:0007267); neuron development- FDR:1.01e-09[435](GO:0048666)
Rasgrf1	138	8	regulation of N-methyl-D-aspartate selective glutamate receptor activity- FDR:0.0222244[11](GO:2000310); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of N-methyl-D-aspartate selective glutamate receptor activity- FDR:0.0222244[11](GO:2000310); regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); modulation of synaptic transmission- FDR:8.418e-10[216](GO:0050804); regulation of ion transmembrane transport- FDR:0.010102[255](GO:0034765); regulation of transmembrane transport- FDR:0.01063368[268](GO:0034762); neuron projection development- FDR:0.002245[362](GO:0031175); regulation of ion transport- FDR:0.01459178[373](GO:0043269); neuron development- FDR:1.01e-09[435](GO:0048666)
Dus4l	140	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Atxn1	142	11	synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); neurological system process- FDR:0.05160804[403](GO:0050877); negative regulation of transcription from RNA polymerase II promoter- FDR:0.05051[435](GO:0000122); nucleoplasm part- FDR:0.04810476[443](GO:0044451); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)	synaptic transmission- FDR:2.526e-09[206](GO:0007268); synaptic signaling- FDR:2.526e-09[206](GO:0099536); trans-synaptic signaling- FDR:2.526e-09[206](GO:0099537); single-organism behavior- FDR:0.02430794[272](GO:0044708); cell-cell signaling- FDR:5.051e-09[290](GO:0007267); positive regulation of nervous system development- FDR:0.010102[341](GO:0051962); behavior- FDR:0.01052292[346](GO:0007610); nucleoplasm part- FDR:0.04810476[443](GO:0044451); regulation of neurogenesis- FDR:0.005051[472](GO:0050767)
Ccsap	143	1	axon- FDR:0.004714[356](GO:0030424)	axon- FDR:0.004714[356](GO:0030424)
Epc2	144	3	chromatin modification- FDR:0.025255[346](GO:0016568); nucleoplasm part- FDR:0.04810476[443](GO:0044451); chromosome organization- FDR:0.02553561[496](GO:0051276)	chromatin modification- FDR:0.025255[346](GO:0016568); nucleoplasm part- FDR:0.04810476[443](GO:0044451); chromosome organization- FDR:0.02553561[496](GO:0051276)
Gtf2h5	148	1	RNA processing- FDR:0.05206415[471](GO:0006396)	NA
Fgf10	149	1	cell-cell signaling- FDR:5.051e-09[290](GO:0007267)	cell-cell signaling- FDR:5.051e-09[290](GO:0007267)
Epha5	150	9	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666)	regulation of synapse structure or activity- FDR:0.001837[181](GO:0050803); neuron projection morphogenesis- FDR:0.009621[252](GO:0048812); neuron projection development- FDR:0.002245[362](GO:0031175); cell projection morphogenesis- FDR:0.005051[377](GO:0048858); dendrite- FDR:1.684e-09[382](GO:0030425); neuronal cell body- FDR:0.001443[384](GO:0043025); cell part morphogenesis- FDR:0.00202[396](GO:0032990); cell body- FDR:0.002525[433](GO:0044297); neuron development- FDR:1.01e-09[435](GO:0048666)
Axin2	151	4	excitatory synapse- FDR:0.02453343[164](GO:0060076); postsynapse- FDR:0.001263[277](GO:0098794); synapse part- FDR:1.263e-09[422](GO:0044456); chromosome organization- FDR:0.02553561[496](GO:0051276)	excitatory synapse- FDR:0.02453343[164](GO:0060076); postsynapse- FDR:0.001263[277](GO:0098794); synapse part- FDR:1.263e-09[422](GO:0044456); chromosome organization- FDR:0.02553561[496](GO:0051276)
