# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//jackknife_early_up_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_up_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Pycrl	21	7	glutamine family amino acid biosynthetic process- FDR:1[10](GO:0009084); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxidoreductase activity- FDR:0.41358[439](GO:0016491); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Prtn3	23	1	single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Dbnl	26	2	organelle assembly- FDR:0.92731909[265](GO:0070925); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Thtpa	28	1	organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Ldhd	29	5	flavin adenine dinucleotide binding- FDR:0.943437[53](GO:0050660); cofactor binding- FDR:1[185](GO:0048037); organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); oxidoreductase activity- FDR:0.41358[439](GO:0016491)	NA
Map6	32	2	microtubule-based process- FDR:0.79035429[327](GO:0007017); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Stmn2	34	1	microtubule-based process- FDR:0.79035429[327](GO:0007017)	NA
Dcx	38	1	cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Mrps10	41	1	single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
F2r	42	3	G-protein coupled peptide receptor activity- FDR:1[37](GO:0008528); peptide receptor activity- FDR:1[39](GO:0001653); G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
5430435G22Rik	44	1	organelle assembly- FDR:0.92731909[265](GO:0070925)	NA
Gale	46	2	cofactor binding- FDR:1[185](GO:0048037); single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Etnk1	50	3	organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Uchl1	54	2	microtubule-based process- FDR:0.79035429[327](GO:0007017); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Raph1	56	1	cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Glrx	59	1	oxidoreductase activity- FDR:0.41358[439](GO:0016491)	NA
Coq3	60	3	alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283)	NA
Cdo1	62	5	carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxidoreductase activity- FDR:0.41358[439](GO:0016491); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Enkur	63	1	cilium- FDR:0.95629781[255](GO:0005929)	NA
Cad	65	7	glutamine family amino acid biosynthetic process- FDR:1[10](GO:0009084); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Hmgcs1	68	14	cholesterol biosynthetic process- FDR:0.88361654[26](GO:0006695); secondary alcohol biosynthetic process- FDR:0.88361654[26](GO:1902653); sterol biosynthetic process- FDR:1[29](GO:0016126); steroid biosynthetic process- FDR:0.89350714[54](GO:0006694); cholesterol metabolic process- FDR:0.228825[59](GO:0008203); secondary alcohol metabolic process- FDR:0.228825[59](GO:1902652); alcohol biosynthetic process- FDR:0.91923677[63](GO:0046165); sterol metabolic process- FDR:0.0584775[65](GO:0016125); organic hydroxy compound biosynthetic process- FDR:1[90](GO:1901617); steroid metabolic process- FDR:0.08862429[108](GO:0008202); alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610)	NA
Slc25a26	72	4	nucleobase-containing compound transmembrane transporter activity- FDR:0.75165545[20](GO:0015932); carbohydrate derivative transporter activity- FDR:0.92938154[24](GO:1901505); carbohydrate derivative transport- FDR:0.94008938[31](GO:1901264); nucleobase-containing compound transport- FDR:1[103](GO:0015931)	NA
Dhcr7	76	15	cholesterol biosynthetic process- FDR:0.88361654[26](GO:0006695); secondary alcohol biosynthetic process- FDR:0.88361654[26](GO:1902653); sterol biosynthetic process- FDR:1[29](GO:0016126); steroid biosynthetic process- FDR:0.89350714[54](GO:0006694); cholesterol metabolic process- FDR:0.228825[59](GO:0008203); secondary alcohol metabolic process- FDR:0.228825[59](GO:1902652); alcohol biosynthetic process- FDR:0.91923677[63](GO:0046165); sterol metabolic process- FDR:0.0584775[65](GO:0016125); organic hydroxy compound biosynthetic process- FDR:1[90](GO:1901617); steroid metabolic process- FDR:0.08862429[108](GO:0008202); alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); oxidoreductase activity- FDR:0.41358[439](GO:0016491)	NA
Pnpla6	82	4	alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Acsf3	85	6	small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Nup133	87	1	nucleobase-containing compound transport- FDR:1[103](GO:0015931)	NA
Taz	91	3	organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Fdps	96	16	cholesterol biosynthetic process- FDR:0.88361654[26](GO:0006695); secondary alcohol biosynthetic process- FDR:0.88361654[26](GO:1902653); sterol biosynthetic process- FDR:1[29](GO:0016126); steroid biosynthetic process- FDR:0.89350714[54](GO:0006694); cholesterol metabolic process- FDR:0.228825[59](GO:0008203); secondary alcohol metabolic process- FDR:0.228825[59](GO:1902652); alcohol biosynthetic process- FDR:0.91923677[63](GO:0046165); sterol metabolic process- FDR:0.0584775[65](GO:0016125); organic hydroxy compound biosynthetic process- FDR:1[90](GO:1901617); steroid metabolic process- FDR:0.08862429[108](GO:0008202); alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Ackr1	98	1	G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
Cul7	99	2	microtubule-based process- FDR:0.79035429[327](GO:0007017); microtubule organizing center- FDR:1[365](GO:0005815)	NA
Pcyt1b	102	3	organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Agpat5	104	3	organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Harbi1	108	1	microtubule organizing center- FDR:1[365](GO:0005815)	NA
Prkab1	109	5	small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Dus3l	115	3	flavin adenine dinucleotide binding- FDR:0.943437[53](GO:0050660); cofactor binding- FDR:1[185](GO:0048037); oxidoreductase activity- FDR:0.41358[439](GO:0016491)	NA
Pip5kl1	118	1	organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Cdc42bpa	122	1	microtubule-based process- FDR:0.79035429[327](GO:0007017)	NA
Szt2	125.5	1	cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Acaca	129	5	small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Apex1	132	2	microtubule organizing center- FDR:1[365](GO:0005815); oxidoreductase activity- FDR:0.41358[439](GO:0016491)	NA
Dynlrb1	132	1	microtubule organizing center- FDR:1[365](GO:0005815)	NA
Pafah1b3	132	1	single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Pfkfb4	134	1	organophosphate metabolic process- FDR:0.09831[437](GO:0019637)	NA
Eno3	135	5	carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Cep41	142	4	cilium- FDR:0.95629781[255](GO:0005929); organelle assembly- FDR:0.92731909[265](GO:0070925); microtubule organizing center- FDR:1[365](GO:0005815); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Dpysl5	143	1	cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Chga	144	1	G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
Pla2g6	145	5	organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); microtubule organizing center- FDR:1[365](GO:0005815); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Tacr3	150	4	neuropeptide receptor activity- FDR:0.8090235[14](GO:0008188); G-protein coupled peptide receptor activity- FDR:1[37](GO:0008528); peptide receptor activity- FDR:1[39](GO:0001653); G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
Nos3	152	9	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen- FDR:0.710205[18](GO:0016709); monooxygenase activity- FDR:0.90115043[40](GO:0004497); flavin adenine dinucleotide binding- FDR:0.943437[53](GO:0050660); cofactor binding- FDR:1[185](GO:0048037); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxidoreductase activity- FDR:0.41358[439](GO:0016491); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Elovl6	154	5	small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Gck	156	5	carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); single-organism catabolic process- FDR:0.393579[465](GO:0044712); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Opn1mw	160	2	cilium- FDR:0.95629781[255](GO:0005929); G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
Cdhr1	165	1	cilium- FDR:0.95629781[255](GO:0005929)	NA
Gpr158	166	1	G-protein coupled receptor signaling pathway- FDR:1[293](GO:0007186)	NA
Dync1i2	169	1	microtubule-based process- FDR:0.79035429[327](GO:0007017)	NA
Atic	170	6	small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); organophosphate biosynthetic process- FDR:0.93073034[232](GO:0090407); carboxylic acid metabolic process- FDR:0.88062955[433](GO:0019752); organophosphate metabolic process- FDR:0.09831[437](GO:0019637); oxoacid metabolic process- FDR:0.917334[470](GO:0043436); organic acid metabolic process- FDR:0.95555625[476](GO:0006082)	NA
Hint1	173	2	organophosphate metabolic process- FDR:0.09831[437](GO:0019637); single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
Ssx2ip	177	5	cilium- FDR:0.95629781[255](GO:0005929); organelle assembly- FDR:0.92731909[265](GO:0070925); microtubule-based process- FDR:0.79035429[327](GO:0007017); microtubule organizing center- FDR:1[365](GO:0005815); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Ube2b	180	5	XY body- FDR:1[11](GO:0001741); sex chromosome- FDR:1[20](GO:0000803); organelle assembly- FDR:0.92731909[265](GO:0070925); microtubule-based process- FDR:0.79035429[327](GO:0007017); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Tuba1a	181	1	microtubule-based process- FDR:0.79035429[327](GO:0007017)	NA
Ift88	182	5	cilium- FDR:0.95629781[255](GO:0005929); organelle assembly- FDR:0.92731909[265](GO:0070925); microtubule-based process- FDR:0.79035429[327](GO:0007017); microtubule organizing center- FDR:1[365](GO:0005815); cell projection morphogenesis- FDR:0.89006333[389](GO:0048858)	NA
Hmgcs2	187	14	cholesterol biosynthetic process- FDR:0.88361654[26](GO:0006695); secondary alcohol biosynthetic process- FDR:0.88361654[26](GO:1902653); sterol biosynthetic process- FDR:1[29](GO:0016126); steroid biosynthetic process- FDR:0.89350714[54](GO:0006694); cholesterol metabolic process- FDR:0.228825[59](GO:0008203); secondary alcohol metabolic process- FDR:0.228825[59](GO:1902652); alcohol biosynthetic process- FDR:0.91923677[63](GO:0046165); sterol metabolic process- FDR:0.0584775[65](GO:0016125); organic hydroxy compound biosynthetic process- FDR:1[90](GO:1901617); steroid metabolic process- FDR:0.08862429[108](GO:0008202); alcohol metabolic process- FDR:0.1017[161](GO:0006066); organic hydroxy compound metabolic process- FDR:0.05085[218](GO:1901615); small molecule biosynthetic process- FDR:0.076275[224](GO:0044283); lipid biosynthetic process- FDR:0.105768[266](GO:0008610)	NA
Atg2a	189	2	organelle assembly- FDR:0.92731909[265](GO:0070925); single-organism catabolic process- FDR:0.393579[465](GO:0044712)	NA
