# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//jackknife_early_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Ppm1f	22	10	positive regulation of cell migration- FDR:0.19735297[212](GO:0030335); positive regulation of cell motility- FDR:0.17809902[218](GO:2000147); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); positive regulation of apoptotic process- FDR:0.18144205[365](GO:0043065); regulation of cell migration- FDR:0.0226[379](GO:0030334); positive regulation of cell death- FDR:0.16166793[390](GO:0010942); positive regulation of hydrolase activity- FDR:0.14207182[399](GO:0051345); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270)	regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270)
Herc6	23	4	innate immune response- FDR:0.14550923[174](GO:0045087); immune response- FDR:0.021357[308](GO:0006955); immune system development- FDR:0.18566163[353](GO:0002520); defense response- FDR:0.048025[369](GO:0006952)	immune response- FDR:0.021357[308](GO:0006955); defense response- FDR:0.048025[369](GO:0006952)
Mcur1	24	1	chemical homeostasis- FDR:0.02034[443](GO:0048878)	chemical homeostasis- FDR:0.02034[443](GO:0048878)
Eef2	25.5	1	immune system development- FDR:0.18566163[353](GO:0002520)	NA
Zfp277	25.5	2	cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); sequence-specific DNA binding- FDR:0.14455929[452](GO:0043565)	cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701)
Pik3r3	28	6	cellular response to organonitrogen compound- FDR:0.14012[182](GO:0071417); cellular response to nitrogen compound- FDR:0.1825515[210](GO:1901699); cellular response to hormone stimulus- FDR:0.19215947[219](GO:0032870); enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495)	enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495)
Trpc6	30	2	cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); chemical homeostasis- FDR:0.02034[443](GO:0048878)	cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); chemical homeostasis- FDR:0.02034[443](GO:0048878)
Irf1	32	17	innate immune response- FDR:0.14550923[174](GO:0045087); cellular response to organonitrogen compound- FDR:0.14012[182](GO:0071417); cellular response to nitrogen compound- FDR:0.1825515[210](GO:1901699); cellular response to hormone stimulus- FDR:0.19215947[219](GO:0032870); response to external biotic stimulus- FDR:0.17628[232](GO:0043207); response to other organism- FDR:0.17628[232](GO:0051707); response to cytokine- FDR:0.09014318[236](GO:0034097); immune response- FDR:0.021357[308](GO:0006955); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); immune system development- FDR:0.18566163[353](GO:0002520); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); positive regulation of cell death- FDR:0.16166793[390](GO:0010942); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); sequence-specific DNA binding- FDR:0.14455929[452](GO:0043565); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)	immune response- FDR:0.021357[308](GO:0006955); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Mgll	35	6	regulation of cell morphogenesis involved in differentiation- FDR:0.202835[222](GO:0010769); modulation of synaptic transmission- FDR:0.18723231[225](GO:0050804); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)	regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)
Btbd9	36	1	chemical homeostasis- FDR:0.02034[443](GO:0048878)	chemical homeostasis- FDR:0.02034[443](GO:0048878)
Nedd4l	37	6	positive regulation of neurogenesis- FDR:0.09020348[299](GO:0050769); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)	regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)
Ccr5	39	27	positive regulation of cell migration- FDR:0.19735297[212](GO:0030335); positive regulation of cell motility- FDR:0.17809902[218](GO:2000147); regulation of cell morphogenesis involved in differentiation- FDR:0.202835[222](GO:0010769); response to cytokine- FDR:0.09014318[236](GO:0034097); positive regulation of neurogenesis- FDR:0.09020348[299](GO:0050769); immune response- FDR:0.021357[308](GO:0006955); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); regulation of secretion by cell- FDR:0.07797[349](GO:1903530); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); negative regulation of cell proliferation- FDR:0.02681182[359](GO:0008285); positive regulation of apoptotic process- FDR:0.18144205[365](GO:0043065); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); regulation of secretion- FDR:0.15123774[374](GO:0051046); regulation of cell migration- FDR:0.0226[379](GO:0030334); positive regulation of cell death- FDR:0.16166793[390](GO:0010942); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of protein transport- FDR:0.14651156[398](GO:0051223); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); regulation of establishment of protein localization- FDR:0.1452276[433](GO:0070201); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)	immune response- FDR:0.021357[308](GO:0006955); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); negative regulation of cell proliferation- FDR:0.02681182[359](GO:0008285); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Atf6b	40	1	sequence-specific DNA binding- FDR:0.14455929[452](GO:0043565)	NA
Smad3	41	26	positive regulation of cell migration- FDR:0.19735297[212](GO:0030335); positive regulation of cell motility- FDR:0.17809902[218](GO:2000147); regulation of cell morphogenesis involved in differentiation- FDR:0.202835[222](GO:0010769); response to external biotic stimulus- FDR:0.17628[232](GO:0043207); response to other organism- FDR:0.17628[232](GO:0051707); immune response- FDR:0.021357[308](GO:0006955); enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); immune system development- FDR:0.18566163[353](GO:0002520); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); negative regulation of cell proliferation- FDR:0.02681182[359](GO:0008285); positive regulation of apoptotic process- FDR:0.18144205[365](GO:0043065); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); regulation of cell migration- FDR:0.0226[379](GO:0030334); positive regulation of cell death- FDR:0.16166793[390](GO:0010942); regulation of protein transport- FDR:0.14651156[398](GO:0051223); positive regulation of hydrolase activity- FDR:0.14207182[399](GO:0051345); regulation of cell motility- FDR:0.02034[400](GO:2000145); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of establishment of protein localization- FDR:0.1452276[433](GO:0070201); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); sequence-specific DNA binding- FDR:0.14455929[452](GO:0043565); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)	immune response- FDR:0.021357[308](GO:0006955); enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); negative regulation of cell proliferation- FDR:0.02681182[359](GO:0008285); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell motility- FDR:0.02034[400](GO:2000145); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Ptk2	43	29	innate immune response- FDR:0.14550923[174](GO:0045087); cellular response to organonitrogen compound- FDR:0.14012[182](GO:0071417); cellular response to nitrogen compound- FDR:0.1825515[210](GO:1901699); positive regulation of cell migration- FDR:0.19735297[212](GO:0030335); positive regulation of cell motility- FDR:0.17809902[218](GO:2000147); cellular response to hormone stimulus- FDR:0.19215947[219](GO:0032870); regulation of cell morphogenesis involved in differentiation- FDR:0.202835[222](GO:0010769); modulation of synaptic transmission- FDR:0.18723231[225](GO:0050804); positive regulation of neurogenesis- FDR:0.09020348[299](GO:0050769); immune response- FDR:0.021357[308](GO:0006955); enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); cell migration- FDR:0.156279[392](GO:0016477); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093); positive regulation of protein phosphorylation- FDR:0.18799971[493](GO:0001934)	immune response- FDR:0.021357[308](GO:0006955); enzyme linked receptor protein signaling pathway- FDR:0.04666235[317](GO:0007167); regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); defense response- FDR:0.048025[369](GO:0006952); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of cell motility- FDR:0.02034[400](GO:2000145); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Kcnab2	44	1	immune system development- FDR:0.18566163[353](GO:0002520)	NA
Axin1	45.5	7	negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); regulation of protein transport- FDR:0.14651156[398](GO:0051223); positive regulation of hydrolase activity- FDR:0.14207182[399](GO:0051345); regulation of establishment of protein localization- FDR:0.1452276[433](GO:0070201); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093); positive regulation of protein phosphorylation- FDR:0.18799971[493](GO:0001934)	negative regulation of cell differentiation- FDR:0.02373[366](GO:0045596); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Rapgef4	45.5	15	positive regulation of cell migration- FDR:0.19735297[212](GO:0030335); positive regulation of cell motility- FDR:0.17809902[218](GO:2000147); modulation of synaptic transmission- FDR:0.18723231[225](GO:0050804); regulation of secretion by cell- FDR:0.07797[349](GO:1903530); regulation of secretion- FDR:0.15123774[374](GO:0051046); regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of protein transport- FDR:0.14651156[398](GO:0051223); positive regulation of hydrolase activity- FDR:0.14207182[399](GO:0051345); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); regulation of establishment of protein localization- FDR:0.1452276[433](GO:0070201); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)	regulation of cell migration- FDR:0.0226[379](GO:0030334); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of cell motility- FDR:0.02034[400](GO:2000145); regulation of locomotion- FDR:0.024408[436](GO:0040012); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)
Pde3b	47	7	regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); regulation of secretion by cell- FDR:0.07797[349](GO:1903530); regulation of secretion- FDR:0.15123774[374](GO:0051046); regulation of protein transport- FDR:0.14651156[398](GO:0051223); regulation of establishment of protein localization- FDR:0.1452276[433](GO:0070201); chemical homeostasis- FDR:0.02034[443](GO:0048878); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)	regulation of cell adhesion- FDR:0.02268692[337](GO:0030155); chemical homeostasis- FDR:0.02034[443](GO:0048878); negative regulation of developmental process- FDR:0.0228825[485](GO:0051093)
Klf16	48.5	2	negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); sequence-specific DNA binding- FDR:0.14455929[452](GO:0043565)	negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122)
Osmr	48.5	1	response to cytokine- FDR:0.09014318[236](GO:0034097)	NA
Car12	51	1	chemical homeostasis- FDR:0.02034[443](GO:0048878)	chemical homeostasis- FDR:0.02034[443](GO:0048878)
Sptb	52	1	immune system development- FDR:0.18566163[353](GO:0002520)	NA
Snw1	55	5	positive regulation of neurogenesis- FDR:0.09020348[299](GO:0050769); cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)	cellular response to oxygen-containing compound- FDR:0.0177975[348](GO:1901701); negative regulation of transcription from RNA polymerase II promoter- FDR:0.04746[442](GO:0000122); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)
Atp1a1	56	4	cellular response to hormone stimulus- FDR:0.19215947[219](GO:0032870); cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878)	cellular response to endogenous stimulus- FDR:0.04449375[424](GO:0071495); regulation of cellular component movement- FDR:0.02034[440](GO:0051270); chemical homeostasis- FDR:0.02034[443](GO:0048878)
Islr2	59	7	regulation of cell morphogenesis involved in differentiation- FDR:0.202835[222](GO:0010769); positive regulation of neurogenesis- FDR:0.09020348[299](GO:0050769); regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); positive regulation of cell development- FDR:0.0818685[356](GO:0010720); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neuron differentiation- FDR:0.15127875[406](GO:0045664); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)	regulation of cell morphogenesis- FDR:0.0245775[346](GO:0022604); regulation of cell projection organization- FDR:0.04549737[392](GO:0031344); regulation of neurogenesis- FDR:0.02615143[482](GO:0050767)
