# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//jackknife_late_up_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_late_up_regulation_mixed_model_results.tsv
# only top 174 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Tgfbr1	37	26	cytokine receptor binding- FDR:0.04749172[121](GO:0005126); apical plasma membrane- FDR:0.03542176[149](GO:0016324); membrane raft- FDR:0.01133395[186](GO:0045121); membrane microdomain- FDR:0.01133395[186](GO:0098857); apical part of cell- FDR:0.009655[206](GO:0045177); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); positive regulation of MAPK cascade- FDR:0.006869[256](GO:0043410); response to lipid- FDR:1.629e-10[307](GO:0033993); response to organic cyclic compound- FDR:0.001105[332](GO:0014070); hematopoietic or lymphoid organ development- FDR:0.0003545[337](GO:0048534); immune system development- FDR:0.0003812[352](GO:0002520); negative regulation of cell proliferation- FDR:0.001799[356](GO:0008285); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); positive regulation of apoptotic process- FDR:0.0303738[362](GO:0043065); positive regulation of programmed cell death- FDR:0.03017131[366](GO:0043068); positive regulation of cell death- FDR:0.02163691[388](GO:0010942); regulation of protein transport- FDR:0.02148454[392](GO:0051223); signaling receptor activity- FDR:0.001659[405](GO:0038023); regulation of establishment of protein localization- FDR:0.01864413[421](GO:0070201); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); receptor activity- FDR:3.157e-10[473](GO:0004872); negative regulation of developmental process- FDR:0.02122147[480](GO:0051093); positive regulation of intracellular signal transduction- FDR:1.075e-10[483](GO:1902533); positive regulation of protein phosphorylation- FDR:1.01e-09[489](GO:0001934); endosome- FDR:0.00308[494](GO:0005768)	cytokine receptor binding- FDR:0.04749172[121](GO:0005126); apical plasma membrane- FDR:0.03542176[149](GO:0016324); membrane raft- FDR:0.01133395[186](GO:0045121); membrane microdomain- FDR:0.01133395[186](GO:0098857); apical part of cell- FDR:0.009655[206](GO:0045177); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); positive regulation of MAPK cascade- FDR:0.006869[256](GO:0043410); response to lipid- FDR:1.629e-10[307](GO:0033993); response to organic cyclic compound- FDR:0.001105[332](GO:0014070); hematopoietic or lymphoid organ development- FDR:0.0003545[337](GO:0048534); immune system development- FDR:0.0003812[352](GO:0002520); negative regulation of cell proliferation- FDR:0.001799[356](GO:0008285); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); positive regulation of apoptotic process- FDR:0.0303738[362](GO:0043065); positive regulation of programmed cell death- FDR:0.03017131[366](GO:0043068); positive regulation of cell death- FDR:0.02163691[388](GO:0010942); regulation of protein transport- FDR:0.02148454[392](GO:0051223); signaling receptor activity- FDR:0.001659[405](GO:0038023); regulation of establishment of protein localization- FDR:0.01864413[421](GO:0070201); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); receptor activity- FDR:3.157e-10[473](GO:0004872); negative regulation of developmental process- FDR:0.02122147[480](GO:0051093); positive regulation of intracellular signal transduction- FDR:1.075e-10[483](GO:1902533); positive regulation of protein phosphorylation- FDR:1.01e-09[489](GO:0001934); endosome- FDR:0.00308[494](GO:0005768)
Lag3	38	24	regulation of leukocyte mediated immunity- FDR:0.01105995[72](GO:0002703); negative regulation of cytokine production- FDR:0.01773816[93](GO:0001818); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); external side of plasma membrane- FDR:0.0001981[104](GO:0009897); regulation of T cell activation- FDR:0.01081091[112](GO:0050863); regulation of leukocyte cell-cell adhesion- FDR:0.01110385[115](GO:1903037); regulation of homotypic cell-cell adhesion- FDR:0.01129047[124](GO:0034110); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); regulation of cell-cell adhesion- FDR:0.0107169[164](GO:0022407); regulation of lymphocyte activation- FDR:1.175e-10[171](GO:0051249); negative regulation of immune system process- FDR:0.0003741[189](GO:0002683); regulation of immune effector process- FDR:0.01142685[192](GO:0002697); regulation of leukocyte activation- FDR:3.367e-10[199](GO:0002694); regulation of cell activation- FDR:1.203e-10[220](GO:0050865); side of membrane- FDR:1.098e-10[222](GO:0098552); regulation of cytokine production- FDR:1.684e-09[232](GO:0001817); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); regulation of cell adhesion- FDR:0.0003608[335](GO:0030155); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); cell surface- FDR:1.943e-10[384](GO:0009986); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)	regulation of leukocyte mediated immunity- FDR:0.01105995[72](GO:0002703); negative regulation of cytokine production- FDR:0.01773816[93](GO:0001818); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); external side of plasma membrane- FDR:0.0001981[104](GO:0009897); regulation of T cell activation- FDR:0.01081091[112](GO:0050863); regulation of leukocyte cell-cell adhesion- FDR:0.01110385[115](GO:1903037); regulation of homotypic cell-cell adhesion- FDR:0.01129047[124](GO:0034110); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); regulation of cell-cell adhesion- FDR:0.0107169[164](GO:0022407); regulation of lymphocyte activation- FDR:1.175e-10[171](GO:0051249); negative regulation of immune system process- FDR:0.0003741[189](GO:0002683); regulation of immune effector process- FDR:0.01142685[192](GO:0002697); regulation of leukocyte activation- FDR:3.367e-10[199](GO:0002694); regulation of cell activation- FDR:1.203e-10[220](GO:0050865); side of membrane- FDR:1.098e-10[222](GO:0098552); regulation of cytokine production- FDR:1.684e-09[232](GO:0001817); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); regulation of cell adhesion- FDR:0.0003608[335](GO:0030155); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); cell surface- FDR:1.943e-10[384](GO:0009986); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)
Hexb	39	13	hydrolase activity, hydrolyzing O-glycosyl compounds- FDR:0.007032[93](GO:0004553); hydrolase activity, acting on glycosyl bonds- FDR:0.006561[108](GO:0016798); lipid biosynthetic process- FDR:0.001783[268](GO:0008610); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); carbohydrate metabolic process- FDR:0.001122[327](GO:0005975); organophosphate metabolic process- FDR:0.004773[433](GO:0019637); chemical homeostasis- FDR:0.01878224[438](GO:0048878); cellular lipid metabolic process- FDR:1.403e-10[450](GO:0044255); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); single-organism catabolic process- FDR:1.365e-10[458](GO:0044712); carbohydrate derivative metabolic process- FDR:0.02106989[476](GO:1901135); protein homodimerization activity- FDR:0.02137525[476](GO:0042803)	hydrolase activity, hydrolyzing O-glycosyl compounds- FDR:0.007032[93](GO:0004553); hydrolase activity, acting on glycosyl bonds- FDR:0.006561[108](GO:0016798); lipid biosynthetic process- FDR:0.001783[268](GO:0008610); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); carbohydrate metabolic process- FDR:0.001122[327](GO:0005975); organophosphate metabolic process- FDR:0.004773[433](GO:0019637); chemical homeostasis- FDR:0.01878224[438](GO:0048878); cellular lipid metabolic process- FDR:1.403e-10[450](GO:0044255); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); single-organism catabolic process- FDR:1.365e-10[458](GO:0044712); carbohydrate derivative metabolic process- FDR:0.02106989[476](GO:1901135); protein homodimerization activity- FDR:0.02137525[476](GO:0042803)
Siglech	40	3	endocytosis- FDR:2.806e-10[251](GO:0006897); cell surface- FDR:1.943e-10[384](GO:0009986); receptor activity- FDR:3.157e-10[473](GO:0004872)	endocytosis- FDR:2.806e-10[251](GO:0006897); cell surface- FDR:1.943e-10[384](GO:0009986); receptor activity- FDR:3.157e-10[473](GO:0004872)
Anxa3	41	27	defense response to bacterium- FDR:0.009465[50](GO:0042742); phagocytosis- FDR:0.004602[53](GO:0006909); myeloid leukocyte activation- FDR:5.051e-10[56](GO:0002274); leukocyte activation involved in immune response- FDR:0.004997[66](GO:0002366); cell activation involved in immune response- FDR:0.005051[67](GO:0002263); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); defense response to other organism- FDR:1.122e-10[108](GO:0098542); response to bacterium- FDR:2.02e-10[154](GO:0009617); immune effector process- FDR:6.314e-10[167](GO:0002252); positive regulation of cell migration- FDR:0.009741[216](GO:0030335); positive regulation of cell motility- FDR:0.003759[222](GO:2000147); leukocyte activation- FDR:1.295e-10[227](GO:0045321); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); positive regulation of locomotion- FDR:0.006994[232](GO:0040017); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); endocytosis- FDR:2.806e-10[251](GO:0006897); cell activation- FDR:2.526e-09[276](GO:0001775); immune response- FDR:2.405e-10[309](GO:0006955); lipid binding- FDR:0.009252[364](GO:0008289); defense response- FDR:2.658e-10[368](GO:0006952); regulation of cell migration- FDR:0.0001943[377](GO:0030334); regulation of cell motility- FDR:1.031e-10[398](GO:2000145); regulation of locomotion- FDR:1.531e-10[430](GO:0040012); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023)	defense response to bacterium- FDR:0.009465[50](GO:0042742); phagocytosis- FDR:0.004602[53](GO:0006909); myeloid leukocyte activation- FDR:5.051e-10[56](GO:0002274); leukocyte activation involved in immune response- FDR:0.004997[66](GO:0002366); cell activation involved in immune response- FDR:0.005051[67](GO:0002263); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); defense response to other organism- FDR:1.122e-10[108](GO:0098542); response to bacterium- FDR:2.02e-10[154](GO:0009617); immune effector process- FDR:6.314e-10[167](GO:0002252); positive regulation of cell migration- FDR:0.009741[216](GO:0030335); positive regulation of cell motility- FDR:0.003759[222](GO:2000147); leukocyte activation- FDR:1.295e-10[227](GO:0045321); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); positive regulation of locomotion- FDR:0.006994[232](GO:0040017); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); endocytosis- FDR:2.806e-10[251](GO:0006897); cell activation- FDR:2.526e-09[276](GO:0001775); immune response- FDR:2.405e-10[309](GO:0006955); lipid binding- FDR:0.009252[364](GO:0008289); defense response- FDR:2.658e-10[368](GO:0006952); regulation of cell migration- FDR:0.0001943[377](GO:0030334); regulation of cell motility- FDR:1.031e-10[398](GO:2000145); regulation of locomotion- FDR:1.531e-10[430](GO:0040012); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023)
Unc93b1	42	22	antigen processing and presentation of peptide antigen- FDR:0.005156[26](GO:0048002); antigen processing and presentation- FDR:0.005104[47](GO:0019882); immune response-activating signal transduction- FDR:0.01096542[69](GO:0002757); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); activation of immune response- FDR:5.612e-10[87](GO:0002253); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); defense response to other organism- FDR:1.122e-10[108](GO:0098542); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); immune effector process- FDR:6.314e-10[167](GO:0002252); innate immune response- FDR:1.329e-10[173](GO:0045087); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); immune response- FDR:2.405e-10[309](GO:0006955); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); defense response- FDR:2.658e-10[368](GO:0006952); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); endosome- FDR:0.00308[494](GO:0005768)	antigen processing and presentation of peptide antigen- FDR:0.005156[26](GO:0048002); antigen processing and presentation- FDR:0.005104[47](GO:0019882); immune response-activating signal transduction- FDR:0.01096542[69](GO:0002757); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); activation of immune response- FDR:5.612e-10[87](GO:0002253); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); defense response to other organism- FDR:1.122e-10[108](GO:0098542); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); immune effector process- FDR:6.314e-10[167](GO:0002252); innate immune response- FDR:1.329e-10[173](GO:0045087); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); immune response- FDR:2.405e-10[309](GO:0006955); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); defense response- FDR:2.658e-10[368](GO:0006952); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); endosome- FDR:0.00308[494](GO:0005768)
Havcr2	43	1	cell surface- FDR:1.943e-10[384](GO:0009986)	cell surface- FDR:1.943e-10[384](GO:0009986)
Ctsa	44	2	lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764)	lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764)
Ctsh	45	30	lymphocyte mediated immunity- FDR:4.209e-10[50](GO:0002449); adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:3.885e-10[59](GO:0002460); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); adaptive immune response- FDR:7.216e-10[70](GO:0002250); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); immune effector process- FDR:6.314e-10[167](GO:0002252); regulation of endopeptidase activity- FDR:0.04123395[172](GO:0052548); regulation of peptidase activity- FDR:0.03176813[198](GO:0052547); positive regulation of cell migration- FDR:0.009741[216](GO:0030335); positive regulation of cell motility- FDR:0.003759[222](GO:2000147); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); positive regulation of locomotion- FDR:0.006994[232](GO:0040017); regulation of immune response- FDR:1.263e-10[252](GO:0050776); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); response to lipid- FDR:1.629e-10[307](GO:0033993); immune response- FDR:2.405e-10[309](GO:0006955); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); positive regulation of apoptotic process- FDR:0.0303738[362](GO:0043065); positive regulation of programmed cell death- FDR:0.03017131[366](GO:0043068); regulation of cell migration- FDR:0.0001943[377](GO:0030334); positive regulation of cell death- FDR:0.02163691[388](GO:0010942); regulation of cell motility- FDR:1.031e-10[398](GO:2000145); signaling receptor activity- FDR:0.001659[405](GO:0038023); regulation of locomotion- FDR:1.531e-10[430](GO:0040012); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); chemical homeostasis- FDR:0.01878224[438](GO:0048878); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); receptor activity- FDR:3.157e-10[473](GO:0004872)	lymphocyte mediated immunity- FDR:4.209e-10[50](GO:0002449); adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:3.885e-10[59](GO:0002460); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); adaptive immune response- FDR:7.216e-10[70](GO:0002250); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); immune effector process- FDR:6.314e-10[167](GO:0002252); regulation of endopeptidase activity- FDR:0.04123395[172](GO:0052548); regulation of peptidase activity- FDR:0.03176813[198](GO:0052547); positive regulation of cell migration- FDR:0.009741[216](GO:0030335); positive regulation of cell motility- FDR:0.003759[222](GO:2000147); positive regulation of cellular component movement- FDR:0.002331[229](GO:0051272); positive regulation of locomotion- FDR:0.006994[232](GO:0040017); regulation of immune response- FDR:1.263e-10[252](GO:0050776); lytic vacuole- FDR:5.051e-09[295](GO:0000323); lysosome- FDR:5.051e-09[295](GO:0005764); response to lipid- FDR:1.629e-10[307](GO:0033993); immune response- FDR:2.405e-10[309](GO:0006955); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); positive regulation of apoptotic process- FDR:0.0303738[362](GO:0043065); positive regulation of programmed cell death- FDR:0.03017131[366](GO:0043068); regulation of cell migration- FDR:0.0001943[377](GO:0030334); positive regulation of cell death- FDR:0.02163691[388](GO:0010942); regulation of cell motility- FDR:1.031e-10[398](GO:2000145); signaling receptor activity- FDR:0.001659[405](GO:0038023); regulation of locomotion- FDR:1.531e-10[430](GO:0040012); regulation of cellular component movement- FDR:1.148e-10[438](GO:0051270); chemical homeostasis- FDR:0.01878224[438](GO:0048878); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); cytoplasmic, membrane-bounded vesicle- FDR:0.02153127[457](GO:0016023); receptor activity- FDR:3.157e-10[473](GO:0004872)
Ifngr1	46	6	cytokine-mediated signaling pathway- FDR:0.0186849[110](GO:0019221); cellular response to cytokine stimulus- FDR:0.003031[184](GO:0071345); response to cytokine- FDR:1.578e-10[234](GO:0034097); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)	cytokine-mediated signaling pathway- FDR:0.0186849[110](GO:0019221); cellular response to cytokine stimulus- FDR:0.003031[184](GO:0071345); response to cytokine- FDR:1.578e-10[234](GO:0034097); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)
Samsn1	47	6	regulation of adaptive immune response- FDR:0.004944[63](GO:0002819); regulation of lymphocyte activation- FDR:1.175e-10[171](GO:0051249); negative regulation of immune system process- FDR:0.0003741[189](GO:0002683); regulation of leukocyte activation- FDR:3.367e-10[199](GO:0002694); regulation of cell activation- FDR:1.203e-10[220](GO:0050865); regulation of immune response- FDR:1.263e-10[252](GO:0050776)	regulation of adaptive immune response- FDR:0.004944[63](GO:0002819); regulation of lymphocyte activation- FDR:1.175e-10[171](GO:0051249); negative regulation of immune system process- FDR:0.0003741[189](GO:0002683); regulation of leukocyte activation- FDR:3.367e-10[199](GO:0002694); regulation of cell activation- FDR:1.203e-10[220](GO:0050865); regulation of immune response- FDR:1.263e-10[252](GO:0050776)
Cyba	48	10	apical plasma membrane- FDR:0.03542176[149](GO:0016324); inflammatory response- FDR:2.526e-10[151](GO:0006954); regulation of body fluid levels- FDR:0.02382679[162](GO:0050878); innate immune response- FDR:1.329e-10[173](GO:0045087); apical part of cell- FDR:0.009655[206](GO:0045177); immune response- FDR:2.405e-10[309](GO:0006955); defense response- FDR:2.658e-10[368](GO:0006952); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); oxidoreductase activity- FDR:1.871e-10[440](GO:0016491); endosome- FDR:0.00308[494](GO:0005768)	apical plasma membrane- FDR:0.03542176[149](GO:0016324); inflammatory response- FDR:2.526e-10[151](GO:0006954); regulation of body fluid levels- FDR:0.02382679[162](GO:0050878); innate immune response- FDR:1.329e-10[173](GO:0045087); apical part of cell- FDR:0.009655[206](GO:0045177); immune response- FDR:2.405e-10[309](GO:0006955); defense response- FDR:2.658e-10[368](GO:0006952); positive regulation of cell proliferation- FDR:2.196e-10[439](GO:0008284); oxidoreductase activity- FDR:1.871e-10[440](GO:0016491); endosome- FDR:0.00308[494](GO:0005768)
Nsdhl	49	6	steroid metabolic process- FDR:0.01882645[108](GO:0008202); alcohol metabolic process- FDR:0.0042[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.003803[218](GO:1901615); small molecule biosynthetic process- FDR:0.003848[224](GO:0044283); lipid biosynthetic process- FDR:0.001783[268](GO:0008610); oxidoreductase activity- FDR:1.871e-10[440](GO:0016491)	steroid metabolic process- FDR:0.01882645[108](GO:0008202); alcohol metabolic process- FDR:0.0042[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.003803[218](GO:1901615); small molecule biosynthetic process- FDR:0.003848[224](GO:0044283); lipid biosynthetic process- FDR:0.001783[268](GO:0008610); oxidoreductase activity- FDR:1.871e-10[440](GO:0016491)
Ccl6	51	2	cytokine receptor binding- FDR:0.04749172[121](GO:0005126); immune response- FDR:2.405e-10[309](GO:0006955)	cytokine receptor binding- FDR:0.04749172[121](GO:0005126); immune response- FDR:2.405e-10[309](GO:0006955)
Fcgr1	52	46	antigen processing and presentation of peptide antigen- FDR:0.005156[26](GO:0048002); immunoglobulin mediated immune response- FDR:0.001243[34](GO:0016064); B cell mediated immunity- FDR:0.001224[35](GO:0019724); antigen processing and presentation- FDR:0.005104[47](GO:0019882); lymphocyte mediated immunity- FDR:4.209e-10[50](GO:0002449); defense response to bacterium- FDR:0.009465[50](GO:0042742); phagocytosis- FDR:0.004602[53](GO:0006909); regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:0.02518674[55](GO:0002822); adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:3.885e-10[59](GO:0002460); regulation of adaptive immune response- FDR:0.004944[63](GO:0002819); positive regulation of response to wounding- FDR:0.01148695[66](GO:1903036); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); adaptive immune response- FDR:7.216e-10[70](GO:0002250); positive regulation of endocytosis- FDR:0.01087249[71](GO:0045807); regulation of leukocyte mediated immunity- FDR:0.01105995[72](GO:0002703); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); external side of plasma membrane- FDR:0.0001981[104](GO:0009897); defense response to other organism- FDR:1.122e-10[108](GO:0098542); regulation of inflammatory response- FDR:0.006964[120](GO:0050727); positive regulation of response to external stimulus- FDR:0.00353[123](GO:0032103); regulation of endocytosis- FDR:0.02487703[126](GO:0030100); inflammatory response- FDR:2.526e-10[151](GO:0006954); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); response to bacterium- FDR:2.02e-10[154](GO:0009617); immune effector process- FDR:6.314e-10[167](GO:0002252); innate immune response- FDR:1.329e-10[173](GO:0045087); regulation of response to wounding- FDR:1.052e-10[183](GO:1903034); membrane raft- FDR:0.01133395[186](GO:0045121); membrane microdomain- FDR:0.01133395[186](GO:0098857); regulation of immune effector process- FDR:0.01142685[192](GO:0002697); side of membrane- FDR:1.098e-10[222](GO:0098552); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); endocytosis- FDR:2.806e-10[251](GO:0006897); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); immune response- FDR:2.405e-10[309](GO:0006955); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); defense response- FDR:2.658e-10[368](GO:0006952); cell surface- FDR:1.943e-10[384](GO:0009986); regulation of response to external stimulus- FDR:1.684e-10[388](GO:0032101); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)	antigen processing and presentation of peptide antigen- FDR:0.005156[26](GO:0048002); immunoglobulin mediated immune response- FDR:0.001243[34](GO:0016064); B cell mediated immunity- FDR:0.001224[35](GO:0019724); antigen processing and presentation- FDR:0.005104[47](GO:0019882); lymphocyte mediated immunity- FDR:4.209e-10[50](GO:0002449); defense response to bacterium- FDR:0.009465[50](GO:0042742); phagocytosis- FDR:0.004602[53](GO:0006909); regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:0.02518674[55](GO:0002822); adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains- FDR:3.885e-10[59](GO:0002460); regulation of adaptive immune response- FDR:0.004944[63](GO:0002819); positive regulation of response to wounding- FDR:0.01148695[66](GO:1903036); leukocyte mediated immunity- FDR:4.592e-10[70](GO:0002443); adaptive immune response- FDR:7.216e-10[70](GO:0002250); positive regulation of endocytosis- FDR:0.01087249[71](GO:0045807); regulation of leukocyte mediated immunity- FDR:0.01105995[72](GO:0002703); immune response-regulating signaling pathway- FDR:0.0006735[78](GO:0002764); positive regulation of defense response- FDR:0.0009936[94](GO:0031349); external side of plasma membrane- FDR:0.0001981[104](GO:0009897); defense response to other organism- FDR:1.122e-10[108](GO:0098542); regulation of inflammatory response- FDR:0.006964[120](GO:0050727); positive regulation of response to external stimulus- FDR:0.00353[123](GO:0032103); regulation of endocytosis- FDR:0.02487703[126](GO:0030100); inflammatory response- FDR:2.526e-10[151](GO:0006954); positive regulation of immune response- FDR:1.232e-10[154](GO:0050778); response to bacterium- FDR:2.02e-10[154](GO:0009617); immune effector process- FDR:6.314e-10[167](GO:0002252); innate immune response- FDR:1.329e-10[173](GO:0045087); regulation of response to wounding- FDR:1.052e-10[183](GO:1903034); membrane raft- FDR:0.01133395[186](GO:0045121); membrane microdomain- FDR:0.01133395[186](GO:0098857); regulation of immune effector process- FDR:0.01142685[192](GO:0002697); side of membrane- FDR:1.098e-10[222](GO:0098552); response to external biotic stimulus- FDR:1.486e-10[231](GO:0043207); response to other organism- FDR:1.486e-10[231](GO:0051707); response to biotic stimulus- FDR:2.105e-10[246](GO:0009607); endocytosis- FDR:2.806e-10[251](GO:0006897); regulation of immune response- FDR:1.263e-10[252](GO:0050776); regulation of defense response- FDR:1.742e-10[271](GO:0031347); immune response- FDR:2.405e-10[309](GO:0006955); positive regulation of immune system process- FDR:3.608e-10[310](GO:0002684); transmembrane signaling receptor activity- FDR:0.000202[359](GO:0004888); defense response- FDR:2.658e-10[368](GO:0006952); cell surface- FDR:1.943e-10[384](GO:0009986); regulation of response to external stimulus- FDR:1.684e-10[388](GO:0032101); signaling receptor activity- FDR:0.001659[405](GO:0038023); receptor activity- FDR:3.157e-10[473](GO:0004872)
