# 2017-02-02
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_late_up_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-02_geneset_500/ermineJ_jackknife_late_up_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
0610007P14Rik	20	10	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Mvk	35	15	cholesterol biosynthetic process- FDR:0.39188793[25](GO:0006695); secondary alcohol biosynthetic process- FDR:0.39188793[25](GO:1902653); sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); cholesterol metabolic process- FDR:0.05633808[58](GO:0008203); secondary alcohol metabolic process- FDR:0.05633808[58](GO:1902652); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Hmgcs1	36	14	cholesterol biosynthetic process- FDR:0.39188793[25](GO:0006695); secondary alcohol biosynthetic process- FDR:0.39188793[25](GO:1902653); sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); cholesterol metabolic process- FDR:0.05633808[58](GO:0008203); secondary alcohol metabolic process- FDR:0.05633808[58](GO:1902652); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Ostm1	37	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Glrx	50	2	mitochondrial envelope- FDR:0.16956929[434](GO:0005740); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Rars	53	3	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752)
March8	54	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Apex1	60.5	1	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Serinc2	63	4	organophosphate metabolic process- FDR:0.40828917[433](GO:0019637); carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752)
Flot1	67	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Slc25a16	68	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Ebp	69	14	cholesterol biosynthetic process- FDR:0.39188793[25](GO:0006695); secondary alcohol biosynthetic process- FDR:0.39188793[25](GO:1902653); sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); cholesterol metabolic process- FDR:0.05633808[58](GO:0008203); secondary alcohol metabolic process- FDR:0.05633808[58](GO:1902652); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Nudt5	73	1	organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	NA
Echs1	76	3	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752)
Ppat	77	4	organophosphate metabolic process- FDR:0.40828917[433](GO:0019637); carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752)
Me3	86.5	4	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxidoreductase activity- FDR:0.0429335[440](GO:0016491); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Tmem70	90	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Cyp51	91	17	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen- FDR:0.35357[18](GO:0016709); cholesterol biosynthetic process- FDR:0.39188793[25](GO:0006695); secondary alcohol biosynthetic process- FDR:0.39188793[25](GO:1902653); sterol biosynthetic process- FDR:0.008418[28](GO:0016126); monooxygenase activity- FDR:0.49521761[41](GO:0004497); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); cholesterol metabolic process- FDR:0.05633808[58](GO:0008203); secondary alcohol metabolic process- FDR:0.05633808[58](GO:1902652); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Plek	92	1	organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	NA
Prnp	96	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Nmrk1	102	1	organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	NA
Med1	103	4	steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)	steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Kif2a	104	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Bid	109	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Dolk	117	2	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Dhcr24	124	15	cholesterol biosynthetic process- FDR:0.39188793[25](GO:0006695); secondary alcohol biosynthetic process- FDR:0.39188793[25](GO:1902653); sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); cholesterol metabolic process- FDR:0.05633808[58](GO:0008203); secondary alcohol metabolic process- FDR:0.05633808[58](GO:1902652); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	sterol biosynthetic process- FDR:0.008418[28](GO:0016126); steroid biosynthetic process- FDR:0.01683667[53](GO:0006694); alcohol biosynthetic process- FDR:0.02164714[62](GO:0046165); sterol metabolic process- FDR:0.0126275[64](GO:0016125); organic hydroxy compound biosynthetic process- FDR:0.03998708[90](GO:1901617); steroid metabolic process- FDR:5.051e-09[108](GO:0008202); alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); small molecule biosynthetic process- FDR:0.02806111[224](GO:0044283); lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Grpel2	125	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Agpat5	144	2	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Mgst1	149	3	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Gdap1	150	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Farsa	154	3	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752)
Itpk1	157	3	alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	alcohol metabolic process- FDR:0.020204[160](GO:0006066); organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615)
Tyw1	158	1	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)	oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Dolpp1	168	2	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); carbohydrate metabolic process- FDR:0.3363966[327](GO:0005975)	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Uevld	171	5	carbohydrate metabolic process- FDR:0.3363966[327](GO:0005975); carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxidoreductase activity- FDR:0.0429335[440](GO:0016491); oxoacid metabolic process- FDR:0.18152031[474](GO:0043436); organic acid metabolic process- FDR:0.19362167[480](GO:0006082)	carboxylic acid metabolic process- FDR:0.03903045[434](GO:0019752); oxidoreductase activity- FDR:0.0429335[440](GO:0016491)
Agpat1	172	2	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Crls1	173	4	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610); mitochondrial membrane- FDR:0.41596471[401](GO:0031966); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	lipid biosynthetic process- FDR:0.02209812[268](GO:0008610)
Mmd	176	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Znrf2	182	2	lytic vacuole- FDR:0.29266088[295](GO:0000323); lysosome- FDR:0.29266088[295](GO:0005764)	NA
Pgam5	186	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Tmem126a	187	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Ppp2r2b	196	2	mitochondrial membrane- FDR:0.41596471[401](GO:0031966); mitochondrial envelope- FDR:0.16956929[434](GO:0005740)	NA
Hprt	198	2	organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615); organophosphate metabolic process- FDR:0.40828917[433](GO:0019637)	organic hydroxy compound metabolic process- FDR:0.0126275[218](GO:1901615)
