# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_early_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
Name	ID	CorrectedPvalue	top_genes	NumGenes	MFPvalue	NumProbes	RawScore	Pval	CorrectedMFPvalue	Multifunctionality	Same.as	GeneMembers
response to topologically incorrect protein	GO:0035966	0.55090292	Ddit3(3), Herpud1(27.5), Atf6b(82), Syvn1(129)	57	0.00781	57	0.01660761	0.007805	0.77824353	0.745		Aars|Amfr|Atf4|Atf6|Atf6b|Atxn3|Ccnd1|Chac1|Clu|Creb3|Creb3l2|Dab2ip|Ddit3|Derl2|Dnajc3|Eif2ak2|Eif2ak3|Ep300|Faf2|Fbxo6|Hdac6|Herpud1|Herpud2|Hsp90aa1|Hspa4l|Hspb1|Hspd1|Hsph1|Jkamp|Mfn2|Nfe2l2|Pacrg|Parp16|Ppp1r15a|Ptpn1|Rhbdd1|Rnf121|Rnf126|Rnf5|Sdf2l1|Serp1|Stc2|Stt3b|Stub1|Syvn1|Tbl2|Tmbim6|Tmem129|Tor1a|Ube2w|Upf2|Upf3a|Vapb|Vimp|Wfs1|Xbp1|Yod1|
defense response to bacterium	GO:0042742	0.55293592	Irgm2(2), Gbp3(62), Anxa3(161)	50	0.007205	50	0.01676946	0.007725	0.77905979	0.883		Adam17|Adamts4|Ankrd17|Anxa3|Cebpb|Chga|Drosha|Fau|Fcer1g|Fcgr1|Gbp2|Gbp3|Gbp7|H2-K1|H2-M3|Hist1h2bc|Hist2h2be|Irf8|Irgm2|Lbp|Lyst|Lyz1|Mavs|Mmp7|Mr1|Myd88|Myo1f|Nod1|Optn|P2rx7|Pglyrp1|Pld1|Prkcd|Rab1|Ripk2|Romo1|Scd1|Seh1l|Slc11a1|Spn|Stab1|Tbk1|Tirap|Tlr2|Tlr9|Tmf1|Tnfaip8|Tnfrsf1a|Tusc2|Wfdc6a|
blood vessel development	GO:0001568	0.55315615	Ddit3(3), Notch4(75), Apoe(85), Ptk2(113), Ppp3r1(184)	297	0.034585	297	0.0350827	0.00849	1	0.977		Ackr3|Acvr1|Acvr2b|Adam15|Adam8|Aggf1|Agt|Aimp1|Akt1|Aldh1a2|Ang|Angpt2|Angptl4|Angptl6|Ankrd17|Anxa2|Apoe|Arhgap22|Arhgap24|Arid1a|Atp5b|Atp7a|B4galt1|Bak1|Bax|Bcas3|Becn1|Bmp4|Bmper|Casp8|Cav1|Ccl12|Ccm2|Cdc42|Cdh13|Cdh2|Cdh5|Chd7|Chm|Cib1|Cited2|Clic4|Col18a1|Col1a1|Col1a2|Col4a1|Col4a2|Col5a1|Col8a1|Col8a2|Crkl|Cspg4|Ctgf|Ctnnb1|Cul7|Cx3cl1|Cxcl12|Cxcr4|Cyp1b1|Dab2ip|Ddit3|Dhcr7|Dicer1|Ecm1|Ecscr|Edn1|Ednra|Efna1|Efnb2|Egfl7|Egr1|Egr3|Eif2ak3|Elk3|Eng|Epas1|Ephb1|Ephb2|Ephb4|Epor|Fbxw7|Fbxw8|Fgf1|Fgf10|Fgf9|Fgfr1|Fgfr2|Figf|Flt1|Fn1|Foxc1|Foxm1|Foxo1|Foxs1|Fzd4|Fzd5|Gatad2a|Gja1|Gja4|Gjc1|Gna13|Gpc3|Gpi1|Gpld1|Gpx1|Grem1|Hbegf|Hdac7|Hes1|Hey1|Hey2|Hhex|Hif1a|Hif3a|Hoxa13|Hpgd|Hs6st1|Hspg2|Htatip2|Il18|Itga7|Itgav|Itgb1|Itgb1bp1|Jam3|Jmjd6|Jun|Junb|Kat6a|Kdr|Klf5|Krit1|Lama1|Lama4|Lemd3|Lrp1|Lrp5|Luzp1|Lyl1|Map2k1|Map3k3|Map3k7|Mapk1|Mapk14|Mcam|Med1|Mef2c|Meis1|Mfge8|Mfsd7b|Mib1|Mmp2|Mmrn2|Mydgf|Myh9|Mylk|Myo1e|Naa15|Ncl|Ncoa6|Nedd4|Nf1|Nfatc3|Nfatc4|Nos3|Notch1|Notch3|Notch4|Nprl3|Nr2f2|Nrarp|Nrp1|Nrp2|Nrxn3|Nsdhl|Ntrk2|Nus1|Osr1|Otulin|Ovol2|Parva|Paxip1|Pbrm1|Pdcd10|Pdcl3|Pde3b|Pdgfa|Pdgfb|Pdgfra|Pdgfrb|Pgf|Pik3ca|Pik3cb|Pik3r6|Pkd1|Pkd2|Pknox1|Plau|Plcd1|Plcd3|Plxnd1|Pnpla6|Pofut1|Ppap2b|Ppp3r1|Prcp|Prkca|Prkd1|Prkd2|Prkx|Prox1|Prrx1|Psen1|Pten|Ptk2|Ptk2b|Ptprb|Ramp1|Ramp2|Rapgef1|Rapgef2|Rapgef3|Rasa1|Rasip1|Rbm15|Reck|Rhob|Robo1|Robo4|Rora|Rspo3|Rtn4|Rxra|Scg2|Sec24b|Sema3e|Sema4a|Sema5a|Setd2|Sgpl1|Shb|Shc1|Shh|Sirt1|Slit2|Smad5|Smad6|Smarca4|Smo|Socs3|Sox17|Sox18|Sox4|Sphk1|Sphk2|Spi1|Srf|Srpk2|Srpx2|Stk4|Stra6|Tbx1|Tbx3|Tcf7l2|Tead2|Tek|Tgfa|Tgfb2|Tgfbr1|Tgfbr2|Tgfbr3|Thsd7a|Thy1|Tie1|Tmem100|Tnfrsf12a|Tspan12|Ubp1|Vangl2|Vash1|Vav3|Vegfa|Vegfb|Vegfc|Vezf1|Vhl|Wars|Wars2|Wnt2|Wnt7a|Wnt7b|Xbp1|Yap1|Zc3h12a|Zfp36l1|Zfpm2|Zmiz1|
regulation of myoblast differentiation	GO:0045661	0.55671	Ddit3(3)	27	0.00816	27	0.01510105	0.008435	0.753984	0.752		Bmp4|Btg1|Capn3|Ccl9|Cd53|Cmtm5|Cxcl14|Ddit3|Id3|Igfbp3|Il18|Ilk|Mapk14|Mef2c|Mkx|Myog|Neu2|Notch1|Pik3r1|Plcb1|Prickle1|Smyd1|Sox8|Sox9|Tbx3|Tgfb1|Zfhx3|
cellular amide metabolic process	GO:0043603	0.557095	Eef2(5), Cpq(12), Rbm3(42), Eif3f(66), Vars2(69), Gatb(87), Sars(135), Rps14(147), Rpl8(154), Eif6(157.5), Mthfd1l(165), Gstt3(166), Cln3(171)	341	0.03452	341	0.04034489	0.007235	1	0.825		Aars|Aars2|Aarsd1|Abcf1|Abtb1|Acer2|Acer3|Aimp1|Aimp2|Akt1|Aldh1l1|Aldh1l2|Aldh5a1|Alox12b|Aloxe3|Apeh|Asl|Asns|Asnsd1|Aspg|Asrgl1|Atic|Atp6ap2|B4galnt1|Bace1|Bace2|Bdh2|Becn1|Btd|Cad|Carns1|Cars|Cars2|Cdkal1|Cebpa|Cerk|Cers2|Cers4|Cers5|Chst8|Cln3|Cln5|Cln6|Cln8|Cml1|Col4a3bp|Cpe|Cpeb3|Cpq|Ctns|Ctsh|D1Pas1|Dalrd3|Dars|Dars2|Ddx3x|Degs1|Degs2|Denr|Dhx29|Dld|Ears2|Ece1|Ece2|Eef1a2|Eef1b2|Eef1d|Eef1e1|Eef1g|Eef2|Eef2k|Eefsec|Eftud1|Egfr|Eif1a|Eif1ad|Eif1b|Eif2a|Eif2ak2|Eif2ak3|Eif2b1|Eif2b2|Eif2b4|Eif2b5|Eif2d|Eif2s2|Eif2s3x|Eif2s3y|Eif3a|Eif3b|Eif3c|Eif3d|Eif3e|Eif3f|Eif3g|Eif3h|Eif3i|Eif3k|Eif3l|Eif3m|Eif4a1|Eif4a2|Eif4b|Eif4e|Eif4e2|Eif4e3|Eif4ebp1|Eif4g1|Eif4g2|Eif4g3|Eif4h|Eif5|Eif5a|Eif6|Eprs|Ero1lb|Etf1|Ethe1|Fam57b|Fars2|Farsa|Farsb|Folr1|Fpgs|Furin|G6pdx|Gal3st1|Galc|Gars|Gart|Gatb|Gatc|Gba|Gba2|Gch1|Gclm|Gfm1|Gfm2|Ggct|Ggt5|Ggt6|Ggt7|Ghr|Glo1|Gm2a|Gpx1|Gpx3|Gpx4|Gspt1|Gspt2|Gsr|Gss|Gstk1|Gstm1|Gstm2|Gstm4|Gstm5|Gstm7|Gstt1|Gstt2|Gstt3|Gstz1|Gtf2h3|Gtpbp2|Hagh|Haghl|Hars|Hbs1l|Hexa|Hexb|Htt|Iars|Iars2|Ict1|Ide|Idh1|Kars|Larp1|Lars|Lars2|Lta4h|Mars|Mars2|Mcts1|Mettl17|Mgst1|Mmp7|Mrpl1|Mrpl11|Mrpl12|Mrpl13|Mrpl14|Mrpl15|Mrpl16|Mrpl17|Mrpl19|Mrpl2|Mrpl20|Mrpl22|Mrpl23|Mrpl24|Mrpl27|Mrpl28|Mrpl3|Mrpl33|Mrpl34|Mrpl35|Mrpl36|Mrpl37|Mrpl4|Mrpl41|Mrpl43|Mrpl44|Mrpl47|Mrpl49|Mrpl51|Mrpl57|Mrpl9|Mrps10|Mrps11|Mrps12|Mrps15|Mrps16|Mrps17|Mrps18a|Mrps18b|Mrps18c|Mrps2|Mrps21|Mrps23|Mrps25|Mrps30|Mrps5|Mrps6|Mrps7|Mrps9|Mrrf|Mtfmt|Mthfd1|Mthfd1l|Mthfd2|Mtif3|Mtrf1l|Mtrr|Naga|Nars|Nars2|Nat8|Ncstn|Neu2|Neu3|Nit2|Noa1|Oplah|Ormdl2|Ormdl3|P2rx7|Pam|Pars2|Pcsk1n|Pcsk2|Pcsk5|Pcsk6|Pipox|Pla2g15|Pnkd|Ppap2a|Psen1|Psen2|Ptcd3|Qrsl1|Rars|Rars2|Rbm3|Rpl11|Rpl13a|Rpl18|Rpl21|Rpl22|Rpl23|Rpl24|Rpl28|Rpl31|Rpl38|Rpl4|Rpl8|Rplp1|Rps13|Rps14|Rps15|Rps16|Rps21|Rps27l|Rps3|Rps5|Rps7|Rps9|Rpsa|Samd8|Sardh|Sars|Sars2|Scg5|Sec11a|Sec11c|Secisbp2|Sgms1|Sgpl1|Smpd1|Smpd2|Smpd3|Smpd4|Smpdl3a|Smpdl3b|Sod1|Sod2|Sox11|Spcs1|Sptlc1|Sptlc2|St6galnac3|St6galnac6|St8sia3|St8sia4|Stat5a|Tapbp|Tars|Tars2|Tarsl2|Thop1|Tpp1|Tsfm|Tufm|Txnrd3|Ugcg|Unc13a|Vars|Vars2|Wars|Wars2|Xpnpep1|
calcium ion homeostasis	GO:0055074	0.56286105	Ddit3(3), Herpud1(27.5), Nmb(63), Apoe(85), Cln3(171), Ccr5(175), Itpr3(177), Trpv6(179)	170	0.02703	170	0.02439541	0.009525	1	0.983		Abl1|Abl2|Adcyap1|Adra1a|Ager|Ank2|Apoe|App|Asph|Atp13a4|Atp1a2|Atp1b1|Atp2a1|Atp2a2|Atp2b2|Atp2c1|Atp6v1b1|Bak1|Bax|Bbc3|Bcap31|Bcl2|Cacna1a|Cacna1c|Cacna1g|Cacnb4|Calb2|Calca|Camk2d|Cav1|Ccdc47|Cckbr|Ccl19|Ccr5|Cherp|Cib2|Cln3|Clstn1|Cnga1|Crhr1|Cul5|Ddit3|Dlg4|Drd1|Edn1|Ednra|Ednrb|Epor|F2r|Fam20a|Fis1|Fkbp1a|Fkbp1b|Fxyd1|Fzd2|Gata2|Gck|Gja1|Gna13|Gna15|Gnas|Gnb1|Gng3|Gper1|Gpr12|Gpr3|Grik2|Grin1|Grina|Grm1|Herpud1|Hexb|Hrh3|Ibtk|Il6st|Immt|Inpp4b|Itgav|Itgb1|Itpr1|Itpr3|Jak2|Jak3|Jph2|Kcnk3|Kdr|Kl|Lck|Lpar1|Lrp6|Mchr1|Mcoln1|Mcu|Mcur1|Micu1|Micu2|Ndn|Nmb|Nol3|Nos1|Npff|Npy1r|Npy2r|Oprl1|Oxt|Oxtr|P2rx7|P2ry1|Pdgfra|Pik3cb|Pkd1|Pkd2|Pla2g6|Plcd1|Plcg2|Pml|Prkca|Prkcb|Prkce|Prkg1|Psen1|Psen2|Pth1r|Ptk2b|Pvalb|Pygm|Rap1gds1|Ric3|Rmdn3|Ryr1|Ryr3|S100b|Slc24a2|Slc24a3|Slc25a27|Slc30a1|Slc35g1|Slc37a4|Slc8a1|Slc8a2|Slc8a3|Slc8b1|Smdt1|Stc1|Stc2|Stim2|Stoml2|Sv2a|Sypl2|Tac1|Tacr1|Tbxa2r|Tgfb1|Tgm2|Tmbim6|Tmem64|Tmtc2|Trhr|Trim24|Trpc1|Trpc3|Trpc4|Trpc5|Trpc6|Trpc7|Trpv4|Trpv6|Vapb|Wfs1|Xk|
negative regulation of DNA binding	GO:0043392	0.56403513	Ddit3(3)	27	0.00816	27	0.01472958	0.008435	0.76794667	0.821		Ctnnbip1|Ddit3|E2f1|Habp4|Hdac2|Hes1|Hey1|Hey2|Hspa4|Id1|Id2|Jak2|Jun|Lhx2|Mad2l2|Msx1|Nfib|Rsf1|Sin3a|Smo|Sox11|Sri|Sumo1|Tnks|Twist2|Wfikkn2|Zfp90|
transport of virus	GO:0046794	0.56516758	Tap2(6)	11	0.00664	11	0.01644102	0.006895	0.86524308	0.638		Cav1|Cav2|Ddx39b|Eps15|Tap2|Thoc1|Thoc2|Thoc3|Thoc5|Thoc6|Thoc7|
negative regulation of cell proliferation	GO:0008285	0.56566569	Fgfr3(31), Nupr1(54), Apoe(85), Wfdc1(99), Med25(127), Slc9a3r1(133), Rnf10(156), Ccr5(175)	358	0.139655	358	0.04031208	0.007235	1	0.982		4632428N05Rik|Acvr1c|Adarb1|Adcyap1|Adora1|Adora2b|Ager|Agt|Aif1|Aimp1|Aimp2|Aldh1a2|Alox8|Ambra1|Ang|Apc|Apod|Apoe|Ar|Asph|Atm|Atp5a1|Atpif1|Atraid|Axin2|B4galt1|B4galt7|Bak1|Bap1|Bax|Bcl11b|Bcl2|Bcl6|Bdnf|Becn1|Bmp4|Bmp5|Bmp7|Brca2|Brd7|Btg1|Btla|Cask|Cav1|Cav2|Cblb|Ccl12|Ccr5|Cd109|Cd274|Cd276|Cd9|Cdc73|Cdh1|Cdh13|Cdh5|Cdkn1a|Cdkn1b|Cdkn2b|Cdkn2c|Cdkn2d|Cebpa|Cebpb|Cend1|Chd5|Cherp|Cib1|Clmn|Cnot7|Comt|Cops8|Cpeb1|Csk|Ctnna1|Ctnnb1|Ctnnbip1|Cxadr|Cyp1b1|D930015E06Rik|Dab2|Dab2ip|Ddr1|Dfna5|Dhcr24|Dicer1|Dis3l2|Dnaja3|Dnajb2|E2f1|E2f3|Eef1e1|Efnb2|Eif2ak1|Eif2ak2|Emd|Eng|Erdr1|Etv4|F2r|Fbxo2|Fcgr2b|Fezf2|Fgf10|Fgfr2|Fgfr3|Fgfrl1|Fktn|Flcn|Fntb|Foxj1|Frzb|Fth1|Fuz|Fzd5|Gabbr1|Gal|Gata2|Gja1|Gjb6|Gkn3|Gpc3|Gper1|Gpld1|Grem1|Gtpbp4|H2-Ab1|H2-M3|Hdac1|Hdac2|Hdac4|Hes1|Hnf4a|Hpgds|Hras|Hrsp12|Hsf1|Id2|Ifi30|Ifitm3|Ift122|Ift172|Ift52|Ift57|Ift80|Ift88|Igf1|Igfbp3|Igfbp5|Il12a|Il15|Il20rb|Ilk|Inca1|Ing1|Ing2|Ing4|Ing5|Inhba|Inpp5d|Inppl1|Insm1|Intu|Itch|Itga1|Itgb1|Itgb1bp1|Jak2|Jun|Kank2|Kat2b|Kcnk2|Kdm2b|Kifap3|Kiss1r|Klf13|Klf4|Klf9|Kmt2a|Krit1|Ldoc1|Lefty1|Lgals3|Lims1|Lims2|Lrp6|Lyn|Lzts2|Mad1l1|Maged1|Magi2|Map2k1|Mapk11|March7|Mcc|Med1|Med25|Med31|Mef2c|Men1|Mfn2|Mmp9|Morc3|Msx1|Mtbp|Mtss1|Myog|Nacc2|Ndfip1|Ndn|Ndrg2|Ndrg4|Neurl1a|Nf1|Nfatc1|Nfib|Nog|Nos1|Nos3|Notch1|Npm1|Npr3|Nr2e1|Nr2f2|Nup62|Nupr1|Ovol2|P3h3|Pak1|Pbrm1|Pdcd10|Pdcd5|Pds5b|Peli1|Pemt|Pex2|Phb|Phb2|Phf14|Pik3r1|Pim2|Pkn1|Pkp2|Plk5|Plxnb1|Pml|Pmp22|Pparg|Prdx4|Prkca|Prnp|Prox1|Pten|Ptgds|Pth1r|Ptk2b|Ptpn6|Ptprf|Ptprk|Ptpru|Ptprz1|Pttg1|Raf1|Ralbp1|Rap1gap|Rapgef1|Rapgef2|Rarb|Rarg|Rassf5|Rb1|Rbm38|Rc3h1|Rerg|Rgcc|Rian|Rnf10|Rnf139|Rnf41|Robo1|Rps6ka2|Rxra|Sav1|Serpine2|Serpinf1|Sf1|Sfrp1|Shh|Sirt2|Skap2|Ski|Slc9a3r1|Slit2|Slit3|Smad1|Smad2|Smad3|Smad4|Smad6|Smarca2|Smarcb1|Smyd2|Sod2|Sox11|Sox2|Sox4|Sox7|Sox9|Sparc|Spn|Srf|Stat1|Stat3|Stk11|Stk3|Stk4|Strap|Sulf1|Suz12|Taf6|Tax1bp3|Tbrg1|Tes|Tesc|Tfdp1|Tgfb1|Tgfb2|Tgfb3|Tgfbr1|Tgfbr2|Tgfbr3|Timp2|Tlr2|Tmem127|Tnfaip3|Tnfrsf21|Tns2|Tob1|Trib1|Trim24|Trim35|Trp53|Trp53inp1|Tsc1|Tsc2|Tsg101|Tspo|Twist2|Vash1|Vegfc|Vip|Wdr6|Wdr77|Wfdc1|Wnk2|Wnt5a|Xdh|Zbtb49|Zeb1|
cell cycle arrest	GO:0007050	0.5661348	Ddit3(3), Cgrrf1(10), Irf1(151)	65	0.008185	65	0.01663583	0.008355	0.74278875	0.742		Ak1|Apbb1|Apbb2|Apc|Atm|Brinp1|Brinp2|Brinp3|Calr|Cdkn1a|Cdkn1b|Cdkn1c|Cdkn2b|Cdkn2c|Cdkn2d|Cgref1|Cgrrf1|Ddias|Ddit3|Dst|Gadd45a|Gadd45gip1|Gas2l1|Hepacam|Hras|Il12a|Ilk|Ing4|Inhba|Irf1|Kmt2e|Macf1|Magi2|Map2k1|Mcph1|Men1|Mlf1|Msh2|Mtbp|Pkd1|Pkd2|Pml|Pmp22|Ppm1g|Rassf1|Rb1|Rgcc|Rprm|Sgsm3|Skil|Smad3|Sox2|Stk11|Tbrg1|Tcf7l2|Tgfb1|Tgfb2|Trp53|Trp53inp1|Tsg101|Uhmk1|Vash1|Wdr6|Zak|Zbtb49|
cytosolic calcium ion transport	GO:0060401	0.5687605	Ddit3(3), Ccr5(175), Itpr3(177)	27	0.00647	27	0.0165856	0.006715	0.86527737	0.873		Adra1a|Atp2a2|Bbc3|Cacna1g|Ccl19|Ccr5|Cherp|Ctgf|Ddit3|F2r|Fkbp1a|Fkbp1b|Ibtk|Itgav|Itpr1|Itpr3|Lck|Mcoln1|Nol3|P2rx7|Pkd2|Plcg2|Prkce|Ryr1|Slc8a1|Slc8a2|Slc8a3|
innate immune response	GO:0045087	0.56948294	Irgm2(2), Ecsit(35), Gbp3(62), Src(92), Ptk2(113), Irf1(151), Herc6(160)	174	0.02703	174	0.02482126	0.009525	1	0.951		Abl1|Abl2|Adam15|Adar|Akirin2|Ankrd17|Apoa4|Aqp4|Arhgef2|Atg12|Atg5|Axl|Bmx|Bst2|C1qa|C1qb|C1qbp|C1qc|C2|C3|C8b|C8g|Cactin|Cd14|Cebpg|Cfp|Chid1|Cnpy3|Coro1a|Cr1l|Crcp|Csf1|Csf1r|Csk|Cxcl16|Cyba|Dab2ip|Dapk1|Dapk3|Ddx3x|Dhx58|Dnaja3|Ecsit|Eif2ak2|Eprs|Fadd|Fau|Fbxo9|Fcer1g|Fcgr1|Fer|Fes|Fyn|Gbp2|Gbp3|Gbp7|Gch1|Gper1|H2-Ab1|H2-Eb1|Herc6|Hist1h2bc|Hist2h2be|Ifit2|Ifitm2|Ifitm3|Ifnar2|Il1rap|Il34|Irak1|Irak4|Irf1|Irf3|Irf5|Irgm1|Irgm2|Itch|Jak1|Jak2|Jak3|Krt1|Lbp|Lck|Lgals3|Lgr4|Ly86|Ly96|Lyn|Lyst|Map3k5|Map4k2|Masp2|Matk|Mavs|Mif|Mr1|Mrc1|Msrb1|Mst1r|Myd88|Nfkb1|Nlrx1|Nod1|Nrros|Oasl2|Otulin|Pcbp2|Pglyrp1|Pik3ca|Pik3cb|Pik3cd|Pml|Polr3a|Polr3b|Polr3c|Polr3d|Polr3e|Polr3g|Polr3h|Polr3k|Prdx1|Prkd1|Pstpip1|Ptk2|Ptk2b|Ptpn6|Rab27a|Rela|Relb|Ripk2|Rnf135|Rnf19b|Rpl13a|Rsad2|Samhd1|Sarm1|Sdhaf4|Serping1|Slc11a1|Snca|Src|Stat1|Syncrip|Tbk1|Tbkbp1|Tgfb1|Ticam1|Tirap|Tlr2|Tlr7|Tlr9|Tmem173|Tnfaip8l2|Tnk2|Tollip|Traf3|Trem2|Tril|Trim11|Trim21|Trim25|Trim26|Trim27|Trim28|Trim32|Trim35|Trim59|Trim62|Trim8|Tyk2|Unc93b1|Vamp7|Zap70|Zbp1|
peptide antigen binding	GO:0042605	0.57016474	Tap2(6)	10	0.006795	10	0.01752098	0.006395	0.80307419	0.517		Dhcr24|H2-Ab1|H2-K1|H2-M3|H2-Q1|H2-T3|Hfe|Maml1|Mr1|Tap2|
translation elongation factor activity	GO:0003746	0.5721631	Eef2(5)	13	0.00685	13	0.01708232	0.00653	0.791175	0.0063		Abtb1|Eef1a2|Eef1b2|Eef1d|Eef1g|Eef2|Eefsec|Eftud1|Eif5a|Gfm1|Hbs1l|Tsfm|Tufm|
anatomical structure maturation	GO:0071695	0.57318295	Ddit3(3), Fgfr3(31), Mreg(149)	31	0.006665	31	0.01737528	0.00688	0.84678825	0.851		Akt1|Aldh1a2|Ankrd17|Ano6|Arcn1|Cacna1a|Cdh5|Cdk5r1|Cdk5r2|Cend1|Dag1|Dchs1|Ddit3|Fgfr3|Grin1|Igf1|Lyl1|Mmp2|Mreg|Myo5a|Notch1|Phospho1|Plxnb1|Psen1|Psen2|Reck|Rere|Ryr1|Sema4d|Tgfb2|Thbs3|
regulation of protein kinase B signaling	GO:0051896	0.573419	Ddit3(3), Bag4(81), Chil1(83), Src(92), Ptk2(113), Slc9a3r1(133)	80	0.0105	80	0.01770674	0.010155	0.82093846	0.906		AI464131|Adam8|Akr1c18|Arfgef1|Arrb2|Axl|Bag4|C1qbp|C1qtnf3|Ccl19|Chil1|Cib1|Csf3|Dag1|Ddit3|Egfr|Fam132a|Flcn|Gas6|Gcnt2|Gpx1|Hax1|Hbegf|Hcls1|Hdac2|Hyal2|Igf1|Igf1r|Igf2|Igfbp5|Ilk|Inpp4b|Inpp5f|Inpp5k|Insr|Itgb1bp1|Itsn1|Klf4|Magi2|Meis3|Mst1r|Mtdh|Mtor|Mul1|Mydgf|Myoc|Ngfr|Ntrk2|Osbpl8|Pdgfa|Phlda3|Phlpp1|Plekha1|Pou5f1|Prkcdbp|Pten|Ptk2|Rapgef1|Rasd2|Rictor|Rnf41|Rras|Sema5a|Sesn1|Sesn3|Sirt1|Slc9a3r1|Src|Stk11|Stk3|Tcf7l2|Tek|Tgfb1|Tgfbr1|Thpo|Tsc2|Tspyl5|Vegfa|Vegfb|Xdh|
positive regulation of leukocyte mediated cytotoxicity	GO:0001912	0.5741518	Tap2(6)	17	0.012825	17	0.01205951	0.010055	0.94458913	0.83		Ap1g1|B2m|Cadm1|Fadd|H2-K1|H2-M3|Il12a|Lag3|Lamp1|P2rx7|Pnp|Pvrl2|Rasgrp1|Stat5a|Stx7|Tap2|Vav1|
