# 2017-02-01
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_early_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-01_geneset_500/ermineJ_jackknife_early_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Syvn1	129	4	response to unfolded protein- FDR:0.54648904[49](GO:0006986); response to topologically incorrect protein- FDR:0.55090292[57](GO:0035966); regulation of apoptotic signaling pathway- FDR:0.58584167[272](GO:2001233); negative regulation of intracellular signal transduction- FDR:0.53266889[277](GO:1902532)	NA
Alox5ap	132	1	regulation of defense response- FDR:0.59689528[271](GO:0031347)	NA
Slc9a3r1	133	5	regulation of protein kinase B signaling- FDR:0.573419[80](GO:0051896); regulation of apoptotic signaling pathway- FDR:0.58584167[272](GO:2001233); negative regulation of intracellular signal transduction- FDR:0.53266889[277](GO:1902532); inorganic ion homeostasis- FDR:0.53932725[295](GO:0098771); negative regulation of cell proliferation- FDR:0.56566569[358](GO:0008285)	NA
Sars	135	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Rab8a	138	1	cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Zfp277	145	1	cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Rps14	147	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Wtip	148	1	negative regulation of intracellular signal transduction- FDR:0.53266889[277](GO:1902532)	NA
Mreg	149	1	anatomical structure maturation- FDR:0.57318295[31](GO:0071695)	NA
Irf1	151	7	cell cycle arrest- FDR:0.5661348[65](GO:0007050); innate immune response- FDR:0.56948294[174](GO:0045087); negative regulation of cell cycle- FDR:0.62395667[219](GO:0045786); response to biotic stimulus- FDR:0.60837404[249](GO:0009607); regulation of defense response- FDR:0.59689528[271](GO:0031347); negative regulation of intracellular signal transduction- FDR:0.53266889[277](GO:1902532); cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Ramp3	153	1	cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Rpl8	154	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Rnf10	156	1	negative regulation of cell proliferation- FDR:0.56566569[358](GO:0008285)	NA
Eif6	157.5	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Psmc5	157.5	1	transcription factor binding- FDR:0.57450422[355](GO:0008134)	NA
Herc6	160	1	innate immune response- FDR:0.56948294[174](GO:0045087)	NA
Anxa3	161	2	defense response to bacterium- FDR:0.55293592[50](GO:0042742); response to biotic stimulus- FDR:0.60837404[249](GO:0009607)	NA
Mthfd1l	165	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Gstt3	166	1	cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Nfkbib	167	3	response to biotic stimulus- FDR:0.60837404[249](GO:0009607); negative regulation of intracellular signal transduction- FDR:0.53266889[277](GO:1902532); cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Drap1	168	1	transcription factor binding- FDR:0.57450422[355](GO:0008134)	NA
Cln3	171	4	calcium ion homeostasis- FDR:0.56286105[170](GO:0055074); cation homeostasis- FDR:0.54615418[288](GO:0055080); inorganic ion homeostasis- FDR:0.53932725[295](GO:0098771); cellular amide metabolic process- FDR:0.557095[341](GO:0043603)	NA
Ccr5	175	7	calcium ion transport into cytosol- FDR:0.54060696[25](GO:0060402); cytosolic calcium ion transport- FDR:0.5687605[27](GO:0060401); calcium ion homeostasis- FDR:0.56286105[170](GO:0055074); regulation of defense response- FDR:0.59689528[271](GO:0031347); cation homeostasis- FDR:0.54615418[288](GO:0055080); inorganic ion homeostasis- FDR:0.53932725[295](GO:0098771); negative regulation of cell proliferation- FDR:0.56566569[358](GO:0008285)	NA
Itpr3	177	6	calcium ion transport into cytosol- FDR:0.54060696[25](GO:0060402); cytosolic calcium ion transport- FDR:0.5687605[27](GO:0060401); calcium ion homeostasis- FDR:0.56286105[170](GO:0055074); cation homeostasis- FDR:0.54615418[288](GO:0055080); inorganic ion homeostasis- FDR:0.53932725[295](GO:0098771); cellular response to oxygen-containing compound- FDR:0.54878015[348](GO:1901701)	NA
Madd	178	1	regulation of apoptotic signaling pathway- FDR:0.58584167[272](GO:2001233)	NA
Trpv6	179	3	calcium ion homeostasis- FDR:0.56286105[170](GO:0055074); cation homeostasis- FDR:0.54615418[288](GO:0055080); inorganic ion homeostasis- FDR:0.53932725[295](GO:0098771)	NA
Ppp3r1	184	1	blood vessel development- FDR:0.55315615[297](GO:0001568)	NA
Hdac8	185	1	transcription factor binding- FDR:0.57450422[355](GO:0008134)	NA
Mapk12	192.5	1	negative regulation of cell cycle- FDR:0.62395667[219](GO:0045786)	NA
Cideb	198.5	1	regulation of apoptotic signaling pathway- FDR:0.58584167[272](GO:2001233)	NA
