# 2017-02-02
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_late_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-02_geneset_500/ermineJ_jackknife_late_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
# FDR: corrected p value, []: gene member size of the pathway
geneSymbol	rank	Count	name	sig_paths
Itpr3	62	11	G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); metal ion transport- FDR:0.07125518[317](GO:0030001); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); lipid binding- FDR:0.04810476[364](GO:0008289); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); neurological system process- FDR:0.06519314[403](GO:0050877); cell body- FDR:0.03673455[433](GO:0044297); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); lipid binding- FDR:0.04810476[364](GO:0008289); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Zfp91	64	1	regulation of kinase activity- FDR:0.040408[442](GO:0043549)	regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Cox6a2	66.5	1	ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075)	NA
Rlbp1	68	3	lipid binding- FDR:0.04810476[364](GO:0008289); neurological system process- FDR:0.06519314[403](GO:0050877); cell body- FDR:0.03673455[433](GO:0044297)	lipid binding- FDR:0.04810476[364](GO:0008289); cell body- FDR:0.03673455[433](GO:0044297)
Cdh5	70	5	blood vessel development- FDR:0.07886649[295](GO:0001568); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Dlg2	72	9	cell-cell signaling- FDR:0.07750672[290](GO:0007267); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); neurological system process- FDR:0.06519314[403](GO:0050877); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297); neuron development- FDR:0.0631375[435](GO:0048666); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Nrarp	74	7	blood vessel development- FDR:0.07886649[295](GO:0001568); negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122); positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359); negative regulation of developmental process- FDR:0.0631375[480](GO:0051093)	negative regulation of cell differentiation- FDR:0.04209167[363](GO:0045596); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Trpc3	76	6	regulation of system process- FDR:0.03862529[238](GO:0044057); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); metal ion transport- FDR:0.07125518[317](GO:0030001); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	regulation of system process- FDR:0.03862529[238](GO:0044057); response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698)
Wipf2	77	1	actin binding- FDR:0.025255[244](GO:0003779)	actin binding- FDR:0.025255[244](GO:0003779)
Fzd6	78	3	sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); organ morphogenesis- FDR:0.06475641[467](GO:0009887)	sensory organ development- FDR:0.04349472[270](GO:0007423); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186)
Inha	81	4	regulation of system process- FDR:0.03862529[238](GO:0044057); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)	regulation of system process- FDR:0.03862529[238](GO:0044057); regulation of MAPK cascade- FDR:0.04103938[373](GO:0043408); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Cd47	82	4	positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Pip5k1c	83	4	neuron development- FDR:0.0631375[435](GO:0048666); phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	phosphotransferase activity, alcohol group as acceptor- FDR:0.04630083[487](GO:0016773); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Lyl1	84	9	blood vessel development- FDR:0.07886649[295](GO:0001568); transcription regulatory region sequence-specific DNA binding- FDR:0.07389426[325](GO:0000976); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); transcription regulatory region DNA binding- FDR:0.06664514[412](GO:0044212); regulatory region DNA binding- FDR:0.07739435[415](GO:0000975); regulatory region nucleic acid binding- FDR:0.07497578[416](GO:0001067); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Mllt1	85	4	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of kinase activity- FDR:0.040408[442](GO:0043549)	negative regulation of protein phosphorylation- FDR:0.04690214[247](GO:0001933); negative regulation of phosphorylation- FDR:0.04120553[267](GO:0042326); negative regulation of protein modification process- FDR:0.04392174[354](GO:0031400); regulation of kinase activity- FDR:0.040408[442](GO:0043549)
Cckbr	88	3	regulation of system process- FDR:0.03862529[238](GO:0044057); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186); positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284)	regulation of system process- FDR:0.03862529[238](GO:0044057); G-protein coupled receptor signaling pathway- FDR:0.045459[286](GO:0007186)
Bcan	90	3	dendrite- FDR:0.04377533[382](GO:0030425); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)	dendrite- FDR:0.04377533[382](GO:0030425); cell adhesion- FDR:5.051e-09[489](GO:0007155); biological adhesion- FDR:0.01803929[493](GO:0022610)
Fxyd5	92	3	actin binding- FDR:0.025255[244](GO:0003779); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075); integral component of plasma membrane- FDR:0.07270379[443](GO:0005887)	actin binding- FDR:0.025255[244](GO:0003779)
Lamp1	93	5	side of membrane- FDR:0.045459[222](GO:0098552); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); synapse part- FDR:0.06484392[422](GO:0044456); cell body- FDR:0.03673455[433](GO:0044297)	side of membrane- FDR:0.045459[222](GO:0098552); dendrite- FDR:0.04377533[382](GO:0030425); neuronal cell body- FDR:0.006314[384](GO:0043025); cell body- FDR:0.03673455[433](GO:0044297)
Etv5	94	12	cell-cell signaling- FDR:0.07750672[290](GO:0007267); positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); transcription regulatory region sequence-specific DNA binding- FDR:0.07389426[325](GO:0000976); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); transcription regulatory region DNA binding- FDR:0.06664514[412](GO:0044212); regulatory region DNA binding- FDR:0.07739435[415](GO:0000975); regulatory region nucleic acid binding- FDR:0.07497578[416](GO:0001067); positive regulation of cell proliferation- FDR:0.07056544[439](GO:0008284); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	positive regulation of cell development- FDR:0.04591818[353](GO:0010720); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
Slc30a9	95	2	metal ion transport- FDR:0.07125518[317](GO:0030001); ion transmembrane transporter activity- FDR:0.06854929[434](GO:0015075)	NA
Npas4	97	7	cell-cell signaling- FDR:0.07750672[290](GO:0007267); transcription regulatory region sequence-specific DNA binding- FDR:0.07389426[325](GO:0000976); double-stranded DNA binding- FDR:0.06837329[378](GO:0003690); transcription regulatory region DNA binding- FDR:0.06664514[412](GO:0044212); regulatory region DNA binding- FDR:0.07739435[415](GO:0000975); regulatory region nucleic acid binding- FDR:0.07497578[416](GO:0001067); sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)	sequence-specific DNA binding- FDR:0.04273923[454](GO:0043565)
Bend6	102	5	positive regulation of neurogenesis- FDR:0.07619305[294](GO:0050769); positive regulation of cell development- FDR:0.04591818[353](GO:0010720); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); negative regulation of transcription from RNA polymerase II promoter- FDR:0.07997417[435](GO:0000122); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)	positive regulation of cell development- FDR:0.04591818[353](GO:0010720); regulation of neuron differentiation- FDR:2.526e-09[400](GO:0045664); regulation of neurogenesis- FDR:1.684e-09[472](GO:0050767)
C2cd3	103	3	organ morphogenesis- FDR:0.06475641[467](GO:0009887); cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)	cardiovascular system development- FDR:0.004209[480](GO:0072358); circulatory system development- FDR:0.004209[480](GO:0072359)
Lamtor5	109	3	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)	response to organonitrogen compound- FDR:0.04371058[301](GO:0010243); response to nitrogen compound- FDR:0.03086722[344](GO:1901698); positive regulation of hydrolase activity- FDR:0.005051[390](GO:0051345)
