Astrocyte	DentateGranule	GabaSSTReln	Microglia	Microglia_activation	Microglia_deactivation	Oligo	Pyramidal_Thy1	A1	A2	groups
GSE64398_WT_2m_Hipp_rep5	-1.42059245282287	-3.23973184397589	3.85181850233514	-4.0703097620981	-3.67974083415353	-6.98341129931834	-3.49706824317767	2.36642233048694	-0.280142807219667	-3.02115574678089	WT
GSE64398_WT_2m_Hipp_rep6	-0.230741514225771	0.275536508990248	0.988418865290105	-3.89664234000778	-2.21930651215732	-3.2381347680824	1.28548166148944	1.01466324644479	-1.1644302286472	-0.183708998867485	WT
GSE64398_WT_2m_Hipp_rep7	-0.873969696531771	-0.814623807476405	0.805709818201022	0.0280165617171252	0.274967922300124	0.018784983115773	2.55618973773741	1.40895802122684	0.499943873926056	0.0406738624031255	WT
GSE64398_WT_2m_Hipp_rep8	-0.869740075045866	-1.26461000429088	2.96548611379668	-4.75030577359007	-3.33380696658094	-2.46561815363429	1.55457827049863	2.20297913913388	-0.944663716291686	-0.732398597863977	WT
GSE64398_WT_2m_Hipp_rep9	-2.05824449895978	-0.731261069342651	3.15252026057232	-1.79963260262077	-2.12045850087603	-0.720265735651241	-0.223327655983088	1.87531876685771	-1.18393815459088	-0.571404144189467	WT
GSE64398_WT_4m_Hipp_rep1	-2.05996046636225	3.69715361430279	-1.99010852438558	-2.98469772219996	-2.4193785332315	1.96488351281632	-2.92681334835632	0.784817500589957	-0.3580877611315	1.01309909927295	WT
GSE64398_WT_4m_Hipp_rep2	-2.61700717819131	1.59475679133048	-0.312662938090076	2.75373050842482	1.21312375348978	1.77212819974912	-1.10572584419629	0.374709206320753	0.123180726572594	1.59378142041021	WT
GSE64398_WT_4m_Hipp_rep3	0.24858459489602	2.61691121427897	-1.15633351017707	1.12976577006183	2.59175241261375	3.17908127716618	-2.16084621492881	1.03121368007341	1.02585535983432	2.66777216370462	WT
GSE64398_WT_4m_Hipp_rep4	-0.140880082719844	-0.718574624015998	0.866421949313068	-4.81411316600281	-2.48546472176937	-2.03538353583	0.985389903179541	2.66298304258876	-1.11801812967369	0.00489494764566797	WT
GSE64398_WT_4m_Hipp_rep5	-0.931465157468615	-0.8712639575681	2.24636298987164	0.406394948922845	-1.32475084838648	-1.16812251172053	-4.44819605995284	0.794121999883782	1.07776823499136	-0.815416943670617	WT
GSE64398_WT_4m_Hipp_rep6	3.4380294982577	3.15824304245984	-2.20819682979273	5.53187417338383	3.82895894563345	4.03645169648926	-0.104399003340031	-0.91057025423266	1.15908146557109	2.27874235088702	WT
GSE64398_WT_4m_Hipp_rep7	-2.54860336310388	0.113084538997179	2.03475524698341	-0.0286840164043887	-2.34970965838228	1.29557595657067	-4.00672562487529	2.8849309954756	-2.32843129629619	0.112678331918581	WT
GSE64398_WT_4m_Hipp_rep8	5.35308730043982	2.42161340862639	-2.58068754628632	-0.622027882450525	1.46410561713018	-0.721741627656114	-1.28125918376141	0.357342379729828	1.81823292447138	1.1520007290826	WT
GSE64398_WT_4m_Hipp_rep9	4.49362129278112	0.702802545296734	-1.15299503111034	-0.517899917534136	0.161590005014817	0.607156534240895	-2.88177878163558	2.34656705139413	0.409628380233081	1.31687296162185	WT
GSE64398_WT_8m_Hipp_rep1	-6.2119218330264	-3.90803160253741	3.71466173930148	-5.31536735767638	-5.08004975377493	-2.19948707075419	-1.46418119321732	-0.75180214459282	-2.60273704050039	-2.37150413862265	WT
GSE64398_WT_8m_Hipp_rep10	10.1305039923252	2.76765868568295	-6.13554989725856	3.51032494746801	2.4145456895257	1.62100007749172	3.94754581872959	-4.00172618990689	2.36581931913789	1.34635120276747	WT
GSE64398_WT_8m_Hipp_rep2	-3.52358597152423	-1.3139316324158	2.40971314362807	-4.50679880051573	-3.9007923753863	-3.05673305883625	-0.0484103062628404	-0.202864450955772	-1.2580006064677	-1.07117852512879	WT
GSE64398_WT_8m_Hipp_rep3	2.88934777120545	0.75396735910982	-1.43037301112046	-0.440016023506825	-2.12879468992095	0.150944290047526	-1.79804565386811	0.637356729288474	0.557668965673909	-0.933052762264223	WT
GSE64398_WT_8m_Hipp_rep4	3.12992138149831	1.73029376093204	-3.59197355561114	7.90995414155132	4.92596719550673	5.425469609009	-0.242874818233583	-1.47756532457249	1.61986343424177	1.82201071062696	WT
GSE64398_WT_8m_Hipp_rep5	-3.57162285175811	-6.41908495669294	3.04672380561523	-5.62068103865705	-5.56894616904197	-6.30884793127223	0.587879752576635	-1.44259035106721	-3.39598859588632	-4.93710765468684	WT
GSE64398_WT_8m_Hipp_rep6	-4.0769700180696	1.02565133876215	2.04654798680475	0.856863570445225	1.27208339300061	0.574843244910808	-6.10875493888759	-0.285256601041473	0.855327786510079	0.152247912928605	WT
GSE64398_WT_8m_Hipp_rep7	-2.45147305592489	1.2726688483866	0.644608093456644	-1.95188187746292	-0.836590903334004	0.992337284873778	-4.56142928250123	2.50421579385634	-1.48928268246396	0.524498601009752	WT
GSE64398_WT_8m_Hipp_rep8	-3.60869186826661	-1.74323075308875	2.0177448055574	1.13304344254827	-0.0936488589005222	-0.699260215888991	4.9063820382416	1.2295483185895	-0.296583338919422	0.556825735336736	WT
GSE64398_WT_8m_Hipp_rep9	-3.51705014690794	-2.65647671569507	3.16254007745287	-3.29510341117221	-2.89525546165877	-1.07000583431316	-3.37982911178754	1.86593159182849	-2.40767018092787	-1.3725179760612	WT
GSE64398_WT_18m_Hipp_rep1	-3.56200973650805	1.95415296411628	0.254403043798624	7.26852470765848	6.66027160030523	6.58191696498247	1.35005927528167	0.160553324784912	1.22617404820098	1.78577952537879	WT
GSE64398_WT_18m_Hipp_rep2	-4.22639955353709	-0.0152730609849599	2.44587566756615	3.83723256895768	2.9199316051356	3.82795923094467	-0.868072167327882	0.728842289535254	0.527005379716993	0.44533200062594	WT
GSE64398_WT_18m_Hipp_rep3	11.4043003905722	1.40679091169745	-5.91587247270255	7.26624648909055	6.19121575414205	3.63787583912715	3.73638813216302	0.00211899275356366	1.88375358252566	1.44984952586367	WT
GSE64398_WT_18m_Hipp_rep4	2.56765786002009	-0.469781818185247	-0.661862870120917	4.47312352405594	3.85301484813959	3.05687539249398	3.58235491261814	-0.357108257688579	0.178504252490059	0.0750870528429696	WT
GSE64398_WT_18m_Hipp_rep5	3.17009661559369	2.07621584903319	-3.547559657133	4.67590049587092	3.61679710922617	3.83285932963941	2.64650740734871	-0.637629738366477	-0.370154707224942	1.68234578673074	WT
GSE64398_WT_18m_Hipp_rep6	0.858452016486308	2.0830007593289	-3.497949357133	3.93115583116781	3.23354550166765	4.29659278858777	-0.401476964191916	-1.0010099577365	0.690755241418481	1.41298853537692	WT
GSE64398_WT_18m_Hipp_rep7	-1.70391530445489	-0.437590124775639	1.83075686753271	2.5099441061969	0.0880744202172131	2.09279392738533	-2.83669447766971	0.60523674142243	-1.35941846108353	-1.10302523074159	WT
GSE64398_het_TASTPM_2m_Hipp_rep1	0.0107393192151596	2.10142309267114	-1.71697065670117	0.732525690102596	0.498159679992773	0.606646053947084	5.99763251704514	-0.513574707111554	0.0923187849472314	0.927194725788519	Disease
GSE64398_het_TASTPM_2m_Hipp_rep2	-5.18564476411266	-0.0102220016264233	2.12996795793019	-2.48473382742064	-1.74243836825143	-1.18711699240366	-2.31631915055571	1.4874710902533	-0.364959716740425	-0.163738751243374	Disease
GSE64398_het_TASTPM_2m_Hipp_rep3	0.767717928612678	-2.6971934684445	2.00211128981738	-6.47714210549897	-6.1952482450905	-6.21392600628447	-3.30794694243551	1.39700255071648	-3.22715776645525	-3.14013833441372	Disease
GSE64398_het_TASTPM_2m_Hipp_rep4	0.176998337668041	0.039127172012647	2.2394964848288	-4.89807779476865	-3.01578030238148	-5.86203406493547	-3.24238902572188	2.72710159586576	0.278832041954527	-0.574383703731478	Disease
GSE64398_ho_TASTPM_2m_Hipp_rep1	-2.57800830866136	0.203500012438305	1.85985992541492	1.41829122531338	0.223711598640794	1.07730187830467	-0.850768571219566	1.59984719363716	0.715099960345389	0.605146266210786	Disease
GSE64398_ho_TASTPM_2m_Hipp_rep2	-1.79306186404379	0.609053311900682	0.349871197455345	-0.499846544399876	-1.19778679687285	1.19209582661278	-3.15233453634503	1.18938906384526	-0.44378819515849	-0.246192922633193	Disease
GSE64398_ho_TASTPM_2m_Hipp_rep3	-2.94051595857688	-7.18132480929877	6.42712765674431	-3.61902249568436	-2.82679675004603	-4.6875205858052	8.75429213568296	-10.2269742907934	1.32649358633299	-0.725321764361905	Disease
GSE64398_ho_TASTPM_2m_Hipp_rep4	0.962151546006263	-1.56151806803074	2.0240199325012	-4.77111474288272	-3.63972286737869	-3.37625668456682	-0.623021475018096	2.56862462406248	-0.320858524247135	-2.58979732384366	Disease
GSE64398_TAS10_2m_Hipp_rep1	0.123005737888089	-1.89999576705521	1.09057764112935	-4.67327969591305	-4.44526772069114	-4.83928074783209	3.62081581251649	0.300254814843777	0.338877816466332	-1.46416316112336	Disease
GSE64398_TAS10_2m_Hipp_rep2	-8.26787769720125	-3.12359968704384	7.21257573988941	-2.20983595385691	-1.8839514894578	-2.82897853311921	-7.39032911255206	-0.539852751735052	-0.696275735910737	-1.88414224274616	Disease
GSE64398_TAS10_2m_Hipp_rep3	-1.86238295997704	-1.24537386820471	2.20696756070287	-3.85537294054074	-1.88763395948279	-1.99227165571254	-5.88638542018436	0.737603591768322	-0.364896990793444	-0.817192622575739	Disease
GSE64398_TAS10_2m_Hipp_rep4	-3.62390444858002	-2.08781910660229	4.9845911410062	-2.37253212626186	-3.27918294574617	-2.23719040595131	-4.24969699545451	1.15431179899384	-1.00842064592601	-2.19943362118021	Disease
GSE64398_TAU_2m_Hipp_rep2	1.64137522262542	0.274386614259645	1.98053404015169	-6.90040536241281	-6.04793774684801	-7.22813026042466	2.93057639391094	2.49970851829008	0.309518859619612	-1.04968192926848	Disease
GSE64398_TAU_2m_Hipp_rep3	-1.41187376851998	1.91246096824419	-1.54898028592084	2.72276889536481	3.28373248772428	2.44903551540265	9.20436758229425	-1.69068175287085	-0.463795942964475	2.69867305580475	Disease
GSE64398_TAU_2m_Hipp_rep4	0.196252572673934	3.23433936458939	-1.71129469620403	-1.34471059783493	-0.213982801628063	-2.17873830421	7.1833121294231	1.19200306201501	-0.55798148325965	1.78647916398311	Disease
GSE64398_TPM_2m_Hipp_rep1	2.8213534448419	1.92348088361177	-3.14992706534165	3.27822923821919	3.91213857041223	3.13127097389374	4.90274911083861	-2.64938918531263	2.38320207972249	1.72411601069919	Disease
GSE64398_TPM_2m_Hipp_rep2	3.06823339140364	1.2688510816133	-0.688777757073429	-2.62282613252902	-0.834986260104451	-3.24006182604544	0.363159066521376	-0.10154183092079	2.17783055593649	-0.00600871464095104	Disease
GSE64398_TPM_2m_Hipp_rep3	6.98173513372787	0.490859469592486	-3.74907668436345	3.19251248567503	3.19491184213894	-0.909337460345299	8.57763326471151	-3.08741015033158	1.45972917120567	1.38213774485538	Disease
GSE64398_het_TASTPM_4m_Hipp_rep1	-10.1994743676407	-1.36286363034112	3.56552325938372	5.13250669376027	3.82958395065225	5.49849319573613	-4.73042415732911	-0.595585522593634	-0.523663258627083	0.74347949140549	Disease
GSE64398_het_TASTPM_4m_Hipp_rep2	0.626464311386104	-3.42213019161648	3.30844045572819	-1.88428720782566	-0.853320115173933	-2.38332214189271	-3.90373075186915	2.49196188213297	1.50167865294587	-0.664083979173664	Disease
GSE64398_het_TASTPM_4m_Hipp_rep3	-1.1944686403033	-0.550630918626365	1.47436992985934	-2.79860938451464	-1.50148213543729	-1.91898187221918	-1.15466815113974	1.76135958767182	-1.14435923497962	-1.62848757813088	Disease
GSE64398_het_TASTPM_4m_Hipp_rep4	3.64864880284992	1.53217528884023	1.47036839532688	-3.98540275725391	-4.23662340795568	-3.32465488244734	-7.55894391449245	3.47236251942075	-0.906906946612234	-1.38903470444708	Disease
GSE64398_TAS10_4m_Hipp_rep1	3.13117416435134	0.852114911990513	-2.47156261896311	1.08934977620578	0.489843251367364	1.13666225947439	1.14638150244505	1.14836121812641	1.06714906211326	1.07859260347158	Disease
GSE64398_TAS10_4m_Hipp_rep2	-3.06501731475594	-0.126349952343369	2.14097462992808	-2.00568953158141	-1.50640076958187	-1.57944261296601	-3.04471867280046	1.82449735659273	0.887331767396816	-0.605445980624175	Disease
GSE64398_TAU_4m_Hipp_rep1	-1.3238952552704	-6.29220305219205	2.0126672985201	-7.88297391831774	-8.31233824447751	-7.70828317376872	0.163138587475758	-2.32832047673935	-4.7321970380796	-5.44725814328191	Disease
GSE64398_TAU_4m_Hipp_rep2	0.614240383970276	-2.03754920545795	1.41722695925737	-2.6993818953867	-5.10579522916412	-3.99154492847306	-0.602197107638668	1.31631195852171	-1.38450274252154	-2.18967887186266	Disease
GSE64398_TAU_4m_Hipp_rep3	-3.11889802074979	-3.74406538103573	1.96299036501836	0.696179289138901	-0.849893671229117	-0.621178357969874	6.14644846779966	-0.740266815248908	-1.20926394520891	-0.942978104592144	Disease
GSE64398_TAU_4m_Hipp_rep4	-3.77699149489559	-11.6660388751625	4.21373521525607	-3.72170648501514	-0.70788865169238	-8.48061947869077	17.2480631417159	-13.096160963904	3.34904900304872	-1.89771130035273	Disease
GSE64398_TPM_4m_Hipp_rep1	8.13139339462856	3.73133902037155	-4.04746118918751	1.2591604783232	3.74535842923055	0.667318845372683	-3.71476574243867	0.00873519019152381	2.03457933863665	2.15288062346765	Disease
GSE64398_TPM_4m_Hipp_rep2	4.45975153268386	-0.475866816808958	-8.06359292120639	17.6171658022081	12.9019978923215	15.0687114563051	-8.89308360972943	-5.0799541868355	-0.765183715878758	-1.24543636577666	Disease
GSE64398_TPM_4m_Hipp_rep3	-0.42057054749191	0.485269460437196	-0.232215596458366	-0.306742161718339	-0.814163854630903	0.432063695071152	0.682970604852143	1.91739473428674	0.358872997701454	-0.153198416025457	Disease
GSE64398_TPM_4m_Hipp_rep4	1.44848183144544	2.46496679396721	-3.68715041004533	5.18761947692578	4.7116340694001	5.04426304079277	3.41061407697417	-0.716897182505128	1.42950237028483	2.33943381570995	Disease
GSE64398_TPM_8m_Hipp_rep1	-4.10941414792264	-1.48809876629372	3.96187579675677	-2.50176594870781	-0.959425454888742	-2.49231261507647	-4.65404375413121	2.22182854574067	0.0618260333568647	-1.98990107888141	Disease
GSE64398_TPM_8m_Hipp_rep2	-2.91557730037403	3.30384480685753	-1.83493148092988	4.48691717513018	3.30970924495608	4.63618488583197	-0.109177438975161	-1.65341345576706	1.32785726060079	1.91380354162562	Disease
GSE64398_TPM_8m_Hipp_rep3	-1.10651774820936	3.23947190959337	-3.0837637911277	8.67062128921995	6.30524907659886	7.03702528259148	-0.207374555271164	-2.03149339718088	0.762387554534229	2.88373386420451	Disease
GSE64398_TPM_8m_Hipp_rep4	-2.58625559859485	-2.44589530427435	3.30103887328092	-1.16219553061252	-2.08934610396362	-3.66655629229598	-6.29142153462422	0.265424551302181	-1.18267335198014	-3.91545283502597	Disease
