# 2017-01-31
Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset
GSE48622_APLP2KO_rep4	Astrocyte	0.879835571266234	0.512841392900332	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_APPKO_rep1	Astrocyte	-2.87751961932503	0.338920157716056	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_APPKO_rep2	Astrocyte	0.531437085478411	0.496714651639276	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_APPKO_rep3	Astrocyte	1.02456200936027	0.51954052023867	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_APPKO_rep4	Astrocyte	2.38000472559916	0.582281533390717	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_N.dCKO_rep1	Astrocyte	-2.41853210106331	0.360165867014485	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_N.dCKO_rep2	Astrocyte	-2.74181012492703	0.345201906897246	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_N.dCKO_rep3	Astrocyte	-1.84383223028505	0.386767693649424	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE48622_N.dCKO_rep4	Astrocyte	-2.50639729865655	0.356098744552016	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_3m_hp_VH_rep1	Astrocyte	-4.13592976489709	0.280670608289808	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep2	Astrocyte	2.58559110176005	0.591797758145963	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep3	Astrocyte	-4.46178529339337	0.265587340104353	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep4	Astrocyte	-5.8429417739622	0.20165608290386	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep5	Astrocyte	-2.38412264268795	0.361758619149724	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep1	Astrocyte	2.72765558451474	0.598373668344281	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep2	Astrocyte	0.078807986082029	0.475763262150071	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep3	Astrocyte	3.91230277643019	0.653208862895877	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep4	Astrocyte	7.06530433469343	0.799155651989509	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep5	Astrocyte	2.47867053306461	0.586848596719681	WT	NA	NA	mixed_model
GSE63617_3m_hp_AD11_rep1	Astrocyte	2.07705743184925	0.568258646319338	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_3m_hp_AD11_rep2	Astrocyte	-5.80295704718963	0.203506904217268	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_3m_hp_AD11_rep3	Astrocyte	-4.19866809761278	0.277766563352391	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_3m_hp_AD11_rep4	Astrocyte	-4.5928637833515	0.259519951815726	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_3m_hp_AD11_rep5	Astrocyte	-0.882683697629565	0.431257535976173	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_6m_hp_AD11_rep1	Astrocyte	3.8607618006908	0.650823123537073	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_6m_hp_AD11_rep2	Astrocyte	-1.70608456050882	0.393143786314613	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_6m_hp_AD11_rep3	Astrocyte	-1.62101137729919	0.397081671437086	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_6m_hp_AD11_rep4	Astrocyte	7.71593678083123	0.8292722613978	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE63617_6m_hp_AD11_rep5	Astrocyte	5.5002969477229	0.726714265959247	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_WT_2m_Hipp_rep1	Astrocyte	-3.31685685034469	0.318584024982926	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep10	Astrocyte	6.28698035306226	0.76312843034227	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep11	Astrocyte	2.42775683953669	0.584491893129788	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep12	Astrocyte	10.6537046701282	0.965256269848921	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep2	Astrocyte	2.00160187102327	0.564765943693502	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep3	Astrocyte	4.09881881144421	0.661842355750782	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep4	Astrocyte	-2.38207239550933	0.361853521415719	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep5	Astrocyte	-1.42059245282287	0.406358704118615	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep6	Astrocyte	-0.230741514225771	0.46143477077427	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep7	Astrocyte	-0.873969696531771	0.431660891463597	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep8	Astrocyte	-0.869740075045866	0.431856673058862	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep9	Astrocyte	-2.05824449895978	0.376842934153715	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep1	Astrocyte	-2.05996046636225	0.376763505099225	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep2	Astrocyte	-2.61700717819131	0.350978811541573	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep3	Astrocyte	0.24858459489602	0.483621916978411	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep4	Astrocyte	-0.140880082719844	0.465594295325495	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep5	Astrocyte	-0.931465157468615	0.428999529660841	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep6	Astrocyte	3.4380294982577	0.631255603177124	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep7	Astrocyte	-2.54860336310388	0.354145101500295	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep8	Astrocyte	5.35308730043982	0.719900195319711	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep9	Astrocyte	4.49362129278112	0.680117054767759	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep1	Astrocyte	-6.2119218330264	0.184576657516687	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep10	Astrocyte	10.1305039923252	0.941038248523549	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep2	Astrocyte	-3.52358597152423	0.309014904609601	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep3	Astrocyte	2.88934777120545	0.605858109767151	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep4	Astrocyte	3.12992138149831	0.616993830861512	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep5	Astrocyte	-3.57162285175811	0.306791363549231	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep6	Astrocyte	-4.0769700180696	0.283399749261113	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep7	Astrocyte	-2.45147305592489	0.358641089274009	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep8	Astrocyte	-3.60869186826661	0.305075505236349	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep9	Astrocyte	-3.51705014690794	0.309317436212964	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep1	Astrocyte	-3.56200973650805	0.307236337418735	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep2	Astrocyte	-4.22639955353709	0.276482923977574	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep3	Astrocyte	11.4043003905722	1	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep4	Astrocyte	2.56765786002009	0.590967660538454	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep5	Astrocyte	3.17009661559369	0.618853470417331	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep6	Astrocyte	0.858452016486308	0.511851586488293	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep7	Astrocyte	-1.70391530445489	0.393244197288075	WT	NA	NA	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep1	Astrocyte	0.0107393192151596	0.472612485601589	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep2	Astrocyte	-5.18564476411266	0.232081183017425	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep3	Astrocyte	0.767717928612678	0.507651668238398	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_2m_Hipp_rep4	Astrocyte	0.176998337668041	0.480308317478825	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep1	Astrocyte	-2.57800830866136	0.35278399929077	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep2	Astrocyte	-1.79306186404379	0.38911776287619	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep3	Astrocyte	-2.94051595857688	0.336004170118662	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_ho_TASTPM_2m_Hipp_rep4	Astrocyte	0.962151546006263	0.516651651786166	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_2m_Hipp_rep1	Astrocyte	0.123005737888089	0.477809096838718	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_2m_Hipp_rep2	Astrocyte	-8.26787769720125	0.0894101467015681	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_2m_Hipp_rep3	Astrocyte	-1.86238295997704	0.385909013631714	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_2m_Hipp_rep4	Astrocyte	-3.62390444858002	0.304371342168383	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_2m_Hipp_rep2	Astrocyte	1.64137522262542	0.548091697992024	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_2m_Hipp_rep3	Astrocyte	-1.41187376851998	0.406762276383206	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_2m_Hipp_rep4	Astrocyte	0.196252572673934	0.481199561496196	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_2m_Hipp_rep1	Astrocyte	2.8213534448419	0.602710774307281	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_2m_Hipp_rep2	Astrocyte	3.06823339140364	0.614138404400855	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_2m_Hipp_rep3	Astrocyte	6.98173513372787	0.795287383508613	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep1	Astrocyte	-10.1994743676407	4.11121866266669e-16	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep2	Astrocyte	0.626464311386104	0.501113291551571	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep3	Astrocyte	-1.1944686403033	0.416825569981193	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_het_TASTPM_4m_Hipp_rep4	Astrocyte	3.64864880284992	0.641004793165885	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_4m_Hipp_rep1	Astrocyte	3.13117416435134	0.617051819933656	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAS10_4m_Hipp_rep2	Astrocyte	-3.06501731475594	0.330241225560478	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_4m_Hipp_rep1	Astrocyte	-1.3238952552704	0.410834644024242	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_4m_Hipp_rep2	Astrocyte	0.614240383970276	0.500547467867856	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_4m_Hipp_rep3	Astrocyte	-3.11889802074979	0.327747184283115	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TAU_4m_Hipp_rep4	Astrocyte	-3.77699149489559	0.297285217265262	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_4m_Hipp_rep1	Astrocyte	8.13139339462856	0.848503003175433	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_4m_Hipp_rep2	Astrocyte	4.45975153268386	0.678549284298185	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_4m_Hipp_rep3	Astrocyte	-0.42057054749191	0.452647925170171	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_4m_Hipp_rep4	Astrocyte	1.44848183144544	0.539163008754201	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_8m_Hipp_rep1	Astrocyte	-4.10941414792264	0.281897968659521	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_8m_Hipp_rep2	Astrocyte	-2.91557730037403	0.337158535894178	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_8m_Hipp_rep3	Astrocyte	-1.10651774820936	0.420896659088457	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_8m_Hipp_rep4	Astrocyte	-2.58625559859485	0.352402247026372	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_18m_Hipp_rep1	Astrocyte	1.37779542491704	0.535891061730151	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_18m_Hipp_rep2	Astrocyte	1.66262860817779	0.5490754791039	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE64398_TPM_18m_Hipp_rep3	Astrocyte	4.14919775719484	0.664174306824817	Disease	0.322160517096772	0.322160517096772	mixed_model
GSE36237_HippVeh_WT_1	DentateGranule	-1.96894857905239	0.629788419944066	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_2	DentateGranule	1.93883857213361	0.883584045257609	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_3	DentateGranule	-1.43133903839526	0.664704075343617	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_4	DentateGranule	-0.359465162284406	0.734318128033831	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_5	DentateGranule	2.34123635306334	0.909718221067273	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_6	DentateGranule	2.09173721089441	0.8935142190702	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_7	DentateGranule	1.49766863286339	0.854931768080066	WT	NA	NA	mixed_model
GSE36237_HippVeh_WT_8	DentateGranule	1.47419082625085	0.853406975562026	WT	NA	NA	mixed_model
GSE36237_HippVeh_TG_1	DentateGranule	-1.18271401659991	0.680851306611316	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_2	DentateGranule	1.69605286830762	0.867816055053484	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_3	DentateGranule	-1.59275798965957	0.654220540266444	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_4	DentateGranule	0.0402118118855375	0.760275597992782	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_5	DentateGranule	-1.17741062203582	0.681195741527448	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_6	DentateGranule	-1.52154761356839	0.658845378117039	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_7	DentateGranule	-0.274128331056974	0.739860424378469	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE36237_HippVeh_TG_8	DentateGranule	-1.01650040684388	0.691646236169046	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_WT_rep1	DentateGranule	0.352891344659251	0.780582921414675	WT	NA	NA	mixed_model
GSE48622_WT_rep2	DentateGranule	1.59416562221511	0.8611988734279	WT	NA	NA	mixed_model
GSE48622_WT_rep3	DentateGranule	0.554198968943764	0.793657071159542	WT	NA	NA	mixed_model
GSE48622_WT_rep4	DentateGranule	0.120788200484141	0.765508722044506	WT	NA	NA	mixed_model
GSE48622_APLP2KO_rep1	DentateGranule	-0.698865332909101	0.712275402777141	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APLP2KO_rep2	DentateGranule	-0.217373867523872	0.743546406752752	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APLP2KO_rep3	DentateGranule	0.563044307368047	0.79423154159758	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APLP2KO_rep4	DentateGranule	0.0033147273453881	0.757879275398735	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APPKO_rep1	DentateGranule	-0.773573787459968	0.70742337829234	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APPKO_rep2	DentateGranule	-0.445042056261896	0.72876024054428	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APPKO_rep3	DentateGranule	-1.28439455038003	0.674247550149016	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_APPKO_rep4	DentateGranule	-0.0938023503998412	0.751571897713773	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_N.dCKO_rep1	DentateGranule	-0.97543822779025	0.694313065504028	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_N.dCKO_rep2	DentateGranule	-0.0510425595849305	0.754348980351155	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_N.dCKO_rep3	DentateGranule	-0.520515079225244	0.723858560305254	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE48622_N.dCKO_rep4	DentateGranule	-0.44788513717426	0.728575593461403	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_3m_hp_VH_rep1	DentateGranule	-1.85177733166376	0.63739823819907	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep2	DentateGranule	0.0173752082090847	0.758792449119553	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep3	DentateGranule	-1.35372853116345	0.669744576899036	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep4	DentateGranule	-2.12110073797416	0.619906727102982	WT	NA	NA	mixed_model
GSE63617_3m_hp_VH_rep5	DentateGranule	-0.200025197506229	0.74467313561109	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep1	DentateGranule	3.20146489852021	0.965586730062326	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep2	DentateGranule	1.17940978144216	0.834262089542557	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep3	DentateGranule	-0.460263215214646	0.727771685281428	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep4	DentateGranule	1.91174606828026	0.88182449216765	WT	NA	NA	mixed_model
GSE63617_6m_hp_VH_rep5	DentateGranule	1.2812143406152	0.840873900973292	WT	NA	NA	mixed_model
GSE63617_3m_hp_AD11_rep1	DentateGranule	0.406673971070026	0.78407589448942	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_3m_hp_AD11_rep2	DentateGranule	-5.43228361688018	0.404858236290374	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_3m_hp_AD11_rep3	DentateGranule	0.561593114520465	0.79413729224828	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_3m_hp_AD11_rep4	DentateGranule	-0.504958371491171	0.724868908160559	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_3m_hp_AD11_rep5	DentateGranule	-3.12252866322958	0.554867865807912	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_6m_hp_AD11_rep1	DentateGranule	1.63498427714812	0.86384988681537	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_6m_hp_AD11_rep2	DentateGranule	1.75966100134098	0.871947156690718	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_6m_hp_AD11_rep3	DentateGranule	0.748369785807458	0.806267712931217	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_6m_hp_AD11_rep4	DentateGranule	1.46612531167545	0.852883151659663	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE63617_6m_hp_AD11_rep5	DentateGranule	1.60623184782228	0.861982528001362	Disease	0.286789520867438	0.286789520867438	mixed_model
GSE64398_WT_2m_Hipp_rep1	DentateGranule	2.01565903928766	0.888573236772895	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep10	DentateGranule	2.05731570605413	0.891278675780049	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep11	DentateGranule	0.728431555629118	0.804972802179944	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep12	DentateGranule	1.49993026188195	0.855078652116679	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep2	DentateGranule	2.12586749695527	0.895730848829658	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep3	DentateGranule	3.3812176048421	0.977260971452091	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep4	DentateGranule	0.909711643487542	0.816746241078979	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep5	DentateGranule	-3.23973184397589	0.547255973605129	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep6	DentateGranule	0.275536508990248	0.775559024736044	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep7	DentateGranule	-0.814623807476405	0.704757338639683	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep8	DentateGranule	-1.26461000429088	0.675532479714515	WT	NA	NA	mixed_model
GSE64398_WT_2m_Hipp_rep9	DentateGranule	-0.731261069342651	0.710171425291277	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep1	DentateGranule	3.69715361430279	0.997779790409722	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep2	DentateGranule	1.59475679133048	0.861237267570031	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep3	DentateGranule	2.61691121427897	0.92762223453541	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep4	DentateGranule	-0.718574624015998	0.710995360730981	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep5	DentateGranule	-0.8712639575681	0.701078780480237	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep6	DentateGranule	3.15824304245984	0.962779638078638	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep7	DentateGranule	0.113084538997179	0.765008399097364	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep8	DentateGranule	2.42161340862639	0.914938399211135	WT	NA	NA	mixed_model
GSE64398_WT_4m_Hipp_rep9	DentateGranule	0.702802545296734	0.803308297320333	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep1	DentateGranule	-3.90803160253741	0.503852495227466	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep10	DentateGranule	2.76765868568295	0.937412698368067	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep2	DentateGranule	-1.3139316324158	0.672329231183528	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep3	DentateGranule	0.75396735910982	0.806631253615893	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep4	DentateGranule	1.73029376093204	0.870039868280433	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep5	DentateGranule	-6.41908495669294	0.340769315013786	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep6	DentateGranule	1.02565133876215	0.824276074798799	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep7	DentateGranule	1.2726688483866	0.840318904383186	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep8	DentateGranule	-1.74323075308875	0.644447917651731	WT	NA	NA	mixed_model
GSE64398_WT_8m_Hipp_rep9	DentateGranule	-2.65647671569507	0.585136132956806	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep1	DentateGranule	1.95415296411628	0.884578655644298	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep2	DentateGranule	-0.0152730609849599	0.756672070609942	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep3	DentateGranule	1.40679091169745	0.849029612415477	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep4	DentateGranule	-0.469781818185247	0.727153488921295	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep5	DentateGranule	2.07621584903319	0.892506166792304	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep6	DentateGranule	2.0830007593289	0.892946820411494	WT	NA	NA	mixed_model
GSE64398_WT_18m_Hipp_rep7	DentateGranule	-0.437590124775639	0.729244214603812	WT	NA	NA	mixed_model
