Dataset	File	ExternalID	Sample	QA_NUSE	QA_IQR_NUSE	QA_RLE	QA_IQR_RLE	QA_sample_corr	QA_score	actin3/actin5	actin3/actinM	gapdh3/gapdh5	gapdh3/gapdhM	scale	background	present	RNA_degradation_slope	RNA_degradation_p_value	RNA_deg_outlier	RATIO	SCALE	BACKGROUND	PRESENT	TOTAL_SCORE
GSE36237	GSM884884_M_HIPP_TREAT_9I_TG_-_ID_29.CEL	GSM884884	HippPDE9Tg.,rep3	1.005	0.034	-0.038	0.271	0.984	0	0.448270096700046	0.379884688610305	-0.476691053938628	-0.245907344845333	0.486934181425712	53.389517585635	61.4842242965788	2.61	5.29e-09	No	0	0	0	0	0
GSE36237	GSM884885_M_HIPP_TREAT_9I_TG_-_ID_61.CEL	GSM884885	HippPDE9Tg.,rep4	1.004	0.033	-0.022	0.236	0.986	0	0.382116150871019	0.291412179376831	-0.40280683089545	-0.222437354426525	0.485256470318678	49.4044462432794	60.9720405312521	2.45	2.66e-08	No	0	0	0	0	0
GSE36237	GSM884886_M_HIPP_TREAT_9I_TG_-_ID_62.CEL	GSM884886	HippPDE9Tg.,rep5	0.998	0.028	0.009	0.252	0.985	0	0.44978925550806	0.358843078051917	-0.475027933974161	-0.293447761598651	0.457824770872841	47.7686653316318	58.0474934036939	2.2	1.09e-06	No	0	0	0	0	0
GSE36237	GSM884887_M_HIPP_TREAT_9I_TG_-_ID_77.CEL	GSM884887	HippPDE9Tg.,rep6	0.997	0.028	-0.012	0.263	0.987	0	0.432112991383798	0.34566730131005	-0.378591804070167	-0.255842343627195	0.37027410726912	54.0568528456915	62.3112569566085	2.41	3.85e-07	No	0	0	0	0	0
GSE36237	GSM884888_M_HIPP_TREAT_9I_TG_-_ID_79.CEL	GSM884888	HippPDE9Tg.,rep7	0.989	0.022	-0.008	0.226	0.988	0	0.366045122252537	0.300337825978589	-0.395232246916565	-0.259753651271531	0.342373572747596	54.3272998774714	62.0341012394404	2.38	1.4e-07	No	0	0	0	0	0
GSE36237	GSM884889_M_HIPP_TREAT_9I_TG_-_ID_80.CEL	GSM884889	HippPDE9Tg.,rep8	0.996	0.029	-0.02	0.237	0.987	0	0.298443869846249	0.282428720432188	-0.384567741212372	-0.219393143154015	0.29165822018347	60.1876530369859	60.5485465954192	2.18	6e-08	No	0	0	0	0	0
GSE36237	GSM884890_M_HIPP_VEH_TG_+_ID_1.CEL	GSM884890	HippVehTg+,rep1	1.022	0.045	0.016	0.34	0.985	0	0.421885501662056	0.208852113422422	-0.349181397438823	-0.232999406708267	0.455884828875122	44.1832200019453	55.9034167756813	2.13	1.9e-06	No	0	0	0	0	0
GSE36237	GSM884891_M_HIPP_VEH_TG_+_ID_2.CEL	GSM884891	HippVehTg+,rep2	1.033	0.054	0.014	0.343	0.984	0	0.375263761004907	0.264880117450124	-0.433284910625229	-0.241914562790395	0.458404902971961	44.9981062030377	58.196048868096	1.88	8.69e-06	No	0	0	0	0	0
GSE36237	GSM884892_M_HIPP_VEH_TG_+_ID_3.CEL	GSM884892	HippVehTg+,rep3	1.017	0.046	0.019	0.302	0.986	0	0.421615767215076	0.310807891007045	-0.408954650891069	-0.27274929413284	0.512058380619938	44.3389280136684	59.7592071129243	2.02	6.75e-06	No	0	0	0	0	0
GSE36237	GSM884893_M_HIPP_VEH_TG_+_ID_4.CEL	GSM884893	HippVehTg+,rep4	1.031	0.051	0.008	0.328	0.985	0	0.3395425554941	0.246130772227566	-0.422838015373877	-0.276811629357157	0.483582638590284	44.0215979902148	56.0896654176182	1.87	6.69e-06	No	0	0	0	0	0
GSE36237	GSM884894_M_HIPP_VEH_TG_+_ID_65.CEL	GSM884894	HippVehTg+,rep5	0.989	0.022	-0.002	0.197	0.988	0	0.431092752004236	0.363855610488706	-0.467471175787267	-0.256492707492473	0.357249848848878	51.6344971137443	59.7192966896521	2.34	2.51e-07	No	0	0	0	0	0
GSE36237	GSM884895_M_HIPP_VEH_TG_+_ID_66.CEL	GSM884895	HippVehTg+,rep6	1.019	0.043	0.014	0.262	0.986	0	0.393645029478041	0.319182789569348	-0.491554110095496	-0.236250997539139	0.457832341814068	51.5806740706575	60.2935633356245	2.18	8.79e-07	No	0	0	0	0	0
GSE36237	GSM884896_M_HIPP_VEH_TG_+_ID_67.CEL	GSM884896	HippVehTg+,rep7	1.003	0.031	0.004	0.232	0.987	0	0.410465686176172	0.289403351630915	-0.436249564678814	-0.258334929098748	0.39578736989116	61.1273688432042	60.7702711691537	2.26	2.76e-07	No	0	0	0	0	0
GSE36237	GSM884897_M_HIPP_VEH_TG_+_ID_68.CEL	GSM884897	HippVehTg+,rep8	0.993	0.025	-0.002	0.23	0.987	0	0.441152893433184	0.243832997027479	-0.430874742814947	-0.264523824682957	0.348490435394289	61.9699125281815	60.5441121039445	2.27	6.96e-08	No	0	0	0	0	0
GSE36237	GSM884898_M_HIPP_VEH_TG_-_ID_5.CEL	GSM884898	HippVehTg.,rep1	1.033	0.055	0.018	0.329	0.984	0	0.439799264714539	0.27515539179627	-0.383162517072263	-0.250440833562083	0.523979669925088	40.3998985633214	57.251502183987	1.85	1.06e-05	No	0	0	0	0	0
GSE36237	GSM884899_M_HIPP_VEH_TG_-_ID_6.CEL	GSM884899	HippVehTg.,rep2	0.996	0.027	0.013	0.261	0.985	0	0.376863049592448	0.255783982866477	-0.469172716802412	-0.244070943064603	0.484360764307599	46.7880309998146	57.7304272632536	2.12	2.51e-07	No	0	0	0	0	0
GSE36237	GSM884900_M_HIPP_VEH_TG_-_ID_69.CEL	GSM884900	HippVehTg.,rep3	1.001	0.03	0.01	0.232	0.988	0	0.486430062405882	0.372489639675146	-0.402118931838364	-0.279832090210309	0.394918481760233	56.6679839216858	60.2514356666149	2.35	6.13e-07	No	0	0	0	0	0
GSE36237	GSM884901_M_HIPP_VEH_TG_-_ID_7.CEL	GSM884901	HippVehTg.,rep4	1.004	0.033	0.015	0.261	0.986	0	0.468556344754903	0.309045944033144	-0.404779895735231	-0.232112971341813	0.467162155566652	56.2374857575952	55.1162945389237	2.5	2.18e-08	No	0	0	0	0	0
GSE36237	GSM884902_M_HIPP_VEH_TG_-_ID_70.CEL	GSM884902	HippVehTg.,rep5	0.99	0.023	-0.016	0.224	0.985	0	0.404540888658195	0.359188905799639	-0.411440260272807	-0.223180945251743	0.34722801364088	47.5526580594378	61.209285825148	2.24	3.97e-07	No	0	0	0	0	0
GSE36237	GSM884903_M_HIPP_VEH_TG_-_ID_71.CEL	GSM884903	HippVehTg.,rep6	0.994	0.026	0.013	0.254	0.987	0	0.474661268512669	0.369868818169957	-0.393502557930871	-0.254604236762944	0.405380344809937	44.6072122719715	60.2447839294029	2.37	6.73e-07	No	0	0	0	0	0
GSE36237	GSM884904_M_HIPP_VEH_TG_-_ID_72.CEL	GSM884904	HippVehTg.,rep7	0.994	0.03	0.008	0.245	0.986	0	0.431587058882988	0.310548291970314	-0.263522213691195	-0.174822777620134	0.266144814810563	60.2529309219009	58.6528014899891	2.64	9.43e-09	No	0	0	0	0	0
GSE36237	GSM884905_M_HIPP_VEH_TG_-_ID_8.CEL	GSM884905	HippVehTg.,rep8	1.015	0.043	0.019	0.298	0.985	0	0.391765241961501	0.269104568758369	-0.463886986964441	-0.297252219082742	0.406758644567867	53.0575672377496	57.4466198088734	2.13	1.06e-06	No	0	0	0	0	0
GSE36237	GSM884906_M_PFC_TREAT_9I_TG+_ID_76.CEL	GSM884906	PfCPDE9Tg+,rep1	0.989	0.022	0.006	0.215	0.988	0	0.491421788374096	0.380983074447995	-0.396756627591044	-0.22916679550986	0.433666918915047	58.8808109677112	58.6439325070398	2.78	2.7e-10	No	0	0	0	0	0
GSE36237	GSM884907_M_PFC_TREAT_9I_TG_+_ID_11.CEL	GSM884907	PfCPDE9Tg+,rep2	1.04	0.05	0	0.384	0.982	0	0.505434886711923	0.340446942627727	-0.343166988004148	-0.268913459516076	0.417736022467624	62.7079496063201	57.5286579011552	2.82	9.02e-10	No	0	0	0	0	0
GSE36237	GSM884908_M_PFC_TREAT_9I_TG_+_ID_12.CEL	GSM884908	PfCPDE9Tg+,rep3	1.022	0.041	0.01	0.367	0.982	0	0.357502309806399	0.302612151451111	-0.367525055218888	-0.223579455841152	0.310232470926692	74.265800711088	58.7570120396444	2.51	8.53e-10	No	0	0	0	0	0
GSE36237	GSM884909_M_PFC_TREAT_9I_TG_+_ID_27.CEL	GSM884909	PfCPDE9Tg+,rep4	1.01	0.034	-0.01	0.335	0.985	0	0.446596675847305	0.370014888212078	-0.383855164907899	-0.211743237216281	0.317211817698826	71.8936305816123	58.883395046673	2.81	6.5e-12	No	0	0	0	0	0
GSE36237	GSM884910_M_PFC_TREAT_9I_TG_+_ID_74.CEL	GSM884910	PfCPDE9Tg+,rep5	0.989	0.021	0.003	0.208	0.988	0	0.424242046062004	0.354405625848697	-0.385698431297545	-0.253551651891131	0.309539252728749	69.6557393322127	58.8257466575021	2.7	1.09e-10	No	0	0	0	0	0
GSE36237	GSM884911_M_PFC_TREAT_9I_TG_+_ID_75.CEL	GSM884911	PfCPDE9Tg+,rep6	0.998	0.029	-0.012	0.237	0.986	0	0.530208005436076	0.413429481516376	-0.439755976462184	-0.240794168587373	0.306670958842468	76.3902544603063	59.2425888561229	2.95	1.62e-11	No	0	0	0	0	0
GSE36237	GSM884912_M_PFC_TREAT_9I_TG_+_ID_78.CEL	GSM884912	PfCPDE9Tg+,rep7	0.989	0.022	-0.006	0.217	0.986	0	0.464251848180872	0.37575890106371	-0.420805246486333	-0.280540754335744	0.424431471553293	61.5262797280696	60.2381321921909	2.91	1.24e-10	No	0	0	0	0	0
GSE36237	GSM884913_M_PFC_TREAT_9I_TG_+_ID_9.CEL	GSM884913	PfCPDE9Tg+,rep8	0.988	0.022	0.01	0.227	0.987	0	0.474746076144092	0.360631735480926	-0.335956569133916	-0.206150989557861	0.326606270468496	69.0928428931452	57.1406398971198	2.71	7.55e-11	No	0	0	0	0	0
GSE36237	GSM884914_M_PFC_TREAT_9I_TG_-_ID_13.CEL	GSM884914	PfCPDE9Tg.,rep1	1.008	0.034	0.005	0.296	0.985	0	0.4884963652284	0.380355289570824	-0.359006845470685	-0.238173704095942	0.350048568158773	72.4605956703647	56.3557349060996	2.7	1.07e-09	No	0	0	0	0	0
GSE36237	GSM884915_M_PFC_TREAT_9I_TG_-_ID_16.CEL	GSM884915	PfCPDE9Tg.,rep2	1.001	0.029	-0.007	0.281	0.987	0	0.420642700677533	0.336311529868246	-0.431774637031968	-0.281221914656482	0.349085361642838	69.9971993190923	58.3490388239729	2.75	2.84e-10	No	0	0	0	0	0
GSE36237	GSM884916_M_PFC_TREAT_9I_TG_-_ID_29.CEL	GSM884916	PfCPDE9Tg.,rep3	0.991	0.023	-0.002	0.235	0.986	0	0.511667689077063	0.39746162293399	-0.335743690839417	-0.216558969378864	0.303958012629515	63.2167189009353	56.8257910024168	2.7	5.63e-10	No	0	0	0	0	0
GSE36237	GSM884917_M_PFC_TREAT_9I_TG_-_ID_61.CEL	GSM884917	PfCPDE9Tg.,rep4	0.99	0.023	0.004	0.233	0.986	0	0.524604655541964	0.420007556732125	-0.359842736505707	-0.191174192525587	0.319226376264849	68.6971049567206	56.2626105851311	2.72	8.76e-11	No	0	0	0	0	0
GSE36237	GSM884918_M_PFC_TREAT_9I_TG_-_ID_62.CEL	GSM884918	PfCPDE9Tg.,rep5	1.013	0.039	0.015	0.237	0.988	0	0.498348212129084	0.517230045258406	-0.450526418200523	-0.265898015739536	0.453603101860124	73.2830988339689	55.5885678809782	2.64	5.55e-10	No	0	0	0	0	0
GSE36237	GSM884919_M_PFC_TREAT_9I_TG_-_ID_77.CEL	GSM884919	PfCPDE9Tg.,rep6	1.002	0.032	-0.021	0.262	0.984	0	0.577193597375727	0.490915386141728	-0.357834729837114	-0.197979066395703	0.421100093039887	68.8784282569571	59.2824992793951	3.06	9.96e-12	No	0	0	0	0	0
GSE36237	GSM884920_M_PFC_TREAT_9I_TG_-_ID_79.CEL	GSM884920	PfCPDE9Tg.,rep7	0.999	0.029	-0.018	0.254	0.984	0	0.55377429544596	0.452694400642944	-0.391949360570047	-0.181353040977056	0.41671903524086	66.3411941069373	59.4088822864238	3.1	6.62e-12	No	0	0	0	0	0
GSE36237	GSM884921_M_PFC_TREAT_9I_TG_-_ID_80.CEL	GSM884921	PfCPDE9Tg.,rep8	1.04	0.061	0.001	0.333	0.983	0	0.462022521330667	0.307928233636837	-0.406495552264881	-0.259153839935832	0.546956707527479	53.4846036773384	59.011995299439	2.67	5.34e-09	No	0	0	0	0	0
GSE36237	GSM884922_M_PFC_VEH_TG_+_ID_1.CEL	GSM884922	PfCVehTg+,rep1	1.028	0.045	0.008	0.407	0.983	0	0.472423278062253	0.340313493328319	-0.321352603167663	-0.263642998571667	0.349177497321874	62.6248146849412	59.4310547437973	2.75	1.68e-09	No	0	0	0	0	0
GSE36237	GSM884923_M_PFC_VEH_TG_+_ID_2.CEL	GSM884923	PfCVehTg+,rep2	1.009	0.033	0.003	0.327	0.985	0	0.453391217596794	0.340910467173204	-0.364680929336455	-0.256933675351229	0.329824123645038	66.8055982867065	59.4354892352719	2.83	4.32e-10	No	0	0	0	0	0
GSE36237	GSM884924_M_PFC_VEH_TG_+_ID_3.CEL	GSM884924	PfCVehTg+,rep3	1.004	0.031	-0.006	0.305	0.986	0	0.49274252090204	0.410093798904873	-0.371491129635887	-0.265353779261726	0.32370772198986	67.9933947423611	60.200439014656	2.72	9e-10	No	0	0	0	0	0
GSE36237	GSM884925_M_PFC_VEH_TG_+_ID_4.CEL	GSM884925	PfCVehTg+,rep4	0.999	0.028	-0.007	0.318	0.986	0	0.37383335450375	0.284700740482476	-0.381208800524558	-0.253104204007379	0.309993271395112	60.7291216901705	60.1184009223742	2.69	1.19e-09	No	0	0	0	0	0
GSE36237	GSM884926_M_PFC_VEH_TG_+_ID_65.CEL	GSM884926	PfCVehTg+,rep5	0.994	0.024	-0.018	0.246	0.986	0	0.530139831400659	0.437486031946037	-0.390707345797644	-0.199170807362115	0.376663238191626	63.103599332269	61.0052992173123	2.88	4.06e-11	No	0	0	0	0	0
GSE36237	GSM884927_M_PFC_VEH_TG_+_ID_66.CEL	GSM884927	PfCVehTg+,rep6	0.997	0.029	-0.018	0.259	0.983	0	0.494711063459635	0.427509832896789	-0.407575009333636	-0.258985045969586	0.455370767922751	57.465309287635	60.772488414891	2.8	1.43e-09	No	0	0	0	0	0
GSE36237	GSM884928_M_PFC_VEH_TG_+_ID_67.CEL	GSM884928	PfCVehTg+,rep7	0.998	0.028	-0.002	0.233	0.986	0	0.541213051636213	0.479256536685117	-0.424543339147014	-0.266212166651757	0.481306690219587	56.1497921370558	59.5219618190284	2.88	1.88e-10	No	0	0	0	0	0
GSE36237	GSM884929_M_PFC_VEH_TG_+_ID_68.CEL	GSM884929	PfCVehTg+,rep8	0.991	0.025	0.013	0.217	0.988	0	0.400707381920261	0.327973676872391	-0.462759469811285	-0.276403784347814	0.466015268908172	64.2801708373171	58.1583556905612	2.6	2.87e-10	No	0	0	0	0	0
GSE36237	GSM884930_M_PFC_VEH_TG_-_ID_5.CEL	GSM884930	PfCVehTg.,rep1	0.998	0.027	0	0.277	0.987	0	0.529628150831787	0.391872447533006	-0.374164215287891	-0.21542172487837	0.336951653307115	65.0255958462369	58.8412673776635	2.98	2.01e-11	No	0	0	0	0	0
GSE36237	GSM884931_M_PFC_VEH_TG_-_ID_6.CEL	GSM884931	PfCVehTg.,rep2	0.994	0.025	-0.002	0.27	0.986	0	0.431922503845835	0.343165471858134	-0.406439946918217	-0.246689007223491	0.325603778511254	68.1799984656888	58.7348395822709	2.77	1.56e-11	No	0	0	0	0	0
GSE36237	GSM884932_M_PFC_VEH_TG_-_ID_69.CEL	GSM884932	PfCVehTg.,rep3	0.996	0.029	0.003	0.235	0.987	0	0.718767361535242	0.541078779714212	-0.390407544063319	-0.234996883777049	0.526455328224337	63.6992610188515	56.9056118489612	3.03	9.52e-11	No	0	0	0	0	0
GSE36237	GSM884933_M_PFC_VEH_TG_-_ID_7.CEL	GSM884933	PfCVehTg.,rep4	0.997	0.027	-0.002	0.262	0.986	0	0.500391397660664	0.397268641421983	-0.348254328984549	-0.189011421291212	0.333228687919955	70.8764214839135	58.1783109021973	2.95	1.9e-11	No	0	0	0	0	0
GSE36237	GSM884934_M_PFC_VEH_TG_-_ID_70.CEL	GSM884934	PfCVehTg.,rep5	0.995	0.027	-0.007	0.237	0.985	0	0.503723631239957	0.412263996534854	-0.397887761463938	-0.216499534800585	0.411647011350052	71.3027606906399	58.2825214518525	2.96	5.51e-11	No	0	0	0	0	0
GSE36237	GSM884935_M_PFC_VEH_TG_-_ID_71.CEL	GSM884935	PfCVehTg.,rep6	1	0.031	-0.002	0.255	0.985	0	0.521499036159257	0.431294997509116	-0.439629101259575	-0.263851476310435	0.426121106147608	72.1528488398416	56.6461940976918	2.91	8.73e-12	No	0	0	0	0	0
GSE36237	GSM884936_M_PFC_VEH_TG_-_ID_72.CEL	GSM884936	PfCVehTg.,rep7	0.998	0.03	0.013	0.297	0.985	0	0.625636493871557	0.486305387922817	-0.330949326322735	-0.215615589011879	0.411625308568335	75.841512888495	55.799206226026	3.01	9.84e-11	No	0	0	0	0	0
GSE36237	GSM884937_M_PFC_VEH_TG_-_ID_8.CEL	GSM884937	PfCVehTg.,rep8	0.989	0.022	0.003	0.203	0.988	0	0.437882027511678	0.312149907489914	-0.412402501779052	-0.246582250170789	0.433651491238897	54.3244336704173	58.9432606815813	2.77	3.28e-10	No	0	0	0	0	0
